time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397312,-41.786564,0,90
5,0,-22.397312,-41.786564,0,90
6,0,-22.397312,-41.786564,0,90
7,0.8,-22.397306,-41.78656,0.114,90
8,3.3,-22.397297,-41.786537,0.413,90
9,5,-22.397291,-41.786522,0.556,90
10,7.1,-22.397285,-41.786503,1.42,93
11,9.1,-22.397282,-41.786484,1.82,93
12,11.1,-22.397278,-41.786465,2.06,93
13,13.1,-22.397274,-41.786446,1.96,93
14,15.2,-22.397268,-41.786427,2.04,93
15,16.9,-22.397263,-41.786411,1.96,102
16,18.6,-22.397255,-41.786396,1.9,102
17,20.4,-22.397247,-41.786381,1.86,102
18,22.2,-22.39724,-41.786365,1.82,102
19,23.7,-22.397232,-41.786354,1.7,102
20,25.4,-22.397224,-41.786339,1.7,105
21,27.5,-22.397213,-41.786324,1.78,105
22,29.2,-22.397201,-41.786312,1.76,105
23,31.2,-22.39719,-41.786297,1.8,105
24,33.4,-22.397177,-41.786282,1.94,105
25,35.3,-22.397163,-41.78627,1.98,106
26,37.3,-22.397152,-41.786255,1.96,106
27,39.3,-22.39714,-41.78624,2.02,106
28,41,-22.397129,-41.786228,1.96,106
29,42.9,-22.39712,-41.786213,1.9,106
30,45,-22.397108,-41.786198,1.94,106
31,46.8,-22.397098,-41.786182,1.9,106
32,48.6,-22.397091,-41.786167,1.86,106
33,50.5,-22.397081,-41.786152,1.9,106
34,52.4,-22.397072,-41.786137,1.9,106
35,54.3,-22.397062,-41.786121,1.86,108
36,56.1,-22.397055,-41.786106,1.86,108
37,58,-22.397045,-41.786091,1.88,108
38,60.3,-22.397034,-41.786072,1.96,108
39,62.2,-22.397024,-41.786056,1.96,108
40,64.1,-22.397015,-41.786041,1.96,108
41,65.8,-22.397003,-41.78603,1.94,108
42,67.9,-22.396992,-41.786015,1.98,108
43,69.6,-22.39698,-41.786003,1.86,108
44,71.2,-22.396971,-41.785992,1.8,108
45,73.2,-22.396959,-41.785976,1.82,109
46,74.8,-22.39695,-41.785965,1.8,109
47,76.7,-22.39694,-41.78595,1.76,109
48,78.7,-22.396929,-41.785934,1.82,109
49,80.6,-22.396919,-41.785919,1.88,109
50,82.6,-22.396908,-41.785904,1.88,110
51,84.8,-22.396894,-41.785889,2,110
52,86.8,-22.396883,-41.785873,2.02,110
53,88.7,-22.39687,-41.785862,2,110
54,90.8,-22.396856,-41.785847,2.04,110
55,92.9,-22.396845,-41.785831,2.06,111
56,94.8,-22.396832,-41.78582,2,111
57,96.5,-22.39682,-41.785809,1.94,111
58,98.4,-22.39681,-41.785793,1.94,111
59,100.1,-22.396799,-41.785782,1.86,111
60,102,-22.39679,-41.785767,1.82,113
61,103.8,-22.396778,-41.785755,1.8,113
62,105.5,-22.396767,-41.785744,1.8,113
63,107.4,-22.396757,-41.785728,1.8,113
64,109.1,-22.396746,-41.785717,1.8,113
65,110.8,-22.396734,-41.785706,1.76,114
66,112.4,-22.396725,-41.785694,1.72,114
67,114.4,-22.396713,-41.785679,1.78,114
68,116.2,-22.396702,-41.785667,1.76,114
69,118.3,-22.396688,-41.785652,1.84,114
70,120.5,-22.396675,-41.785637,1.94,114
71,122.4,-22.396662,-41.785625,2,114
72,124.6,-22.396648,-41.78561,2.04,114
73,126.7,-22.396635,-41.785595,2.1,114
74,128.9,-22.396622,-41.78558,2.12,114
75,130.9,-22.39661,-41.785564,2.08,114
76,132.9,-22.396599,-41.785549,2.1,114
77,134.9,-22.396587,-41.785534,2.06,114
78,137.2,-22.396578,-41.785515,2.1,114
79,139.4,-22.396568,-41.785496,2.1,114
80,141.5,-22.396561,-41.785477,2.12,114
81,143.8,-22.396551,-41.785458,2.18,114
82,145.9,-22.396543,-41.785438,2.2,114
83,148.1,-22.396534,-41.785419,2.18,114
84,149.9,-22.396526,-41.785404,2.1,114
85,152,-22.396519,-41.785385,2.1,115
86,153.8,-22.396511,-41.78537,2,115
87,155.6,-22.396503,-41.785355,1.94,115
88,157.8,-22.396494,-41.785336,1.94,115
89,159.6,-22.396486,-41.78532,1.94,115
90,161.6,-22.396475,-41.785305,1.92,115
91,163.7,-22.396463,-41.78529,1.98,115
92,165.7,-22.396452,-41.785274,2.02,115
93,167.7,-22.39644,-41.785259,1.98,115
94,169.6,-22.396427,-41.785248,2,115
95,171.8,-22.396414,-41.785233,2.04,115
96,173.5,-22.396402,-41.785221,1.96,115
97,175.6,-22.396389,-41.785206,1.98,115
98,177.5,-22.396376,-41.785194,1.96,115
99,179.7,-22.396362,-41.785179,2.02,115
100,181.8,-22.396347,-41.785168,2,116
101,183.9,-22.396334,-41.785152,2.08,116
102,186,-22.396318,-41.785141,2.08,116
103,188.1,-22.396303,-41.78513,2.12,116
104,190.4,-22.396288,-41.785114,2.14,116
105,192.5,-22.396275,-41.785099,2.14,114
106,194.7,-22.396261,-41.785084,2.16,114
107,196.9,-22.396248,-41.785068,2.18,114
108,198.9,-22.396236,-41.785053,2.16,114
109,201.1,-22.396227,-41.785034,2.14,114
110,203,-22.396217,-41.785019,2.1,116
111,205.2,-22.396208,-41.785,2.1,116
112,207.1,-22.396198,-41.784985,2.04,116
113,209.3,-22.396191,-41.784965,2.08,116
114,211.1,-22.396181,-41.78495,2,116
115,212.9,-22.396173,-41.784935,1.98,117
116,214.8,-22.396164,-41.78492,1.92,117
117,216.7,-22.396154,-41.784904,1.92,117
118,218.9,-22.396147,-41.784885,1.92,117
119,220.7,-22.396137,-41.78487,1.92,117
120,222.5,-22.39613,-41.784855,1.92,117
121,224.2,-22.396124,-41.78484,1.88,117
122,226.3,-22.396118,-41.784821,1.92,117
123,228.3,-22.396112,-41.784801,1.88,117
124,230,-22.396107,-41.784786,1.86,117
125,232.1,-22.396101,-41.784767,1.92,117
126,233.9,-22.396093,-41.784752,1.94,117
127,235.7,-22.396086,-41.784737,1.88,117
128,237.4,-22.396078,-41.784721,1.82,117
129,239.3,-22.396069,-41.784706,1.86,117
130,241.2,-22.396059,-41.784691,1.82,117
131,243.1,-22.396049,-41.784676,1.84,117
132,245,-22.39604,-41.78466,1.86,117
133,246.9,-22.39603,-41.784645,1.9,117
134,248.8,-22.396021,-41.78463,1.9,117
135,250.8,-22.396009,-41.784615,1.92,118
136,253.1,-22.396,-41.784595,2,118
137,255.1,-22.395988,-41.78458,2.02,118
138,257,-22.395979,-41.784565,2.02,118
139,259,-22.395967,-41.78455,2.04,118
140,261.3,-22.395956,-41.784531,2.1,119
141,263.4,-22.395945,-41.784515,2.06,119
142,265.4,-22.395933,-41.7845,2.06,119
143,267.7,-22.395922,-41.784481,2.14,119
144,269.7,-22.39591,-41.784466,2.14,119
145,271.6,-22.395901,-41.78445,2.06,118
146,273.9,-22.395891,-41.784431,2.1,118
147,275.7,-22.395882,-41.784416,2.06,118
148,278,-22.395872,-41.784397,2.06,118
149,279.9,-22.395863,-41.784382,2.04,118
150,282.1,-22.395853,-41.784363,2.1,118
151,284.2,-22.395845,-41.784344,2.06,118
152,286.1,-22.395836,-41.784328,2.08,118
153,288.3,-22.395828,-41.784309,2.06,118
154,290.4,-22.395821,-41.78429,2.1,118
155,292.1,-22.395815,-41.784275,2,117
156,294.2,-22.395807,-41.784256,2,117
157,296.4,-22.3958,-41.784237,2.06,117
158,298,-22.395794,-41.784222,1.94,117
159,300.1,-22.395788,-41.784203,1.94,117
160,302.3,-22.395781,-41.784183,2.04,118
161,304,-22.395775,-41.784168,1.96,118
162,306,-22.395769,-41.784149,1.92,118
163,308.1,-22.395761,-41.78413,2.02,118
164,310.3,-22.395754,-41.784111,2.04,118
165,312.4,-22.395746,-41.784092,2.02,118
166,314.5,-22.395739,-41.784073,2.1,118
167,316.8,-22.395729,-41.784054,2.16,118
168,319,-22.395719,-41.784035,2.18,118
169,321.2,-22.39571,-41.784016,2.18,118
170,323.4,-22.395702,-41.783997,2.2,118
171,325.6,-22.395693,-41.783977,2.22,118
172,327.5,-22.395683,-41.783962,2.14,118
173,329.7,-22.395674,-41.783943,2.14,118
174,331.6,-22.395664,-41.783928,2.08,118
175,334,-22.395653,-41.783909,2.12,119
176,335.9,-22.395643,-41.783894,2.06,119
177,338.2,-22.395632,-41.783874,2.14,119
178,340.2,-22.39562,-41.783859,2.1,119
179,342.2,-22.395609,-41.783844,2.12,119
180,344,-22.395597,-41.783832,2,119
181,346,-22.395586,-41.783817,2.02,119
182,348.1,-22.395573,-41.783802,1.98,119
183,350.3,-22.395559,-41.783787,2.02,119
184,352.3,-22.395548,-41.783771,2.02,119
185,354.5,-22.395534,-41.783756,2.1,119
186,356.8,-22.395523,-41.783737,2.16,119
187,358.8,-22.395512,-41.783722,2.14,119
188,361.2,-22.3955,-41.783703,2.18,119
189,363.1,-22.395491,-41.783688,2.16,119
190,365.4,-22.395479,-41.783668,2.18,118
191,367.6,-22.39547,-41.783649,2.16,118
192,369.9,-22.39546,-41.78363,2.22,118
193,372.1,-22.395451,-41.783611,2.18,118
194,374.3,-22.395441,-41.783592,2.24,118
195,376.5,-22.395433,-41.783573,2.22,119
196,378.7,-22.395424,-41.783554,2.22,119
197,380.8,-22.395418,-41.783535,2.18,119
198,382.9,-22.395411,-41.783516,2.16,119
199,385,-22.395405,-41.783497,2.14,119
200,387,-22.395399,-41.783478,2.1,120
201,389.1,-22.395393,-41.783459,2.08,120
202,391.6,-22.395386,-41.783436,2.16,120
203,393.7,-22.395378,-41.783417,2.16,120
204,395.9,-22.39537,-41.783398,2.18,120
205,398,-22.395363,-41.783379,2.2,119
206,400.2,-22.395353,-41.783359,2.22,119
207,402.5,-22.395344,-41.78334,2.18,119
208,404.5,-22.395332,-41.783325,2.16,119
209,406.8,-22.395321,-41.783306,2.18,119
210,408.7,-22.395311,-41.783291,2.14,120
211,410.7,-22.3953,-41.783276,2.1,120
212,412.5,-22.395288,-41.783264,2,120
213,414.5,-22.395277,-41.783249,2,120
214,416.5,-22.395266,-41.783234,1.94,120
215,418.7,-22.395256,-41.783214,2,120
216,420.6,-22.395246,-41.783199,1.98,120
217,422.5,-22.395237,-41.783184,2,120
218,424.7,-22.395227,-41.783165,2.04,120
219,426.5,-22.39522,-41.78315,2,120
220,428.7,-22.395212,-41.783131,2,121
221,430.9,-22.395203,-41.783112,2.06,121
222,432.7,-22.395195,-41.783096,2.04,121
223,434.9,-22.395185,-41.783077,2.04,121
224,437.1,-22.395176,-41.783058,2.12,121
225,439.3,-22.395168,-41.783039,2.12,122
226,441.5,-22.395159,-41.78302,2.12,122
227,443.6,-22.395151,-41.783001,2.18,122
228,445.5,-22.395142,-41.782986,2.12,122
229,447.8,-22.395132,-41.782967,2.14,122
230,449.9,-22.395124,-41.782948,2.12,122
231,451.9,-22.395113,-41.782932,2.08,122
232,453.8,-22.395103,-41.782917,2.04,122
233,456.1,-22.395092000000002,-41.782898,2.12,122
234,458.2,-22.395081,-41.782883,2.08,122
235,460.2,-22.395069,-41.782867,2.06,122
236,462.5,-22.395058,-41.782848,2.12,122
237,464.5,-22.395046,-41.782833,2.14,122
238,466.6,-22.395035,-41.782818,2.1,122
239,468.9,-22.395023,-41.782799,2.14,122
240,470.8,-22.395014,-41.782783,2.12,124
241,472.8,-22.395002,-41.782768,2.06,124
242,475,-22.394993,-41.782749,2.1,124
243,476.9,-22.394983,-41.782734,2.06,124
244,479.2,-22.394974,-41.782715,2.06,124
245,481.3,-22.394966,-41.782696,2.1,124
246,483.4,-22.394958,-41.782677,2.12,124
247,485.2,-22.394951,-41.782661,2.04,124
248,487.4,-22.394943,-41.782642,2.1,124
249,489.4,-22.394937,-41.782623,2.04,124
250,491.5,-22.394932,-41.782604,2.04,122
251,493.5,-22.394926,-41.782585,2.02,122
252,496,-22.39492,-41.782562,2.16,122
253,498,-22.394916,-41.782543,2.12,122
254,500,-22.394911,-41.782524,2.12,122
255,502.1,-22.394905,-41.782505,2.12,122
256,504.2,-22.394899,-41.782486,2.14,122
257,506.2,-22.394894,-41.782467,2.04,122
258,508.3,-22.394888,-41.782448,2.06,122
259,510.7,-22.394882,-41.782425,2.14,122
260,512.9,-22.394875,-41.782406,2.16,123
261,515,-22.394867,-41.782387,2.16,123
262,517.1,-22.394859,-41.782368,2.18,123
263,519.4,-22.39485,-41.782349,2.22,123
264,521.5,-22.394842,-41.78233,2.16,123
265,523.7,-22.394833,-41.78231,2.16,123
266,526,-22.394823,-41.782291,2.2,123
267,528.5,-22.394815,-41.782269,2.28,123
268,530.7,-22.394806,-41.782249,2.26,123
269,532.8,-22.394798,-41.78223,2.26,123
270,535.1,-22.394789,-41.782211,2.28,124
271,537.2,-22.394781,-41.782192,2.24,124
272,539.8,-22.394772,-41.782169,2.26,124
273,542,-22.394762,-41.78215,2.26,124
274,544.3,-22.394751,-41.782131,2.3,124
275,546.6,-22.394741,-41.782112,2.3,124
276,548.7,-22.394733,-41.782093,2.3,124
277,550.9,-22.394724,-41.782074,2.22,124
278,553.2,-22.394714,-41.782055,2.24,124
279,555.4,-22.394705,-41.782036,2.22,124
280,557.3,-22.394695,-41.78202,2.14,124
281,559.6,-22.394684,-41.782001,2.18,124
282,561.9,-22.394674,-41.781982,2.2,124
283,564.1,-22.394665,-41.781963,2.18,124
284,566.3,-22.394655,-41.781944,2.18,124
285,568.8,-22.394648,-41.781921,2.3,125
