time,velocity_smooth,heartrate
0,0,92
5,0,92
10,0,91
15,0,88
20,0,89
25,0,89
30,0,89
35,0,84
40,0,85
45,0,85
50,0,88
55,0,92
60,0,95
65,0,101
70,0,105
75,0,109
80,0,111
85,0,111
90,0,112
95,0,112
100,0,112
105,0,114
110,0,117
115,0,117
120,0,117
125,0,117
130,0,118
135,0,118
140,0,118
145,0,120
150,0,120
155,0,120
160,0,121
165,0,121
170,0,123
175,0,123
180,0,123
185,0,121
190,0,122
195,0,123
200,0,123
205,0,123
210,0,124
215,0,123
220,0,125
225,0,125
230,0,126
235,0,126
240,0,124
245,0,125
250,0,127
255,0,126
260,0,127
265,0,126
270,0,126
275,0,126
280,0,125
285,0,126
290,0,127
295,0,126
300,0,126
305,0,127
310,0,127
315,0,128
320,0,127
325,0,128
330,0,128
335,0,129
340,0,130
345,0,129
350,0,129
355,0,129
360,0,129
365,0,129
370,0,128
375,0,129
380,0,130
385,0,130
390,0,133
395,0,132
400,0,132
405,0,132
410,0,131
415,0,131
420,0,131
425,0,130
430,0,129
435,0,130
440,0,131
445,0,132
450,0,130
455,0,130
460,0,131
465,0,130
470,0,130
475,0,130
480,0,129
485,0,128
490,0,128
495,0,127
500,0,130
505,0,128
510,0,130
515,0,129
520,0,128
525,0,128
530,0,129
535,0,130
540,0,129
545,0,130
550,0,130
555,0,130
560,0,130
565,0,131
570,0,132
575,0,130
580,0,129
585,0,130
590,0,129
595,0,129
600,0,129
605,0,129
610,0,131
615,0,130
620,0,130
625,0,130
630,0,130
635,0,130
640,0,132
645,0,132
650,0,131
655,0,132
660,0,132
665,0,133
670,0,132
675,0,132
680,0,134
685,0,135
690,0,135
695,0,133
700,0,133
705,0,133
710,0,134
715,0,134
720,0,132
725,0,133
730,0,133
735,0,133
740,0,133
745,0,134
750,0,136
755,0,134
760,0,135
765,0,136
770,0,135
775,0,135
780,0,134
785,0,137
790,0,137
795,0,135
800,0,135
805,0,134
810,0,136
815,0,136
820,0,136
825,0,136
830,0,135
835,0,135
840,0,136
845,0,135
850,0,136
855,0,136
860,0,135
865,0,136
870,0,136
875,0,135
880,0,136
885,0,136
890,0,135
895,0,135
900,0,135
905,0,135
910,0,135
915,0,135
920,0,134
925,0,133
930,0,133
935,0,133
940,0,135
945,0,133
950,0,134
955,0,134
960,0,135
965,0,134
970,0,135
975,0,135
980,0,135
985,0,136
990,0,135
995,0,135
1000,0,135
1005,0,135
1010,0,134
1015,0,134
1020,0,135
1025,0,135
1030,0,136
1035,0,135
1040,0,133
1045,0,134
1050,0,134
1055,0,135
1060,0,137
1065,0,136
1070,0,137
1075,0,137
1080,0,137
1085,0,137
1090,0,137
1095,0,136
1100,0,136
1105,0,136
1110,0,136
1115,0,136
1120,0,136
1125,0,136
1130,0,137
1135,0,137
1140,0,136
1145,0,136
1150,0,136
1155,0,138
1160,0,137
1165,0,138
1170,0,137
1175,0,136
1180,0,136
1185,0,136
1190,0,136
1195,0,136
1200,0,136
1205,0,137
1210,0,136
1215,0,137
1220,0,137
1225,0,137
1230,0,138
1235,0,139
1240,0,138
1245,0,138
1250,0,137
1255,0,138
1260,0,137
1265,0,136
1270,0,137
1275,0,138
1280,0,138
1285,0,138
1290,0,139
1295,0,138
1300,0,138
1305,0,139
1310,0,139
1315,0,139
1320,0,139
1325,0,138
1330,0,139
1335,0,138
1340,0,138
1345,0,138
1350,0,137
1355,0,138
1360,0,139
1365,0,139
1370,0,137
1375,0,138
1380,0,138
1385,0,138
1390,0,138
1395,0,138
1400,0,139
1405,0,139
1410,0,139
1415,0,139
1420,0,138
1425,0,139
1430,0,138
1435,0,139
1440,0,139
1445,0,139
1450,0,139
1455,0,138
1460,0,139
1465,0,138
1470,0,138
1475,0,139
1480,0,139
1485,0,139
1490,0,139
1495,0,139
1500,0,140
1505,0,139
1510,0,138
1515,0,140
1520,0,139
1525,0,139
1530,0,139
1535,0,139
1540,0,139
1545,0,139
1550,0,140
1555,0,140
1560,0,140
1565,0,139
1570,0,139
1575,0,139
1580,0,140
1585,0,139
1590,0,139
1595,0,139
1600,0,139
1605,0,139
1610,0,139
1615,0,140
1620,0,140
1625,0,141
1630,0,141
1635,0,141
1640,0,142
1645,0,143
1650,0,142
1655,0,140
1660,0,141
1665,0,140
1670,0,140
1675,0,140
1680,0,140
1685,0,140
1690,0,139
1695,0,138
1700,0,137
1705,0,137
1710,0,138
1715,0,137
1720,0,138
1725,0,139
1730,0,138
1735,0,137
1740,0,137
1745,0,137
1750,0,137
1755,0,138
1760,0,138
1765,0,139
1770,0,138
1775,0,138
1780,0,138
1785,0,138
1790,0,138
1795,0,138
1800,0,139
1805,0,138
1810,0,139
1815,0,138
1820,0,138
