time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492327,-41.929897,0,119,69
5,0,-22.492327,-41.929897,0,119,69
6,0,-22.492327,-41.929897,0,119,69
7,2.4,-22.492329,-41.92992,0.343,119,69
8,4.6,-22.492348,-41.929928,0.575,119,69
9,6.8,-22.492361,-41.929943,0.756,119,69
10,9.2,-22.49238,-41.929954,1.84,117,82
11,11.4,-22.492397,-41.929966,2.28,117,82
12,13.9,-22.492416,-41.929977,2.3,117,82
13,16.1,-22.492435,-41.929985,2.3,117,82
14,18.2,-22.492453,-41.929993,2.28,117,82
15,20.5,-22.492472,-41.93,2.26,116,75
16,22.5,-22.492489,-41.930008,2.22,116,75
17,24.5,-22.492506,-41.930012,2.12,116,75
18,26.7,-22.492523,-41.930023,2.12,116,75
19,28.8,-22.492538,-41.930035,2.12,116,75
20,30.7,-22.492552,-41.930046,2.04,116,78
21,32.8,-22.492565,-41.930061,2.06,116,78
22,34.7,-22.492575,-41.930077,2.04,116,78
23,36.6,-22.492584,-41.930092,1.98,116,78
24,38.8,-22.492594,-41.930111,2,116,78
25,40.6,-22.492601,-41.930126,1.98,118,77
26,42.5,-22.492611,-41.930141,1.94,118,77
27,44.4,-22.49262,-41.930157,1.94,118,77
28,46.4,-22.492632,-41.930172,1.96,118,77
29,48.5,-22.492643,-41.930187,1.94,118,77
30,50.3,-22.492653,-41.930202,1.94,120,77
31,52.7,-22.492664,-41.930222,2.04,120,77
32,54.7,-22.492676,-41.930237,2.06,120,77
33,57,-22.492687,-41.930256,2.12,120,77
34,58.9,-22.492697,-41.930271,2.08,120,77
35,61,-22.492708,-41.930286,2.14,121,78
36,63.3,-22.49272,-41.930305,2.12,121,78
37,65.3,-22.492731,-41.930321,2.12,121,78
38,67.3,-22.492743,-41.930336,2.06,121,78
39,67.3,-22.492754,-41.930351,1.68,121,78
40,69.3,-22.492765,-41.930367,1.66,122,77
41,71.1,-22.492777,-41.930378,1.56,122,77
42,73.1,-22.492788,-41.930393,1.56,122,77
43,75.1,-22.4928,-41.930408,1.56,122,77
44,77,-22.492813,-41.93042,1.94,122,77
45,79,-22.492825,-41.930435,1.94,125,77
46,80.9,-22.492838,-41.930447,1.96,125,77
47,83.1,-22.492851,-41.930462,2,125,77
48,85.2,-22.492865,-41.930477,2.02,125,77
49,87.4,-22.492878,-41.930492,2.08,125,77
50,89.6,-22.492891,-41.930508,2.12,127,77
51,91.7,-22.492905,-41.930523,2.16,127,77
52,93.9,-22.492918,-41.930538,2.16,127,77
53,96.3,-22.492931,-41.930557,2.22,127,77
54,98.3,-22.492943,-41.930572,2.18,127,77
55,100.5,-22.492956,-41.930588,2.18,127,77
56,102.8,-22.492968,-41.930607,2.22,127,77
57,104.9,-22.492979,-41.930622,2.2,127,77
58,107,-22.492992,-41.930637,2.14,127,77
59,109,-22.493004,-41.930653,2.14,127,77
60,111.1,-22.493015,-41.930668,2.12,127,77
61,113.1,-22.493027,-41.930683,2.06,127,77
62,115.2,-22.49304,-41.930698,2.06,127,77
63,117.4,-22.493053,-41.930714,2.08,127,77
64,119.6,-22.493067,-41.930729,2.12,127,77
65,121.7,-22.49308,-41.930744,2.12,127,77
66,123.9,-22.493093,-41.930759,2.16,127,77
67,126,-22.493107,-41.930775,2.16,127,77
