time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.392878,-41.778484,0,125
5,0,-22.392878,-41.778484,0,125
6,2.1,-22.392893,-41.778496,0.35,125
7,3,-22.392889,-41.778503,0.429,125
8,4.2,-22.392891,-41.778515,0.525,125
9,5.3,-22.392893,-41.778526,0.589,125
10,6.5,-22.392895,-41.778538,1.3,124
11,8.1,-22.392897,-41.778553,1.2,124
12,10.1,-22.3929,-41.778572,1.42,124
13,11.8,-22.392904,-41.778587,1.52,124
14,13.4,-22.39291,-41.778603,1.62,124
15,15.5,-22.392916,-41.778622,1.8,124
16,17.2,-22.392921,-41.778637,1.82,124
17,18.9,-22.392927,-41.778652,1.76,124
18,20.7,-22.392935,-41.778667,1.78,124
19,22.7,-22.39294,-41.778687,1.86,124
20,24.5,-22.392948,-41.778702,1.8,125
21,26.2,-22.392954,-41.778717,1.8,125
22,28,-22.392961,-41.778732,1.82,125
23,30.1,-22.392967,-41.778751,1.88,125
24,31.9,-22.392975,-41.778767,1.84,125
25,33.5,-22.392981,-41.778782,1.8,126
26,35.3,-22.392988,-41.778797,1.82,126
27,37.1,-22.392996,-41.778812,1.82,126
28,38.9,-22.393003,-41.778828,1.76,126
29,41,-22.393011,-41.778847,1.82,126
30,42.8,-22.393019,-41.778862,1.86,127
31,44.7,-22.393028,-41.778877,1.88,127
32,46.9,-22.393038,-41.778896,1.96,127
33,48.8,-22.393047,-41.778912,1.98,127
34,50.7,-22.393057,-41.778927,1.94,127
35,53,-22.393066,-41.778946,2.04,127
36,54.8,-22.393076,-41.778961,2.02,127
37,57.1,-22.393085,-41.77898,2.04,127
38,59,-22.393095,-41.778995,2.04,127
39,61.3,-22.393106,-41.779015,2.12,127
40,63.2,-22.393116,-41.77903,2.04,128
41,65.1,-22.393125,-41.779045000000004,2.06,128
42,67,-22.393135,-41.77906,1.98,128
43,69,-22.393146,-41.779076,2,128
44,70.9,-22.393156,-41.779091,1.92,128
45,72.8,-22.393166,-41.779106,1.92,128
46,74.7,-22.393175,-41.779121,1.92,128
47,76.6,-22.393185,-41.779137,1.92,128
48,78.8,-22.393194,-41.779156,1.96,128
49,80.7,-22.393204,-41.779171,1.96,128
50,82.6,-22.393213,-41.779186,1.96,129
51,84.9,-22.393225,-41.779205,2.04,129
52,86.8,-22.393234,-41.779221,2.04,129
53,89.2,-22.393246,-41.77924,2.08,129
54,91.2,-22.393257,-41.779255,2.1,129
55,93.5,-22.393269,-41.779274,2.18,131
56,95.5,-22.39328,-41.779289,2.12,131
57,97.9,-22.393291,-41.779308,2.22,131
58,99.9,-22.393303,-41.779324,2.14,131
59,101.8,-22.393312,-41.779339,2.12,131
60,104,-22.393322,-41.779358,2.1,132
61,105.8,-22.39333,-41.779373,2.06,132
62,107.9,-22.393337,-41.779392,2,132
63,110.1,-22.393345,-41.779411,2.04,132
64,111.9,-22.393352,-41.779427,2.02,132
65,114,-22.39336,-41.779446,2,135
66,115.8,-22.393368,-41.779461,2,135
67,117.7,-22.393377,-41.779476,1.96,135
68,119.8,-22.393385,-41.779495,1.94,135
69,121.6,-22.393393,-41.77951,1.94,135
70,123.8,-22.393402,-41.77953,1.96,136
71,126,-22.39341,-41.779549,2.04,136
72,127.9,-22.393419,-41.779564,2.04,136
73,130,-22.393427,-41.779583,2.04,136
74,132.6,-22.393436,-41.779606,2.2,136
75,134.7,-22.393444,-41.779625,2.18,136
76,136.9,-22.393452,-41.779644,2.18,136
77,139.1,-22.393461,-41.779663,2.24,136
78,141.6,-22.393469,-41.779686,2.32,136
79,143.7,-22.393476,-41.779705,2.22,136
80,145.9,-22.393486,-41.779724,2.24,136
81,148.2,-22.393496,-41.779743,2.26,136
82,150.4,-22.393505,-41.779762,2.26,136
83,152.6,-22.393515,-41.779781,2.2,136
84,154.6,-22.393526,-41.779797,2.18,136
85,156.9,-22.393536,-41.779816,2.2,137
86,158.9,-22.393547,-41.779831,2.14,137
87,161.1,-22.393557,-41.77985,2.14,137
88,163,-22.393566,-41.779865,2.08,137
89,165.4,-22.393578,-41.779884,2.16,137
90,167.6,-22.393587,-41.779903,2.14,139
91,169.8,-22.393597,-41.779922,2.18,139
92,171.8,-22.393608,-41.779938,2.14,139
93,174.1,-22.393618,-41.779957,2.22,139
94,176.4,-22.393629,-41.779976,2.2,139
95,178.6,-22.393639,-41.779995,2.2,140
96,180.5,-22.393648,-41.78001,2.14,140
97,182.9,-22.39366,-41.780029,2.22,140
98,185.1,-22.393669,-41.780048,2.2,140
99,187.1,-22.393681,-41.780064,2.14,140
100,189.3,-22.39369,-41.780083,2.14,140
101,191.6,-22.3937,-41.780102,2.22,140
102,193.9,-22.393711,-41.780121,2.2,140
103,195.8,-22.393721,-41.780136,2.14,140
104,198.1,-22.393732,-41.780155,2.2,140
105,200.5,-22.393743,-41.780174,2.24,140
106,202.5,-22.393755,-41.780189,2.18,140
107,204.7,-22.393764,-41.780209,2.16,140
108,206.8,-22.393776,-41.780224,2.2,140
109,208.6,-22.393785,-41.780239,2.1,140
110,211,-22.393797,-41.780258,2.1,141
111,212.9,-22.393806,-41.780273,2.08,141
112,215.1,-22.393816,-41.780292,2.08,141
113,217,-22.393826,-41.780308,2.04,141
114,219.3,-22.393837,-41.780327,2.14,141
115,221.2,-22.393846,-41.780342,2.04,141
