time,distance,lat,lng,velocity_smooth
0,0,-22.39749,-41.78679,0
1,0.7,-22.397486,-41.786785,0.7
2,2.5,-22.397478,-41.78677,1.25
3,3.7,-22.397472,-41.78676,1.233
4,5.5,-22.397469,-41.786743,1.375
5,7,-22.397463,-41.78673,1.4
6,8.5,-22.397457,-41.786716,1.56
7,10.4,-22.39745,-41.7867,1.58
8,12,-22.397444,-41.786686,1.66
9,13.6,-22.397434,-41.786674,1.62
10,15.3,-22.397427,-41.78666,1.66
11,17.1,-22.397419,-41.786644,1.72
12,18.6,-22.39741,-41.786633,1.64
13,20.5,-22.397402,-41.786617,1.7
14,22.1,-22.397392,-41.786606,1.7
15,23.9,-22.397385,-41.78659,1.72
16,25.4,-22.397375,-41.78658,1.66
17,27.4,-22.397366,-41.786564,1.76
18,29,-22.397356,-41.786552,1.7
19,30.9,-22.397346,-41.786537,1.76
20,32.8,-22.397337,-41.786522,1.78
21,34.7,-22.397326,-41.786507,1.86
22,36.8,-22.397316,-41.78649,1.88
23,38.7,-22.397305,-41.786476,1.94
24,40.7,-22.397295,-41.78646,1.96
25,42.5,-22.397285,-41.786446,1.94
26,44.4,-22.397276,-41.78643,1.94
27,46.9,-22.397264,-41.78641,2.02
28,48.6,-22.397255,-41.786396,1.98
29,50.8,-22.397243,-41.78638,2.02
30,52.5,-22.397234,-41.786366,2
31,54.6,-22.397223,-41.78635,2.04
32,56.6,-22.397211,-41.786335,1.94
33,58.4,-22.397202,-41.78632,1.96
34,60.4,-22.397192,-41.786304,1.92
35,62.3,-22.397182,-41.78629,1.96
36,64.2,-22.397173,-41.786274,1.92
37,66,-22.397163,-41.78626,1.88
38,68.3,-22.397154,-41.78624,1.98
39,70.3,-22.397144,-41.786224,1.98
40,72.6,-22.397133,-41.786205,2.06
41,74.6,-22.397121,-41.78619,2.08
42,77,-22.39711,-41.78617,2.2
43,79.1,-22.397097,-41.786156,2.16
44,81.6,-22.397083,-41.786137,2.26
45,83.7,-22.397072,-41.78612,2.22
46,86.1,-22.397058,-41.786102,2.3
47,88.1,-22.397047,-41.786087,2.22
48,90.4,-22.397036,-41.786068,2.26
49,92.6,-22.397022,-41.786053,2.2
50,94.7,-22.39701,-41.786037,2.2
51,96.8,-22.396997,-41.786022,2.14
52,98.9,-22.396984,-41.786007,2.16
53,101.1,-22.396973,-41.78599,2.14
54,103.1,-22.39696,-41.785976,2.1
55,105.2,-22.396948,-41.78596,2.1
56,107.2,-22.396936,-41.785946,2.08
57,109.3,-22.396925,-41.78593,2.08
58,111.6,-22.396914,-41.78591,2.1
59,113.6,-22.396902,-41.785896,2.1
60,115.7,-22.39689,-41.78588,2.1
61,117.6,-22.39688,-41.785866,2.08
62,119.7,-22.396868,-41.78585,2.08
63,121.9,-22.396854,-41.785835,2.06
64,124,-22.396841,-41.78582,2.08
65,125.6,-22.39683,-41.78581,1.98
66,127.9,-22.396816,-41.785793,2.06
67,130,-22.396803,-41.785778,2.06
68,131.9,-22.39679,-41.785767,2
69,134.1,-22.396778,-41.78575,2.02
70,136.1,-22.396765,-41.785736,2.1
71,138,-22.396751,-41.785725,2.02
72,140.2,-22.396738,-41.78571,2.04
73,141.9,-22.396727,-41.785698,2
74,144.1,-22.396713,-41.785683,2
75,146.3,-22.3967,-41.785667,2.04
76,148.3,-22.396688,-41.785652,2.06
77,150.3,-22.396677,-41.785637,2.02
78,152.6,-22.396664,-41.78562,2.14
79,154.4,-22.396654,-41.785606,2.06
80,156.7,-22.396643,-41.785587,2.08
81,158.6,-22.396633,-41.785572,2.06
82,160.8,-22.396624,-41.785553,2.1
83,162.9,-22.396616,-41.785534,2.06
84,165.2,-22.396606,-41.785515,2.16
85,167.3,-22.396599,-41.785496,2.12
86,169.5,-22.39659,-41.785477,2.18
87,171.7,-22.39658,-41.785458,2.18
88,173.8,-22.396572,-41.78544,2.18
89,175.8,-22.396563,-41.785423,2.12
90,178.2,-22.396551,-41.785404,2.18
91,179.9,-22.396542,-41.78539,2.08
92,181.9,-22.396532,-41.785374,2.04
93,184.3,-22.39652,-41.785355,2.1
94,186.2,-22.39651,-41.78534,2.08
95,188.3,-22.396498,-41.785324,2.02
96,190.7,-22.396486,-41.785305,2.16
97,192.8,-22.396473,-41.78529,2.18
98,195.3,-22.396461,-41.78527,2.2
99,197.2,-22.39645,-41.785255,2.2
100,199.5,-22.396439,-41.785236,2.24
101,201.7,-22.396427,-41.78522,2.2
102,203.9,-22.396416,-41.785202,2.22
103,205.9,-22.396404,-41.785187,2.12
104,208.3,-22.39639,-41.78517,2.22
105,210,-22.396381,-41.785156,2.1
106,212.3,-22.39637,-41.785137,2.12
107,214.2,-22.39636,-41.785122,2.06
108,216.2,-22.396349,-41.785107000000004,2.06
109,218.2,-22.39634,-41.78509,1.98
110,220.4,-22.39633,-41.785072,2.08
111,222.4,-22.396318,-41.785057,2.02
112,224.5,-22.396307,-41.78504,2.06
113,226.7,-22.396296,-41.785023,2.1
114,228.8,-22.396284,-41.785007,2.12
115,230.9,-22.396273,-41.78499,2.1
116,233.1,-22.396261,-41.784973,2.14
117,235.1,-22.39625,-41.784958,2.12
118,237.3,-22.39624,-41.78494,2.12
119,239.3,-22.396229,-41.784924,2.1
120,241.3,-22.396217,-41.784910000000004,2.08
121,243.4,-22.396206,-41.784893,2.06
122,245.5,-22.396194,-41.784878,2.08
123,247.6,-22.396185,-41.78486,2.06
124,249.9,-22.396175,-41.78484,2.12
125,252.2,-22.396166,-41.78482,2.18
126,254.4,-22.39616,-41.7848,2.2
127,256.6,-22.396152,-41.78478,2.22
128,258.7,-22.396147,-41.78476,2.22
129,260.9,-22.396141,-41.78474,2.2
130,263.1,-22.396133,-41.78472,2.18
131,265.2,-22.396126,-41.784702,2.16
132,267.4,-22.396116,-41.784683,2.16
133,269.6,-22.396107,-41.784664,2.18
134,271.4,-22.396097,-41.78465,2.1
135,273.8,-22.396086,-41.78463,2.14
136,276.3,-22.396074,-41.78461,2.22
137,278.6,-22.396065,-41.78459,2.24
138,280.5,-22.396053,-41.784576,2.18
139,282.8,-22.396042,-41.784557,2.28
140,284.9,-22.39603,-41.784542,2.22
141,287.2,-22.396019,-41.784523,2.18
142,289.1,-22.396008,-41.784508,2.1
143,291.4,-22.395996,-41.78449,2.18
144,293.6,-22.395985,-41.784473,2.16
145,295.5,-22.395973,-41.78446,2.12
146,297.8,-22.395962,-41.78444,2.12
147,300,-22.39595,-41.784424,2.18
148,302.3,-22.395939,-41.784405,2.18
149,304.1,-22.39593,-41.78439,2.1
150,306.6,-22.395918000000002,-41.78437,2.22
151,309,-22.395906,-41.78435,2.24
152,311.2,-22.395895,-41.784332,2.24
153,313.5,-22.395885,-41.784313,2.24
154,315.8,-22.395874,-41.784294,2.34
155,318,-22.395864,-41.784275,2.28
156,320.1,-22.395857,-41.784256,2.22
157,322.4,-22.395847,-41.784237,2.24
158,324.5,-22.39584,-41.784218,2.2
159,326.6,-22.395832,-41.7842,2.16
160,328.8,-22.395824,-41.78418,2.16
161,331,-22.395817,-41.78416,2.18
162,333.3,-22.395807,-41.78414,2.18
163,335.1,-22.395798,-41.784126,2.12
164,337.3,-22.395788,-41.784107,2.14
165,339.4,-22.395779,-41.78409,2.12
166,341.4,-22.39577,-41.784073,2.08
167,343.6,-22.395761,-41.784054,2.06
168,345.8,-22.395752,-41.784035,2.14
169,347.9,-22.395744,-41.784016,2.12
170,349.8,-22.395735,-41.784,2.08
171,352.1,-22.395727,-41.78398,2.14
172,353.7,-22.39572,-41.783966,2.02
173,355.6,-22.395712,-41.78395,1.96
174,357.8,-22.395704,-41.78393,1.98
175,359.8,-22.395695,-41.783913,2
176,361.8,-22.395685,-41.783897,1.94
177,364,-22.395674,-41.78388,2.06
178,366.9,-22.395662,-41.783855,2.26
