time,distance,velocity_smooth,heartrate,cadence
655,1350,0,123,90
657,1491,0,123,90
660,1491,0,124,90
665,1491,0,123,90
670,1491,0,122,89
675,1491,0,123,90
680,1491,0,124,90
685,1491,0,122,90
690,1491,0,123,89
695,1491,0,123,89
700,1491,0,126,89
705,1491,0,124,89
710,1491,0,120,89
715,1491,0,121,89
717,1634,0,121,89
720,1634,0,123,89
725,1634,0,123,89
730,1634,0,125,90
735,1634,0,125,90
740,1634,0,126,90
745,1634,0,126,89
750,1634,0,126,90
755,1634,0,126,89
760,1634,0,127,89
765,1634,0,126,88
770,1634,0,125,89
775,1634,0,123,89
777,1769,0,123,89
780,1769,0,124,89
785,1769,0,124,89
790,1769,0,125,89
795,1769,0,126,89
800,1769,0,126,89
805,1769,0,126,90
810,1769,0,125,90
815,1769,0,126,89
820,1769,0,126,89
825,1769,0,127,89
830,1769,0,127,89
835,1769,0,126,88
837,1906,0,126,88
840,1906,0,127,88
845,1906,0,127,88
850,1906,0,125,89
855,1906,0,125,89
860,1906,0,124,88
865,1906,0,126,89
870,1906,0,126,89
875,1906,0,127,88
880,1906,0,126,88
885,1906,0,127,91
890,1906,0,125,90
895,1906,0,127,90
897,2041,0,127,90
900,2041,0,127,89
905,2041,0,126,89
910,2041,0,124,89
915,2041,0,124,89
920,2041,0,122,89
925,2041,0,124,89
930,2041,0,124,89
935,2041,0,125,89
940,2041,0,125,89
945,2041,0,123,89
950,2041,0,125,89
955,2041,0,126,89
957,2177,0,126,89
960,2177,0,125,89
965,2177,0,125,89
970,2177,0,125,89
975,2177,0,125,89
980,2177,0,124,89
985,2177,0,125,89
990,2177,0,125,89
995,2177,0,127,89
1000,2177,0,127,88
1005,2177,0,126,89
1010,2177,0,125,89
1015,2177,0,125,89
1017,2323,0,125,89
1020,2323,0,126,90
1025,2323,0,125,90
1030,2323,0,126,90
1035,2323,0,126,90
1040,2323,0,126,90
1045,2323,0,125,91
1050,2323,0,126,90
1055,2323,0,127,91
1060,2323,0,125,91
1065,2323,0,126,91
1070,2323,0,125,91
1075,2323,0,125,91
1077,2466,0,125,91
1080,2466,0,126,91
1085,2466,0,127,91
1090,2466,0,127,91
1095,2466,0,127,91
1100,2466,0,126,90
1105,2466,0,126,91
1110,2466,0,126,91
1115,2466,0,126,91
1120,2466,0,127,91
1125,2466,0,127,91
1130,2466,0,127,91
1135,2466,0,127,91
1137,2607,0,127,91
1140,2607,0,127,91
1145,2607,0,128,90
1150,2607,0,128,91
1155,2607,0,129,91
1160,2607,0,128,91
1165,2607,0,127,91
1170,2607,0,127,91
1175,2607,0,128,91
1180,2607,0,127,90
1185,2607,0,127,89
1190,2607,0,127,89
1195,2607,0,127,89
1197,2743,0,127,89
1200,2743,0,127,90
1205,2743,0,128,90
1210,2743,0,128,90
1215,2743,0,128,91
1220,2743,0,127,90
1225,2743,0,127,90
1230,2743,0,128,86
1235,2743,0,128,86
1240,2743,0,129,91
1245,2743,0,130,94
1250,2743,0,129,92
1255,2743,0,129,91
1257,2897,0,129,91
1260,2897,0,129,92
1265,2897,0,128,91
1270,2897,0,128,91
1275,2897,0,129,91
1280,2897,0,129,91
1285,2897,0,129,91
1290,2897,0,130,91
1295,2897,0,129,90
1300,2897,0,130,91
1305,2897,0,131,91
1310,2897,0,130,91
1315,2897,0,130,91
1317,3044,0,130,91
1320,3044,0,129,91
1325,3044,0,129,91
1330,3044,0,129,90
1335,3044,0,130,91
1340,3044,0,129,91
1345,3044,0,131,91
1350,3044,0,130,91
1355,3044,0,131,91
1360,3044,0,130,91
1365,3044,0,130,91
1370,3044,0,130,90
1375,3044,0,131,91
1377,3187,0,131,91
1380,3187,0,131,91
1385,3187,0,130,91
1390,3187,0,130,91
1395,3187,0,130,91
1400,3187,0,129,92
1405,3187,0,130,90
1410,3187,0,131,91
1415,3187,0,131,91
1420,3187,0,132,91
1425,3187,0,133,91
1430,3187,0,133,91
1435,3187,0,133,91
1437,3330,0,133,91
1440,3330,0,133,91
1445,3330,0,133,91
1450,3330,0,133,91
1455,3330,0,133,91
1460,3330,0,131,91
1465,3330,0,131,91
1470,3330,0,131,91
1475,3330,0,130,91
1480,3330,0,128,91
1485,3330,0,130,90
1490,3330,0,134,90
1495,3330,0,134,90
1497,3471,0,134,90
1500,3471,0,134,90
1505,3471,0,133,91
1510,3471,0,133,90
1515,3471,0,133,91
1520,3471,0,133,90
1525,3471,0,133,91
1530,3471,0,135,91
1535,3471,0,134,90
1540,3471,0,135,88
1545,3471,0,135,91
1550,3471,0,136,91
1555,3471,0,135,91
1557,3612,0,135,91
1560,3612,0,136,92
1565,3612,0,135,92
1570,3612,0,136,92
1575,3612,0,135,91
1580,3612,0,135,92
1585,3612,0,136,91
1590,3612,0,136,92
1595,3612,0,137,91
1600,3612,0,136,92
1605,3612,0,136,92
1610,3612,0,137,91
1615,3612,0,137,92
1617,3759,0,137,92
1620,3759,0,136,92
1625,3759,0,136,91
1630,3759,0,137,91
1635,3759,0,136,91
1640,3759,0,135,91
1645,3759,0,136,91
1650,3759,0,136,91
1655,3759,0,136,91
1660,3759,0,137,91
1665,3759,0,137,91
1670,3759,0,137,91
1675,3759,0,137,91
1677,3898,0,137,91
1680,3898,0,137,92
1685,3898,0,137,91
1690,3898,0,137,92
1695,3898,0,137,91
1700,3898,0,137,91
1705,3898,0,137,92
1710,3898,0,137,92
1715,3898,0,137,92
1720,3898,0,137,92
1725,3898,0,138,92
1730,3898,0,138,92
1735,3898,0,137,92
1737,4045,0,137,92
1740,4045,0,138,92
1745,4045,0,138,93
1750,4045,0,137,93
1755,4045,0,137,92
1760,4045,0,136,92
1765,4045,0,137,92
1770,4045,0,137,92
1775,4045,0,137,92
1780,4045,0,137,91
1785,4045,0,136,91
1790,4045,0,137,91
1795,4045,0,137,92
1797,4193,0,137,92
1800,4193,0,137,91
1805,4193,0,138,91
1810,4193,0,137,92
1815,4193,0,137,91
1820,4193,0,137,91
1825,4193,0,138,92
1830,4193,0,139,91
1835,4193,0,139,92
1840,4193,0,138,91
1845,4193,0,139,91
1850,4193,0,139,91
1855,4193,0,141,91
1857,4341,0,141,91
1860,4341,0,140,91
1865,4341,0,140,91
1870,4341,0,139,91
1875,4341,0,138,92
1880,4341,0,138,91
1885,4341,0,140,92
1890,4341,0,140,91
1895,4341,0,140,92
1900,4341,0,139,91
1905,4341,0,138,90
1910,4341,0,140,91
1915,4341,0,139,90
1917,4485,0,139,90
1920,4485,0,141,90
1925,4485,0,142,90
1930,4485,0,141,90
1935,4485,0,139,91
1940,4485,0,138,90
1945,4485,0,139,91
1950,4485,0,139,90
1955,4485,0,139,91
1960,4485,0,141,91
1965,4485,0,140,91
1970,4485,0,141,92
1975,4485,0,142,91
1977,4644,0,142,91
1980,4644,0,141,92
1985,4644,0,140,92
1990,4644,0,139,92
1995,4644,0,141,92
2000,4644,0,142,92
2005,4644,0,141,91
2010,4644,0,142,92
2015,4644,0,143,92
2020,4644,0,142,92
2025,4644,0,142,92
2030,4644,0,141,91
2035,4644,0,141,91
2037,4792,0,141,91
2040,4792,0,141,91
2045,4792,0,139,91
2050,4792,0,142,86
2055,4792,0,142,70
2060,4792,0,141,91
2065,4792,0,143,91
2070,4792,0,143,91
2075,4792,0,141,91
2080,4792,0,142,92
2085,4792,0,142,91
2090,4792,0,142,92
2095,4792,0,142,91
2097,4952,0,142,91
2100,4952,0,143,92
2105,4952,0,141,90
2110,4952,0,144,91
2115,4952,0,144,91
2120,4952,0,144,91
2125,4952,0,144,91
2130,4952,0,144,91
2135,4952,0,144,91
2140,4952,0,144,91
2145,4952,0,144,91
2150,4952,0,145,92
2155,4952,0,145,91
2157,5100,0,145,91
2160,5100,0,144,91
2165,5100,0,144,92
2170,5100,0,145,92
2175,5100,0,145,91
2180,5100,0,146,91
2185,5100,0,146,91
2190,5100,0,146,90
2195,5100,0,146,90
2200,5100,0,146,91
2205,5100,0,146,91
2210,5100,0,147,90
2215,5100,0,146,91
2217,5251,0,146,91
2220,5251,0,145,90
2225,5251,0,146,90
2230,5251,0,147,90
2235,5251,0,147,90
2240,5251,0,146,91
2245,5251,0,146,90
2250,5251,0,147,91
2255,5251,0,146,90
2260,5251,0,145,91
2265,5251,0,145,91
2270,5251,0,146,91
2275,5251,0,146,91
2277,5400,0,146,91
2280,5400,0,146,91
2285,5400,0,145,90
2290,5400,0,146,90
2295,5400,0,145,90
2300,5400,0,145,91
2305,5400,0,145,90
2310,5400,0,145,91
2315,5400,0,145,90
2320,5400,0,146,91
2325,5400,0,147,90
2330,5400,0,146,91
2335,5400,0,146,91
2337,5543,0,146,91
2340,5543,0,145,91
2345,5543,0,146,90
2350,5543,0,146,91
2355,5543,0,147,91
2360,5543,0,147,90
2365,5543,0,146,91
2370,5543,0,147,90
2375,5543,0,146,90
2380,5543,0,146,90
2385,5543,0,146,89
2390,5543,0,146,89
2395,5543,0,147,90
2397,5686,0,147,90
2400,5686,0,147,90
2405,5686,0,146,89
2410,5686,0,146,90
2415,5686,0,146,90
2420,5686,0,147,91
2425,5686,0,147,90
2430,5686,0,147,90
2435,5686,0,148,91
2440,5686,0,147,90
2445,5686,0,148,90
2450,5686,0,149,90
2455,5686,0,149,90
2457,5826,0,149,90
2460,5826,0,148,90
2465,5826,0,148,91
2470,5826,0,148,90
2475,5826,0,147,90
2480,5826,0,147,91
2485,5826,0,148,91
2490,5826,0,148,91
2495,5826,0,148,90
2500,5826,0,146,90
2505,5826,0,147,84
2510,5826,0,149,84
2515,5826,0,148,94
2517,5939,0,148,94
2520,5939,0,148,91
2525,5939,0,148,91
2530,5939,0,148,91
2535,5939,0,148,92
2540,5939,0,149,89
2545,5939,0,149,92
2550,5939,0,149,91
2555,5939,0,149,91
2560,5939,0,149,91
2565,5939,0,149,91
2570,5939,0,149,90
2575,5939,0,149,91
2577,6129,0,149,91
2580,6129,0,149,91
2585,6129,0,150,91
2590,6129,0,151,91
2595,6129,0,150,91
2600,6129,0,150,90
2605,6129,0,151,91
2610,6129,0,149,90
2615,6129,0,148,90
2620,6129,0,149,90
2625,6129,0,149,90
2630,6129,0,148,90
2635,6129,0,150,90
2637,6276,0,150,90
2640,6276,0,151,90
2645,6276,0,149,90
2650,6276,0,152,90
2655,6276,0,151,90
2660,6276,0,150,91
2665,6276,0,150,91
2670,6276,0,149,90
2675,6276,0,150,90
2680,6276,0,149,90
2685,6276,0,148,90
2690,6276,0,150,90
2695,6276,0,150,90
2697,6418,0,150,90
2700,6418,0,151,90
2705,6418,0,150,90
2710,6418,0,149,90
2715,6418,0,150,91
2720,6418,0,149,90
2725,6418,0,149,90
2730,6418,0,147,90
2735,6418,0,149,90
2740,6418,0,148,90
2745,6418,0,148,90
2750,6418,0,148,90
2755,6418,0,148,91
2757,6557,0,148,91
2760,6557,0,147,90
2765,6557,0,147,90
2770,6557,0,148,90
2775,6557,0,148,91
2780,6557,0,149,90
2785,6557,0,148,90
2790,6557,0,145,90
2795,6557,0,146,90
2800,6557,0,147,90
2805,6557,0,148,90
2810,6557,0,147,90
2815,6557,0,147,90
2817,6696,0,147,90
2820,6696,0,147,90
2825,6696,0,147,90
2830,6696,0,147,90
2835,6696,0,147,90
2840,6696,0,146,90
2845,6696,0,146,89
2850,6696,0,146,89
2855,6696,0,146,89
2860,6696,0,145,88
2865,6696,0,146,90
2870,6696,0,146,90
2875,6696,0,146,89
2877,6830,0,146,89
2880,6830,0,147,89
2885,6830,0,147,90
2890,6830,0,147,90
2895,6830,0,148,90
2900,6830,0,148,90
2905,6830,0,147,89
2910,6830,0,148,90
2915,6830,0,147,90
2920,6830,0,146,90
2925,6830,0,145,89
2930,6830,0,146,89
2935,6830,0,146,89
2937,6967,0,146,89
2940,6967,0,146,89
2945,6967,0,146,90
2950,6967,0,146,90
2955,6967,0,148,89
2960,6967,0,148,88
2965,6967,0,147,89
2970,6967,0,148,90
2975,6967,0,148,89
2980,6967,0,147,89
2985,6967,0,147,89
2990,6967,0,148,89
2995,6967,0,148,89
2997,7101,0,148,89
3000,7101,0,149,89
3005,7101,0,149,89
3010,7101,0,148,89
3015,7101,0,148,89
3020,7101,0,148,89
3025,7101,0,148,89
3030,7101,0,146,88
3035,7101,0,146,88
3040,7101,0,146,88
3045,7101,0,146,88
3050,7101,0,146,88
3055,7101,0,145,88
3057,7233,0,145,88
3060,7233,0,145,88
3065,7233,0,146,88
3070,7233,0,145,88
3075,7233,0,146,88
3080,7233,0,145,88
3085,7233,0,144,88
3090,7233,0,144,88
3095,7233,0,144,88
3100,7233,0,144,88
3105,7233,0,145,88
3110,7233,0,145,88
3115,7233,0,145,88
3117,7370,0,145,88
3120,7370,0,145,88
3125,7370,0,146,88
3130,7370,0,146,88
3135,7370,0,145,88
3140,7370,0,144,88
3145,7370,0,144,89
3150,7370,0,145,89
3155,7370,0,145,89
3160,7370,0,146,89
3165,7370,0,145,89
3170,7370,0,145,89
3175,7370,0,145,89
3177,7500,0,145,89
3180,7500,0,145,89
3185,7500,0,145,89
3190,7500,0,145,88
3195,7500,0,145,88
3200,7500,0,146,88
3205,7500,0,145,88
3210,7500,0,146,88
3215,7500,0,145,88
3220,7500,0,145,88
3225,7500,0,144,88
3230,7500,0,145,89
3235,7500,0,146,89
3237,7629,0,146,89
3240,7629,0,146,89
3245,7629,0,146,89
3250,7629,0,146,89
3255,7629,0,146,89
3260,7629,0,145,89
3265,7629,0,145,89
3270,7629,0,146,89
3275,7629,0,146,89
3280,7629,0,144,89
3285,7629,0,144,89
3290,7629,0,145,90
3295,7629,0,145,90
3297,7762,0,145,90
3300,7762,0,146,89
3305,7762,0,146,89
3310,7762,0,146,89
3315,7762,0,145,88
3320,7762,0,145,88
3325,7762,0,145,88
3330,7762,0,143,88
3335,7762,0,143,87
3340,7762,0,142,87
3345,7762,0,143,87
3350,7762,0,142,87
3355,7762,0,141,87
3357,7885,0,141,87
3360,7885,0,141,88
3365,7885,0,142,87
3370,7885,0,141,85
3375,7885,0,140,85
3380,7885,0,139,82
3385,7885,0,139,84
3390,7885,0,139,84
3395,7885,0,139,84
3400,7885,0,138,85
3405,7885,0,139,84
3410,7885,0,139,84
3415,7885,0,137,83
3417,8000,0,137,83
3420,8000,0,137,83
3425,8000,0,137,84
3430,8000,0,137,84
3435,8000,0,136,84
3440,8000,0,136,84
3445,8000,0,136,84
3450,8000,0,137,84
3455,8000,0,136,83
3460,8000,0,137,84
3465,8000,0,137,84
3470,8000,0,137,84
3475,8000,0,137,84
3477,8100,0,137,84
3480,8100,0,137,83
3485,8100,0,138,84
3490,8100,0,138,84
3495,8100,0,139,83
3500,8100,0,138,83
3505,8100,0,137,84
3510,8100,0,138,84
3515,8100,0,138,85
3520,8100,0,139,84
3525,8100,0,139,85
3530,8100,0,139,84
3535,8100,0,139,84
3537,8100,0,139,84
3540,8100,0,141,77
3545,8100,0,140,76
3550,8100,0,139,78
3555,8100,0,139,82
3560,8100,0,138,82
3565,8100,0,137,81
3570,8100,0,136,81
3575,8100,0,136,81
3580,8100,0,136,81
3585,8100,0,136,81
3590,8100,0,135,82
3595,8100,0,134,82
3597,8100,0,134,82
3600,8100,0,133,82
