time,distance,velocity_smooth,heartrate,cadence
0,0,0,79,0
5,0,0,79,0
10,0,0,81,0
15,0,0,84,0
20,0,0,85,88
25,0,0,87,85
30,0,0,89,88
35,0,0,91,91
40,0,0,92,90
45,0,0,95,91
50,0,0,94,91
55,0,0,97,90
57,117,0,97,90
60,117,0,98,90
65,117,0,99,91
70,117,0,101,90
75,117,0,102,91
80,117,0,102,90
85,117,0,103,90
90,117,0,101,91
95,117,0,101,91
100,117,0,103,90
105,117,0,102,90
110,117,0,102,90
115,117,0,103,90
117,250,0,103,90
120,250,0,103,90
125,250,0,105,90
130,250,0,105,89
135,250,0,105,90
140,250,0,106,89
145,250,0,104,90
150,250,0,105,89
155,250,0,106,89
160,250,0,106,89
165,250,0,105,89
170,250,0,108,89
175,250,0,108,89
177,382,0,108,89
180,382,0,107,89
185,382,0,106,89
190,382,0,106,89
195,382,0,109,89
200,382,0,108,89
205,382,0,109,89
210,382,0,108,90
215,382,0,109,89
220,382,0,108,89
225,382,0,109,90
230,382,0,111,90
235,382,0,113,90
237,518,0,113,90
240,518,0,114,90
245,518,0,113,90
250,518,0,111,90
255,518,0,112,90
260,518,0,112,90
265,518,0,111,90
270,518,0,110,90
275,518,0,110,91
280,518,0,112,90
285,518,0,112,90
290,518,0,113,90
295,518,0,115,91
297,656,0,115,91
300,656,0,113,90
305,656,0,114,90
310,656,0,114,91
315,656,0,114,90
320,656,0,113,90
325,656,0,114,90
330,656,0,115,90
335,656,0,116,90
340,656,0,114,90
345,656,0,114,90
350,656,0,114,90
355,656,0,114,89
357,793,0,114,89
360,793,0,115,90
365,793,0,116,90
370,793,0,116,90
375,793,0,115,90
380,793,0,113,90
385,793,0,115,90
390,793,0,115,90
395,793,0,115,90
400,793,0,116,89
405,793,0,115,90
410,793,0,116,90
415,793,0,116,90
417,930,0,116,90
420,930,0,115,90
425,930,0,116,90
430,930,0,114,90
435,930,0,115,89
440,930,0,115,90
445,930,0,114,90
450,930,0,115,90
455,930,0,114,90
460,930,0,116,90
465,930,0,117,90
470,930,0,118,90
475,930,0,116,90
477,1071,0,116,90
480,1071,0,116,90
485,1071,0,117,89
490,1071,0,116,89
495,1071,0,116,90
500,1071,0,116,90
505,1071,0,116,90
510,1071,0,118,89
515,1071,0,116,89
520,1071,0,116,90
525,1071,0,117,90
530,1071,0,116,90
535,1071,0,116,89
537,1211,0,116,89
540,1211,0,116,87
545,1211,0,117,89
550,1211,0,117,89
555,1211,0,116,90
560,1211,0,117,89
565,1211,0,117,90
570,1211,0,117,90
575,1211,0,117,90
580,1211,0,117,90
585,1211,0,116,88
590,1211,0,118,90
595,1211,0,118,90
597,1350,0,118,90
600,1350,0,118,90
605,1350,0,119,90
610,1350,0,119,90
615,1350,0,119,91
620,1350,0,119,90
625,1350,0,121,90
630,1350,0,121,90
635,1350,0,122,90
640,1350,0,123,90
645,1350,0,123,91
650,1350,0,124,91
