time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.39715,-41.786137,0,118
3,0,-22.39715,-41.786137,0,118
4,2.2,-22.397131,-41.78614,0.55,118
5,4.2,-22.397127,-41.786121,0.84,118
6,6.1,-22.397118,-41.786106,1.017,118
7,8.6,-22.39711,-41.786083,1.229,118
8,11.3,-22.397097,-41.78606,2.26,118
9,14.3,-22.397087,-41.786034,2.42,118
10,17.2,-22.397072,-41.786011,2.6,130
11,20.5,-22.397055,-41.785984,2.88,130
12,23.8,-22.397034,-41.785961,3.04,130
13,27.1,-22.397013,-41.785938,3.16,130
14,30.5,-22.396992,-41.785915,3.24,130
15,33.8,-22.396971,-41.785892,3.32,133
16,37.1,-22.39695,-41.78587,3.32,133
17,40.3,-22.396931,-41.785847,3.3,133
18,43.6,-22.39691,-41.785824,3.3,133
19,46.6,-22.396889,-41.785805,3.22,133
20,50.1,-22.396866,-41.785782,3.26,136
21,53.1,-22.396845,-41.785763,3.2,136
22,56.3,-22.396822,-41.785744,3.2,136
23,59.8,-22.396799,-41.785721,3.24,136
24,62.9,-22.396778,-41.785702,3.26,136
25,65.9,-22.396757,-41.785683,3.16,141
26,68.9,-22.39674,-41.78566,3.16,141
27,72.3,-22.396723,-41.785633,3.2,141
28,75.3,-22.396706,-41.78561,3.1,141
29,78.7,-22.396688,-41.785583,3.16,141
30,81.9,-22.396673,-41.785557,3.2,144
31,85.2,-22.396656,-41.78553,3.26,144
32,88.5,-22.396641,-41.785503,3.24,144
33,91.7,-22.396625,-41.785477,3.28,144
34,95.3,-22.39661,-41.785446,3.32,144
35,98.5,-22.396595,-41.785419,3.32,147
36,102.1,-22.39658,-41.785389,3.38,147
37,105.3,-22.396564,-41.785362,3.36,147
38,108.8,-22.396549,-41.785332,3.42,147
39,112.2,-22.396532,-41.785305,3.38,147
40,115.8,-22.396517,-41.785274,3.46,148
41,119.1,-22.3965,-41.785248,3.4,148
42,122.4,-22.396482,-41.785221,3.42,148
43,125.7,-22.396467,-41.785194,3.38,148
44,129,-22.39645,-41.785168,3.36,148
45,132,-22.396433,-41.785145,3.24,149
46,135.3,-22.396418,-41.785118,3.24,149
47,138.2,-22.396402,-41.785095,3.16,149
48,141.2,-22.396385,-41.785072,3.1,149
49,144.1,-22.39637,-41.785049,3.02,149
50,147.1,-22.396353,-41.785026,3.02,153
51,150.5,-22.396336,-41.785,3.04,153
52,153.6,-22.396317,-41.784977,3.08,153
53,157,-22.396299,-41.78495,3.16,153
54,160.3,-22.396282,-41.784923,3.24,153
55,164,-22.396265,-41.784893,3.38,155
56,167.2,-22.39625,-41.784866,3.34,155
57,170.8,-22.396234,-41.784836,3.44,155
58,174,-22.396219,-41.784809,3.4,155
59,177.6,-22.396204,-41.784779,3.46,155
60,181.1,-22.396191,-41.784748,3.42,157
61,184.3,-22.396175,-41.784721,3.42,157
62,187.6,-22.396158,-41.784695,3.36,157
63,190.9,-22.396143,-41.784668,3.38,157
64,194.2,-22.396126,-41.784641,3.32,157
65,197.5,-22.396109,-41.784615,3.28,159
66,200.8,-22.396093,-41.784588,3.3,159
67,204.4,-22.396076,-41.784557,3.36,159
68,207.7,-22.396061,-41.784531,3.36,159
69,210.9,-22.396046,-41.784504,3.34,159
70,214.6,-22.396028,-41.784473,3.42,159
71,218.1,-22.396013,-41.784443,3.46,159
72,221.7,-22.395998,-41.784412,3.46,159
73,225.1,-22.395981,-41.784386,3.48,159
74,228.6,-22.395965,-41.784355,3.54,159
75,231.8,-22.39595,-41.784328,3.44,160
76,235.5,-22.395933,-41.784298,3.48,160
77,238.7,-22.395918000000002,-41.784271,3.4,160
78,242,-22.395903,-41.784244,3.38,160
79,245.5,-22.395887,-41.784214,3.38,160
80,249,-22.395874,-41.784183,3.44,159
81,252.1,-22.395861,-41.784157,3.32,159
82,255.7,-22.395845,-41.784126,3.4,159
83,259.2,-22.395832,-41.784096,3.44,159
84,262.6,-22.395819,-41.784065,3.42,159
85,265.9,-22.395803,-41.784039,3.38,161
86,269,-22.39579,-41.784012,3.38,161
87,272.1,-22.395777,-41.783985,3.28,161
88,275.3,-22.395761,-41.783958,3.22,161
89,278.6,-22.395746,-41.783932,3.2,161
90,281.8,-22.395731,-41.783905,3.18,161
91,284.6,-22.395718,-41.783882,3.12,161
92,287.5,-22.395702,-41.783859,3.08,161
93,290.5,-22.395685,-41.783836,3.04,161
94,293.7,-22.39567,-41.78381,3.02,161
95,296.8,-22.395653,-41.783787,3,163
96,300,-22.395638,-41.78376,3.08,163
97,303,-22.39562,-41.783737,3.1,163
98,306.4,-22.395603,-41.78371,3.18,163
99,309.9,-22.395588,-41.78368,3.24,163
100,313.1,-22.395573,-41.783653,3.26,164
101,316.4,-22.395557,-41.783627,3.28,164
102,319.5,-22.395544,-41.7836,3.3,164
103,322.3,-22.395531,-41.783577,3.18,164
104,325.4,-22.395517,-41.78355,3.1,164
105,328.2,-22.395504,-41.783527,3.02,164
106,331.2,-22.395493,-41.783501,2.96,164
107,334,-22.395479,-41.783478,2.9,164
108,337.1,-22.395466,-41.783451,2.96,164
109,340.1,-22.395454,-41.783424,2.94,164
110,343.3,-22.395441,-41.783398,3.02,164
111,346.3,-22.39543,-41.783371,3.02,164
112,349.3,-22.395418,-41.783344,3.06,164
113,352.1,-22.395405,-41.783321,3,164
114,355.2,-22.395391,-41.783295,3.02,164
115,358.1,-22.395376,-41.783272,2.96,164
116,361,-22.395361,-41.783249,2.94,164
117,363.9,-22.395346,-41.783226,2.92,164
118,367,-22.395332,-41.783199,2.98,164
119,369.9,-22.395317,-41.783176,2.94,164
120,373.1,-22.395304,-41.78315,3,164
121,376,-22.395294,-41.783123,3,164
122,378.7,-22.395283,-41.7831,2.96,164
123,380.8,-22.395275,-41.783081,2.76,164
124,383,-22.395267,-41.783062,2.62,164
125,385,-22.395262,-41.783043,2.38,163
126,386.5,-22.395254,-41.783031,2.1,163
127,388.2,-22.395248,-41.783016,1.9,163
128,389.2,-22.395243,-41.783009,1.68,163
129,390.4,-22.395239,-41.782997,1.48,163
130,391.4,-22.395233,-41.782989,1.28,161
131,392.7,-22.395229,-41.782978,1.24,161
132,393.6,-22.395225,-41.78297,1.08,161
133,394.6,-22.39522,-41.782963,1.08,161
134,395.8,-22.395216,-41.782951,1.08,161
135,396.8,-22.39521,-41.782944,1.08,162
136,397.7,-22.395206,-41.782936,1,162
137,399,-22.395203,-41.782925,1.08,162
138,399.9,-22.395199,-41.782917,1.06,162
139,400.7,-22.395197,-41.782909,0.98,162
140,401.5,-22.395197,-41.782902,0.94,161
141,402.7,-22.395195,-41.78289,1,161
142,403.5,-22.395193,-41.782883,0.9,161
143,404.4,-22.395189,-41.782875,0.9,161
144,405.1,-22.395184,-41.782871,0.88,161
145,406,-22.39518,-41.782863999999996,0.9,157
146,406.8,-22.395174,-41.78286,0.82,157
147,407.5,-22.395168,-41.782856,0.8,157
148,408.5,-22.395163,-41.782848,0.82,157
149,409.3,-22.395157,-41.782845,0.84,157
150,410.3,-22.395151,-41.782837,0.86,151
151,411.3,-22.395145,-41.782829,0.9,151
152,412.3,-22.39514,-41.782822,0.96,151
153,413.3,-22.395134,-41.782814,0.96,151
154,414.6,-22.395128,-41.782803,1.06,151
155,416,-22.395123,-41.782791,1.14,147
156,417,-22.395117,-41.782783,1.14,147
157,418.3,-22.395111,-41.782772,1.2,147
158,419.6,-22.395107,-41.782761,1.26,147
159,420.5,-22.395103,-41.782753,1.18,147
160,421.5,-22.395098,-41.782745,1.1,141
161,422.7,-22.395094,-41.782734,1.14,141
162,423.6,-22.39509,-41.782726,1.06,141
163,424.5,-22.395086,-41.782719,0.98,141
164,425.3,-22.395084,-41.782711,0.96,141
165,426.6,-22.395081,-41.7827,1.02,139
166,427.8,-22.395077,-41.782688,1.02,139
167,429.1,-22.395073,-41.782677,1.1,139
168,430.3,-22.395069,-41.782665,1.16,139
