time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397285,-41.786545,0,84
5,0,-22.397285,-41.786545,0,84
6,0.8,-22.397284,-41.786537,0.135,84
7,2.1,-22.39728,-41.786526,0.294,84
8,3.1,-22.397274,-41.786518,0.384,84
9,4.1,-22.397268,-41.78651,0.453,84
10,5.4,-22.397263,-41.786499,1.084,87
11,6.9,-22.397255,-41.786488,1.212,87
12,8.3,-22.397247,-41.786476,1.252,87
13,9.8,-22.39724,-41.786465,1.34,87
14,11.6,-22.397232,-41.786449,1.496,87
15,13.3,-22.397224,-41.786434,1.584,88
16,15.1,-22.397217,-41.786419,1.65,88
17,16.7,-22.397207,-41.786407,1.678,88
18,18.5,-22.3972,-41.786392,1.744,88
19,20.4,-22.39719,-41.786377,1.764,88
20,22.3,-22.397181,-41.786362,1.788,89
21,24.2,-22.397171,-41.786346,1.81,89
22,26,-22.397163,-41.786331,1.848,89
23,27.4,-22.397156,-41.78632,1.782,89
24,29.2,-22.397148,-41.786304,1.762,89
25,31,-22.39714,-41.786289,1.738,91
26,32.8,-22.397133,-41.786274,1.716,91
27,34.2,-22.397125,-41.786262,1.65,91
28,36,-22.397118,-41.786247,1.718,91
29,37.8,-22.39711,-41.786232,1.716,91
30,39.6,-22.397102,-41.786217,1.718,93
31,41.3,-22.397095,-41.786201,1.718,93
32,43.1,-22.397087,-41.786186,1.784,93
33,45,-22.397078,-41.786171,1.806,93
34,46.5,-22.39707,-41.786159,1.74,93
35,48.3,-22.397062,-41.786144,1.738,94
36,50,-22.397055,-41.786129,1.738,94
37,51.5,-22.397047,-41.786117,1.672,94
38,53.3,-22.397039,-41.786102,1.65,94
39,55.2,-22.39703,-41.786087,1.738,94
40,56.7,-22.39702,-41.786076,1.698,94
41,58.3,-22.397011,-41.786064,1.66,94
42,60.3,-22.396999,-41.786049,1.774,94
43,62.2,-22.396986,-41.786037,1.794,94
44,64,-22.396975,-41.786026,1.764,94
45,65.7,-22.396963,-41.786015,1.794,94
46,67.6,-22.39695,-41.786003,1.854,94
47,69.2,-22.39694,-41.785992,1.768,94
48,71.1,-22.396931,-41.785976,1.768,94
49,72.8,-22.396919,-41.785965,1.766,94
50,74.7,-22.39691,-41.78595,1.8,97
51,76.6,-22.3969,-41.785934,1.8,97
52,78.3,-22.396889,-41.785923,1.828,97
53,80.2,-22.396879,-41.785908,1.83,97
54,82.3,-22.396868,-41.785892,1.888,97
55,83.8,-22.396858,-41.785881,1.824,103
56,85.8,-22.396847,-41.785866,1.85,103
57,87.4,-22.396837,-41.785854,1.82,103
58,89,-22.396828,-41.785843,1.758,103
59,91,-22.396816,-41.785828,1.758,103
60,92.6,-22.396807,-41.785816,1.758,103
61,94.4,-22.396795,-41.785805,1.702,103
62,95.9,-22.396786,-41.785793,1.702,103
63,97.7,-22.396774,-41.785782,1.73,103
64,99.3,-22.396765,-41.78577,1.644,103
65,101.3,-22.396753,-41.785755,1.732,104
66,102.9,-22.396744,-41.785744,1.7,104
67,104.6,-22.396732,-41.785732,1.73,104
68,106.5,-22.396723,-41.785717,1.764,104
69,108.4,-22.396713,-41.785702,1.824,104
70,110,-22.396704,-41.78569,1.736,102
71,111.9,-22.396694,-41.785675,1.8,102
72,113.8,-22.396685,-41.78566,1.832,102
73,115.3,-22.396675,-41.785648,1.768,102
74,117.1,-22.396667,-41.785633,1.748,102
75,118.9,-22.39666,-41.785618,1.788,105
76,120.8,-22.39665,-41.785602,1.788,105
77,122.6,-22.396643,-41.785587,1.766,105
78,124.4,-22.396635,-41.785572,1.806,105
79,126.3,-22.396625,-41.785557,1.828,105
80,128,-22.396618,-41.785541,1.828,107
81,129.9,-22.396608,-41.785526,1.826,107
82,131.7,-22.396601,-41.785511,1.828,107
83,133.3,-22.396591,-41.7855,1.788,107
84,135.2,-22.396582,-41.785484,1.786,107
85,137.1,-22.396572,-41.785469,1.81,107
86,139,-22.396563,-41.785454,1.81,107
87,140.9,-22.396553,-41.785438,1.83,107
88,142.5,-22.396543,-41.785427,1.832,107
89,144.4,-22.396534,-41.785412,1.832,107
90,146.2,-22.396524,-41.785397,1.83,106
91,148.1,-22.396515,-41.785381,1.832,106
92,150,-22.396505,-41.785366,1.832,106
93,151.6,-22.396496,-41.785355,1.832,106
94,153.5,-22.396486,-41.785339,1.832,106
95,155.3,-22.396479,-41.785324,1.81,107
96,156.9,-22.396469,-41.785313,1.748,107
97,158.8,-22.39646,-41.785297,1.748,107
98,160.7,-22.39645,-41.785282,1.808,107
99,162.3,-22.39644,-41.785271,1.748,107
100,164.3,-22.396429,-41.785255,1.796,108
101,165.9,-22.396419,-41.785244,1.794,108
102,167.9,-22.396408,-41.785229,1.82,108
103,169.8,-22.396399,-41.785213,1.82,108
104,171.5,-22.396387,-41.785202,1.85,108
105,173.7,-22.396374,-41.785187,1.878,108
106,175.7,-22.396362,-41.785171,1.966,108
107,177.4,-22.396351,-41.78516,1.908,108
108,179.6,-22.396337,-41.785145,1.962,108
109,181.3,-22.396326,-41.785133,1.96,108
110,183.3,-22.396315,-41.785118,1.932,110
111,185.3,-22.396303,-41.785103,1.932,110
112,187.1,-22.396292,-41.785091,1.934,110
113,189,-22.396282,-41.785076,1.88,110
114,190.7,-22.396271,-41.785065,1.88,110
115,192.7,-22.396259,-41.785049,1.88,111
116,194.3,-22.39625,-41.785038,1.794,111
117,196.2,-22.39624,-41.785023,1.824,111
118,198.1,-22.396231,-41.785007,1.824,111
119,199.9,-22.396223,-41.784992,1.836,111
120,201.7,-22.396215,-41.784977,1.788,112
121,203.4,-22.396208,-41.784962,1.826,112
122,205.2,-22.3962,-41.784946,1.806,112
