time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.49233,-41.929779,0,84,38
4,0,-22.49233,-41.929779,0,84,38
5,0.6,-22.492327,-41.929783,0.12,84,38
6,1.9,-22.492321,-41.929771,0.317,84,38
7,2.8,-22.492313,-41.929775,0.4,84,38
8,4,-22.492304,-41.929779,0.5,84,38
9,5.7,-22.492292,-41.92979,1.14,84,38
10,8,-22.492281,-41.92981,1.48,80,38
11,9.8,-22.492273,-41.929825,1.58,80,38
12,11.8,-22.492268,-41.929844,1.8,80,38
13,13.4,-22.492266,-41.929859,1.88,80,38
14,15.4,-22.492269,-41.929878,1.94,80,38
15,17.5,-22.492275,-41.929897,1.9,79,82
16,19.5,-22.492287,-41.929913,1.94,79,82
17,22,-22.4923,-41.929932,2.04,79,82
18,24.4,-22.492317,-41.929947,2.2,79,82
19,26.5,-22.492332,-41.929958,2.22,79,82
20,28.8,-22.492348,-41.929974,2.26,80,82
21,31,-22.492365,-41.929985,2.3,80,82
22,33.1,-22.49238,-41.929996,2.22,80,82
23,35.2,-22.492395,-41.930008,2.16,80,82
24,37.3,-22.492411,-41.930019,2.16,80,82
25,39.3,-22.492426,-41.930031,2.1,85,82
26,41.2,-22.492439,-41.930042,2.04,85,82
27,42.9,-22.492451,-41.930054,1.96,85,82
28,44.8,-22.492464,-41.930065,1.92,85,82
29,46.6,-22.492475,-41.930077,1.86,85,82
30,48.3,-22.492487,-41.930088,1.8,87,79
31,50,-22.492498,-41.930099,1.76,87,79
32,51.8,-22.49251,-41.930111,1.78,87,79
33,53.5,-22.492521,-41.930122,1.74,87,79
34,55.5,-22.492533,-41.930138,1.78,87,79
35,57.2,-22.492544,-41.930149,1.78,88,80
36,58.8,-22.492554,-41.93016,1.76,88,80
37,60.8,-22.492565,-41.930176,1.8,88,80
38,62.6,-22.492577,-41.930187,1.82,88,80
39,64.3,-22.492588,-41.930199,1.76,88,80
40,66.3,-22.492599,-41.930214,1.82,89,79
41,67.9,-22.492609,-41.930225,1.82,89,79
42,69.9,-22.49262,-41.930241,1.82,89,79
43,71.7,-22.492632,-41.930252,1.82,89,79
44,73.7,-22.492643,-41.930267,1.88,89,79
45,75.6,-22.492657,-41.930279,1.86,92,80
46,77.6,-22.492668,-41.930294,1.94,92,80
47,79.5,-22.492681,-41.930305,1.92,92,80
48,81.5,-22.492693,-41.930321,1.96,92,80
49,83.4,-22.492706,-41.930332,1.94,92,80
50,85.3,-22.49272,-41.930344,1.94,93,80
51,87.3,-22.492731,-41.930359,1.94,93,80
52,89.1,-22.492743,-41.93037,1.92,93,80
53,91.1,-22.492754,-41.930386,1.92,93,80
54,92.8,-22.492765,-41.930397,1.88,93,80
55,94.8,-22.492777,-41.930412,1.9,94,80
56,96.6,-22.492788,-41.930424,1.86,94,80
57,98.6,-22.4928,-41.930439,1.9,94,80
58,100.3,-22.492811,-41.93045,1.84,94,80
59,102.2,-22.492821,-41.930466,1.88,94,80
60,104.2,-22.492832,-41.930481,1.88,94,80
61,105.8,-22.492842,-41.930492,1.84,94,80
62,107.7,-22.492851,-41.930508,1.82,94,80
63,109.6,-22.492861,-41.930523,1.86,94,80
64,111.6,-22.492872,-41.930538,1.88,94,80
65,113.5,-22.492882,-41.930553,1.86,95,80
66,115.7,-22.492895,-41.930569,1.98,95,80
67,117.4,-22.492907,-41.93058,1.94,95,80
68,119.4,-22.492918,-41.930595,1.96,95,80
69,121.6,-22.492931,-41.930611,2,95,80
70,126,-22.492945,-41.930626,2.5,95,81
71,128.2,-22.492958,-41.930641,2.5,95,81
72,130.2,-22.49297,-41.930656,2.56,95,81
73,132.2,-22.492985,-41.930668,2.56,95,81
74,134.4,-22.492998,-41.930683,2.56,95,81
75,136.6,-22.493011,-41.930698,2.12,95,80
76,138.6,-22.493027,-41.93071,2.08,95,80
77,140.8,-22.49304,-41.930725,2.12,95,80
78,142.9,-22.493053,-41.93074,2.14,95,80
79,145,-22.493069,-41.930752,2.12,95,80
80,147.2,-22.493082,-41.930767,2.12,97,80
81,149.1,-22.493095,-41.930778,2.1,97,80
82,151.2,-22.493109,-41.930794,2.08,97,80
83,153.1,-22.493122,-41.930805,2.04,97,80
84,155,-22.493135,-41.930817,2,97,80
85,157.2,-22.493149,-41.930832,2,98,80
86,159.3,-22.493162,-41.930847,2.04,98,80
87,161.2,-22.493175,-41.930859,2,98,80
88,163.2,-22.493187,-41.930874,2.02,98,80
89,165.4,-22.4932,-41.930889,2.08,98,80
90,167.7,-22.493216,-41.930904,2.1,98,81
91,169.6,-22.493229,-41.930916,2.06,98,81
92,171.8,-22.493242,-41.930931,2.12,98,81
93,174.1,-22.493258,-41.930946,2.18,98,81
94,176.4,-22.493273,-41.930962,2.2,98,81
95,178.3,-22.493286,-41.930973,2.12,98,80
96,180.6,-22.493301,-41.930988,2.2,98,80
97,182.5,-22.493315,-41.931,2.14,98,80
98,184.6,-22.493328,-41.931015,2.1,98,80
99,186.5,-22.493341,-41.931026,2.02,98,80
100,188.4,-22.493355,-41.931038,2.02,99,80
101,190.6,-22.493368,-41.931053,2,99,80
102,192.5,-22.493381,-41.931065,2,99,80
103,194.4,-22.493395,-41.931076,1.96,99,80
104,196.3,-22.493408,-41.931087,1.96,99,80
105,198.6,-22.493423,-41.931103,2.04,100,80
106,200.5,-22.493437,-41.931114,1.98,100,80
107,202.6,-22.49345,-41.931129,2.02,100,80
108,204.9,-22.493465,-41.931145,2.1,100,80
109,207.1,-22.493479,-41.93116,2.16,100,80
110,209.3,-22.493492,-41.931175,2.14,100,80
111,211.3,-22.493504,-41.93119,2.16,100,80
112,213.4,-22.493517,-41.931206,2.16,100,80
113,215.6,-22.49353,-41.931221,2.14,100,80
114,217.5,-22.493544,-41.931232,2.08,100,80
115,219.6,-22.493557,-41.931248,2.06,102,80
116,221.8,-22.49357,-41.931263,2.1,102,80
117,223.7,-22.493584,-41.931274,2.06,102,80
118,225.6,-22.493597,-41.931286,2,102,80
119,227.8,-22.49361,-41.931301,2.06,102,80
120,229.5,-22.493622,-41.931312,1.98,102,80
121,231.6,-22.493635,-41.931328,1.96,102,80
122,233.4,-22.493647,-41.931339,1.94,102,80
123,235.5,-22.49366,-41.931354,1.98,102,80
124,237.6,-22.493671,-41.93137,1.96,102,80
125,239.3,-22.493683,-41.931381,1.96,102,80
126,241.3,-22.493694,-41.931396,1.94,102,80
127,243,-22.493706,-41.931408,1.92,102,80
128,244.9,-22.493719,-41.931419,1.88,102,80
129,246.7,-22.493731,-41.931431,1.82,102,80
130,249,-22.493742,-41.931435,1.94,101,80
131,250.5,-22.493755,-41.931435,1.84,101,80
132,252,-22.493769,-41.931431,1.8,101,80
133,253.7,-22.493782,-41.931423,1.76,101,80
134,255.6,-22.493795,-41.931412,1.78,101,80
135,257.8,-22.493809,-41.931396,1.76,102,80
136,259.6,-22.493822,-41.931385,1.82,102,80
137,261.7,-22.493834,-41.93137,1.94,102,80
138,263.8,-22.493847,-41.931354,2.02,102,80
139,265.8,-22.493858,-41.931339,2.04,102,80
140,267.9,-22.49387,-41.931324,2.02,103,80
141,269.6,-22.493881,-41.931312,2,103,80
142,271.3,-22.493893,-41.931301,1.92,103,80
143,273.2,-22.493906,-41.93129,1.88,103,80
144,275.1,-22.493919000000002,-41.931278,1.86,103,80
145,276.6,-22.493933,-41.931274,1.74,102,80
146,278.4,-22.493948,-41.931271,1.76,102,80
147,280.3,-22.493965,-41.931274,1.8,102,80
148,282.1,-22.49398,-41.931278,1.78,102,80
149,284.1,-22.493996,-41.93129,1.8,102,80
150,286.3,-22.494009,-41.931305,1.94,100,80
151,288.5,-22.494022,-41.93132,2.02,100,80
152,290.8,-22.494034,-41.931339,2.1,100,80
153,293,-22.494047,-41.931354,2.18,100,80
154,295.3,-22.494059,-41.931374,2.24,100,80
155,297.3,-22.49407,-41.931389,2.2,103,80
156,299.3,-22.494081,-41.931404,2.16,103,80
157,301.8,-22.494095,-41.931423,2.2,103,80
158,303.8,-22.494106,-41.931438,2.16,103,80
159,305.8,-22.494118,-41.931454,2.1,103,80
160,308,-22.494131,-41.931469,2.14,104,80
161,310,-22.494142,-41.931484,2.14,104,80
162,312.2,-22.494156,-41.931499,2.08,104,80
163,314.2,-22.494167,-41.931515,2.08,104,80
164,316.4,-22.494181,-41.93153,2.12,104,80
165,318.5,-22.494194,-41.931545,2.1,104,79
166,320.8,-22.494209,-41.931561,2.16,104,79
167,323,-22.494223,-41.931576,2.16,104,79
168,325.1,-22.494236,-41.931591,2.18,104,79
169,327.3,-22.494249,-41.931606,2.18,104,79
170,329.5,-22.494263,-41.931622,2.2,105,80
171,331.5,-22.494274,-41.931637,2.14,105,80
172,333.6,-22.494287,-41.931652,2.12,105,80
173,335.6,-22.494299,-41.931667,2.1,105,80
174,337.8,-22.494312,-41.931683,2.1,105,80
175,339.8,-22.494324,-41.931698,2.06,108,80
176,341.9,-22.494335,-41.931713,2.08,108,80
177,344.2,-22.494347,-41.931732,2.12,108,80
178,346.2,-22.494358,-41.931747,2.12,108,80
179,348.2,-22.494369,-41.931763,2.08,108,80
180,350.5,-22.494379,-41.931782,2.14,107,79
181,352.8,-22.49439,-41.931801,2.18,107,79
182,355,-22.4944,-41.93182,2.16,107,79
183,357.1,-22.494408,-41.931839,2.18,107,79
184,359.2,-22.494413,-41.931858,2.2,107,79
185,361.6,-22.494419,-41.931881,2.22,107,80
186,363.6,-22.494423,-41.9319,2.16,107,80
187,366,-22.494425,-41.931923,2.2,107,80
188,368.4,-22.494427,-41.931946,2.26,107,80
189,370.7,-22.494429,-41.931969,2.3,107,80
190,375,-22.494429,-41.931988,2.68,106,79
191,377.4,-22.494429,-41.932011,2.76,106,79
192,379.3,-22.494429,-41.93203,2.66,106,79
193,381.3,-22.494429,-41.932049,2.58,106,79
194,383.6,-22.494427,-41.932072,2.58,106,79
195,385.6,-22.494425,-41.932091,2.12,106,80
196,387.6,-22.494423,-41.93211,2.04,106,80
197,389.9,-22.494421,-41.932133,2.12,106,80
198,391.9,-22.494417,-41.932152,2.12,106,80
199,394.3,-22.494413,-41.932175,2.14,106,80
200,396.3,-22.49441,-41.932194,2.14,106,80
201,398.5,-22.494402,-41.932213,2.18,106,80
202,400.6,-22.494394,-41.932232,2.14,106,80
203,402.8,-22.494385,-41.932251,2.18,106,80
204,404.9,-22.494373,-41.932266,2.12,106,80
205,407.1,-22.494364,-41.932285,2.16,108,80
206,409.2,-22.494356,-41.932304,2.14,108,80
207,411.2,-22.494352,-41.932323,2.12,108,80
208,413.2,-22.494352,-41.932342,2.08,108,80
209,415.2,-22.494356,-41.932362,2.06,108,80
210,417.3,-22.494364,-41.932381,2.04,108,80
211,419.3,-22.494375,-41.932396,2.02,108,80
212,421.5,-22.494389,-41.932411,2.06,108,80
213,423.8,-22.494404,-41.932426,2.12,108,80
214,425.9,-22.494419,-41.932438,2.14,108,80
215,428.2,-22.494434,-41.932453,2.18,108,80
216,430.2,-22.494452,-41.932461000000004,2.18,108,80
217,432.3,-22.494467,-41.932472,2.16,108,80
218,434,-22.494482,-41.932476,2.04,108,80
219,435.8,-22.494497,-41.932476,1.98,108,80
220,437.3,-22.494511,-41.932472,1.82,108,80
221,438.8,-22.494522,-41.932465,1.72,108,80
222,440.8,-22.494533,-41.932449,1.7,108,80
223,442.7,-22.494543,-41.932434,1.74,108,80
224,445,-22.494554,-41.932415,1.84,108,80
225,447.3,-22.494564,-41.932396,2,109,80
226,449.5,-22.494574,-41.932377,2.14,109,80
227,451.8,-22.494585,-41.932358,2.2,109,80
228,454.1,-22.494596,-41.932339,2.28,109,80
229,456.5,-22.494608,-41.93232,2.3,109,80
230,458.8,-22.494619,-41.932301,2.3,109,80
231,461.2,-22.494631,-41.932281,2.34,109,80
232,463.4,-22.49464,-41.932262,2.32,109,80
233,465.7,-22.494652,-41.932243,2.32,109,80
234,468.1,-22.494663,-41.932224,2.32,109,80
235,470.1,-22.494675,-41.932209,2.26,109,80
236,472.5,-22.494688,-41.93219,2.26,109,80
237,474.7,-22.494701,-41.932175,2.26,109,80
238,476.9,-22.494718,-41.932163,2.24,109,80
239,479,-22.494736,-41.932156,2.18,109,80
