time,velocity_smooth,heartrate
1640,0,139
1645,0,139
1650,0,139
1655,0,138
1660,0,139
1665,0,139
1670,0,139
1675,0,138
1680,0,139
1685,0,140
1690,0,140
1695,0,139
1700,0,140
1705,0,139
1710,0,139
1715,0,139
1720,0,138
1725,0,138
1730,0,138
1735,0,139
1740,0,139
1745,0,139
1750,0,138
1755,0,138
1760,0,138
1765,0,138
1770,0,139
1775,0,139
1780,0,138
1785,0,139
1790,0,139
1795,0,139
1800,0,139
1805,0,139
1810,0,140
1815,0,140
1820,0,140
1825,0,140
1830,0,140
1835,0,141
1840,0,140
1845,0,141
1850,0,140
1855,0,140
1860,0,140
1865,0,139
1870,0,137
1875,0,139
1880,0,139
1885,0,139
1890,0,140
1895,0,139
1900,0,140
1905,0,140
1910,0,140
1915,0,140
1920,0,140
1925,0,139
1930,0,140
1935,0,139
1940,0,139
1945,0,139
1950,0,139
1955,0,139
1960,0,139
1965,0,138
1970,0,138
1975,0,138
1980,0,139
1985,0,138
1990,0,137
1995,0,139
2000,0,139
2005,0,140
2010,0,141
2015,0,142
2020,0,142
2025,0,141
2030,0,142
2035,0,141
2040,0,142
2045,0,142
2050,0,142
2055,0,142
2060,0,142
2065,0,143
2070,0,143
2075,0,142
2080,0,142
2085,0,142
2090,0,142
2095,0,141
2100,0,141
2105,0,140
2110,0,140
2115,0,140
2120,0,139
2125,0,140
2130,0,140
2135,0,139
2140,0,139
2145,0,140
2150,0,141
2155,0,141
2160,0,140
2165,0,139
2170,0,140
2175,0,141
2180,0,140
2185,0,140
2190,0,141
2195,0,141
2200,0,141
2205,0,141
2210,0,141
2215,0,141
2220,0,140
2225,0,140
2230,0,140
2235,0,141
2240,0,141
2245,0,141
2250,0,140
2255,0,140
2260,0,140
2265,0,141
2270,0,140
2275,0,141
2280,0,142
2285,0,142
2290,0,141
2295,0,140
2300,0,140
2305,0,141
2310,0,142
2315,0,141
2320,0,140
2325,0,140
2330,0,140
2335,0,142
2340,0,142
2345,0,143
2350,0,143
2355,0,142
2360,0,142
2365,0,142
2370,0,140
2375,0,140
2380,0,141
2385,0,142
2390,0,142
2395,0,142
2400,0,140
2405,0,140
2410,0,139
2415,0,139
2420,0,138
2425,0,140
2430,0,140
2435,0,142
2440,0,142
2445,0,141
2450,0,141
2455,0,141
2460,0,141
2465,0,140
2470,0,139
2475,0,140
2480,0,140
2485,0,141
2490,0,141
2495,0,142
2500,0,141
2505,0,142
2510,0,142
2515,0,141
2520,0,140
2525,0,142
2530,0,143
2535,0,143
2540,0,144
2545,0,143
2550,0,143
2555,0,144
2560,0,143
2565,0,143
2570,0,144
2575,0,144
2580,0,144
2585,0,144
2590,0,144
2595,0,144
2600,0,144
2605,0,143
2610,0,142
2615,0,142
2620,0,142
2625,0,143
2630,0,143
2635,0,143
2640,0,143
2645,0,144
2650,0,143
2655,0,144
2660,0,143
2665,0,143
2670,0,144
2675,0,143
2680,0,144
2685,0,143
2690,0,143
2695,0,143
2700,0,144
2705,0,143
2710,0,144
2715,0,144
2720,0,145
2725,0,146
2730,0,146
2735,0,145
2740,0,145
2745,0,144
2750,0,145
2755,0,144
2760,0,143
2765,0,143
2770,0,144
2775,0,145
2780,0,145
2785,0,145
2790,0,145
2795,0,144
2800,0,144
2805,0,143
2810,0,144
2815,0,143
2820,0,144
2825,0,143
2830,0,143
2835,0,142
2840,0,142
2845,0,143
2850,0,144
2855,0,146
2860,0,145
2865,0,146
2870,0,147
2875,0,146
2880,0,146
2885,0,146
2890,0,147
2895,0,148
2900,0,147
2905,0,146
2910,0,147
2915,0,147
2920,0,147
2925,0,147
2930,0,146
2935,0,145
2940,0,144
2945,0,145
2950,0,144
2955,0,144
2960,0,145
2965,0,145
2970,0,146
2975,0,145
2980,0,146
2985,0,146
2990,0,146
2995,0,145
3000,0,145
3005,0,145
3010,0,145
3015,0,145
3020,0,144
3025,0,144
3030,0,144
3035,0,144
3040,0,144
3045,0,143
3050,0,144
3055,0,145
3060,0,144
3065,0,145
3070,0,145
3075,0,146
3080,0,146
3085,0,145
3090,0,145
3095,0,144
3100,0,145
3105,0,145
3110,0,147
3115,0,146
3120,0,145
3125,0,145
3130,0,145
3135,0,145
3140,0,146
3145,0,146
3150,0,146
3155,0,145
3160,0,145
3165,0,145
3170,0,145
3175,0,145
3180,0,144
3185,0,144
3190,0,144
3195,0,144
3200,0,144
3205,0,143
3210,0,145
3215,0,147
3220,0,146
3225,0,146
3230,0,144
3235,0,144
3240,0,144
3245,0,144
3250,0,143
3255,0,143
3260,0,144
3265,0,144
3270,0,144
3275,0,144
3280,0,142
3285,0,142
3290,0,142
3295,0,143
3300,0,142
3305,0,141
3310,0,144
3315,0,145
3320,0,144
3325,0,144
3330,0,144
3335,0,144
3340,0,144
3345,0,145
3350,0,144
3355,0,144
3360,0,143
3365,0,144
3370,0,145
3375,0,146
3380,0,146
3385,0,144
3390,0,144
3395,0,144
3400,0,144
3405,0,143
3410,0,143
3415,0,144
3420,0,144
3425,0,144
3430,0,145
3435,0,145
3440,0,146
3445,0,146
3450,0,146
3455,0,146
3460,0,147
3465,0,146
3470,0,147
3475,0,147
3480,0,148
3485,0,148
3490,0,148
3495,0,148
3500,0,148
3505,0,148
3510,0,148
3515,0,148
3520,0,149
3525,0,146
3530,0,146
3535,0,145
3540,0,145
3545,0,144
3550,0,144
3555,0,145
3560,0,145
3565,0,146
3570,0,147
3575,0,147
3580,0,147
3585,0,146
3590,0,146
3595,0,146
3600,0,145
