time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.904968,-43.124016,0,123,76
5,0,-22.904968,-43.124016,0,123,76
6,0.4,-22.904972,-43.124016,0.067,123,76
7,2.7,-22.904963,-43.123997,0.386,123,76
8,4.3,-22.904957,-43.123981,0.538,123,76
9,6.4,-22.904951,-43.123962,0.711,123,76
10,8.3,-22.904941,-43.123947,1.66,132,82
11,10.4,-22.904934,-43.123928,2,132,82
12,12.5,-22.904928,-43.123909,1.96,132,82
13,14.5,-22.904922,-43.12389,2.04,132,82
14,16.6,-22.904915,-43.123871,2.04,132,82
15,19,-22.904911,-43.123848,2.14,141,82
16,21.5,-22.904905,-43.123825,2.22,141,82
17,24,-22.904898,-43.123802,2.3,141,82
18,26.2,-22.904888,-43.123783,2.34,141,82
19,28,-22.90488,-43.123768,2.28,141,82
20,30,-22.904875,-43.123749,2.2,149,82
21,32.1,-22.904869,-43.12373,2.12,149,82
22,34.1,-22.904863,-43.123711,2.02,149,82
23,36.1,-22.90486,-43.123692,1.98,149,82
24,38.1,-22.904856,-43.123672,2.02,149,82
25,40.1,-22.904852,-43.123653,2.02,165,80
26,42.1,-22.904848,-43.123634,2,165,80
27,44.1,-22.904844,-43.123615,2,165,80
28,45.7,-22.90484,-43.1236,1.92,165,80
29,47.7,-22.904839,-43.123581,1.92,165,80
30,49.3,-22.904837,-43.123566,1.84,159,81
31,51.2,-22.904837,-43.123547,1.82,159,81
32,53.2,-22.904839,-43.123527,1.82,159,81
33,55.2,-22.90484,-43.123508,1.9,159,81
34,57.2,-22.904844,-43.123489,1.9,159,81
35,59.1,-22.904846,-43.12347,1.96,152,81
36,61.5,-22.90485,-43.123447,2.06,152,81
37,63.5,-22.904854,-43.123428,2.06,152,81
38,65.5,-22.904856,-43.123409,2.06,152,81
39,67.8,-22.90486,-43.123386000000004,2.12,152,81
40,70.2,-22.904861,-43.123363,2.22,151,81
41,72.2,-22.904865,-43.123344,2.14,151,81
42,74.6,-22.904869,-43.123321,2.22,151,81
43,77,-22.904875,-43.123299,2.3,151,81
44,79.4,-22.904879,-43.123276,2.32,151,81
45,81.4,-22.904882,-43.123257,2.24,128,80
46,83.8,-22.904884,-43.123234,2.32,128,80
47,85.7,-22.904886,-43.123215,2.22,128,80
48,88.1,-22.904886,-43.123192,2.22,128,80
49,90,-22.904886,-43.123173,2.12,128,80
50,92,-22.904886,-43.123154,2.12,103,80
51,94.3,-22.904884,-43.123131,2.1,103,80
52,96.3,-22.904884,-43.123112,2.12,103,80
53,98.6,-22.904884,-43.123089,2.1,103,80
54,101,-22.904884,-43.123066,2.2,103,80
55,103.3,-22.904884,-43.123043,2.26,99,80
56,105.7,-22.904884,-43.12302,2.28,99,80
57,108,-22.904884,-43.122997,2.34,99,80
58,110,-22.904886,-43.122978,2.28,99,80
59,112.3,-22.904886,-43.122955,2.26,99,80
60,114.7,-22.904888,-43.122932,2.28,99,81
61,116.7,-22.904892,-43.122913,2.2,99,81
62,118.7,-22.904896,-43.122894,2.14,99,81
63,121,-22.9049,-43.122871,2.2,99,81
64,123,-22.904903,-43.122852,2.14,99,81
65,125.4,-22.904907,-43.122829,2.14,100,81
66,127.8,-22.904909,-43.122806,2.22,100,81
67,130.1,-22.904909,-43.122784,2.28,100,81
68,132.1,-22.904911,-43.122765,2.22,100,81
69,134.4,-22.904911,-43.122742,2.28,100,81
70,136.4,-22.904911,-43.122723,2.2,102,81
71,138.4,-22.904913,-43.122703,2.12,102,81
72,140.3,-22.904913,-43.122684,2.04,102,81
73,142.3,-22.904915,-43.122665,2.04,102,81
74,144.2,-22.904917,-43.122646,1.96,102,81
75,146.2,-22.904919,-43.122627,1.96,103,81
76,148.2,-22.904922,-43.122608,1.96,103,81
77,150.2,-22.904924,-43.122589,1.98,103,81
78,152.2,-22.904928,-43.12257,1.98,103,81
79,154.2,-22.904932,-43.122551,2,103,81
80,156.2,-22.904936,-43.122532,2,103,81
81,158.5,-22.90494,-43.122509,2.06,103,81
82,160.5,-22.904943,-43.12249,2.06,103,81
