time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397316,-41.786518,0,97
5,0,-22.397316,-41.786518,0,97
6,0,-22.397316,-41.786518,0,97
7,1,-22.39731,-41.78651,0.143,97
8,2.3,-22.397305,-41.786499,0.288,97
9,3.8,-22.397297,-41.786488,0.422,97
10,5.4,-22.397287,-41.786476,1.08,99
11,7.3,-22.397278,-41.786461,1.46,99
12,9.3,-22.397266,-41.786446,1.66,99
13,11.3,-22.397255,-41.78643,1.8,99
14,13.6,-22.397243,-41.786411,1.96,99
15,16,-22.397232,-41.786392,2.12,97
16,18.7,-22.397221,-41.786369,2.28,97
17,21,-22.397209,-41.78635,2.34,97
18,23.2,-22.3972,-41.786331,2.38,97
19,25.6,-22.397188,-41.786312,2.4,97
20,27.8,-22.397179,-41.786293,2.36,99
21,29.7,-22.397169,-41.786278,2.2,99
22,32,-22.397158,-41.786259,2.2,99
23,34.3,-22.397148,-41.78624,2.22,99
24,36.6,-22.397137,-41.78622,2.2,99
25,38.9,-22.397125,-41.786201,2.22,106
26,41.3,-22.397114,-41.786182,2.32,106
27,43.5,-22.397104,-41.786163,2.3,106
28,45.8,-22.397093,-41.786144,2.3,106
29,47.9,-22.397081,-41.786129,2.26,106
30,50.2,-22.39707,-41.78611,2.26,103
31,52.7,-22.397057,-41.786091,2.28,103
32,54.7,-22.397045,-41.786076,2.24,103
33,57.1,-22.397032,-41.786056,2.26,103
34,59.6,-22.397018,-41.786037,2.34,103
35,62.2,-22.397003,-41.786018,2.4,100
36,64.7,-22.39699,-41.785999,2.4,100
37,67.2,-22.396975,-41.78598,2.5,100
38,69.7,-22.396961,-41.785961,2.52,100
39,72.3,-22.396946,-41.785942,2.54,100
40,74.8,-22.396933,-41.785923,2.52,99
41,77.4,-22.396921,-41.7859,2.54,99
42,79.9,-22.396908,-41.785881,2.54,99
43,82.1,-22.396894,-41.785866,2.48,99
44,84.5,-22.396881,-41.785847,2.44,99
45,86.7,-22.396868,-41.785831,2.38,100
46,89.3,-22.396852,-41.785812,2.38,100
47,91.6,-22.396837,-41.785797,2.34,100
48,93.9,-22.396822,-41.785782,2.36,100
49,96.2,-22.396807,-41.785767,2.34,100
50,98.3,-22.396793,-41.785751,2.32,102
51,100.7,-22.396778,-41.785736,2.28,102
52,103,-22.396763,-41.785721,2.28,102
53,105.3,-22.396748,-41.785706,2.28,102
54,107.7,-22.396734,-41.785686,2.3,102
55,109.9,-22.396721,-41.785671,2.32,105
56,111.9,-22.396709,-41.785656,2.24,105
57,114.4,-22.396696,-41.785637,2.28,105
58,116.4,-22.396685,-41.785622,2.22,105
59,118.9,-22.396671,-41.785602,2.24,105
60,121.2,-22.39666,-41.785583,2.26,103
61,123.7,-22.396646,-41.785564,2.36,103
62,126.1,-22.396633,-41.785545,2.34,103
63,128.5,-22.396622,-41.785526,2.42,103
64,130.8,-22.39661,-41.785507,2.38,103
65,133.6,-22.396597,-41.785484,2.48,103
66,135.9,-22.396585,-41.785465,2.44,103
67,138.6,-22.396574,-41.785442,2.5,103
68,140.9,-22.396563,-41.785423,2.48,103
69,143.6,-22.396551,-41.7854,2.56,103
70,145.9,-22.39654,-41.785381,2.46,103
71,148.2,-22.39653,-41.785362,2.46,103
72,150.8,-22.396519,-41.785339,2.44,103
73,153.1,-22.396508999999998,-41.78532,2.44,103
74,155.4,-22.396498,-41.785301,2.36,103
75,158,-22.396488,-41.785278,2.42,106
76,160.3,-22.396477,-41.785259,2.42,106
77,162.6,-22.396467,-41.78524,2.36,106
78,165.2,-22.396456,-41.785217,2.42,106
79,167.6,-22.396444,-41.785198,2.44,106
80,170,-22.396431,-41.785179,2.4,106
81,172.5,-22.396418,-41.78516,2.44,106
82,174.9,-22.396404,-41.785141,2.46,106
83,177.4,-22.396391,-41.785122,2.44,106
84,180,-22.396376,-41.785103,2.48,106
85,182.5,-22.396362,-41.785084,2.5,107
86,184.6,-22.396349,-41.785068,2.42,107
87,187.1,-22.396336,-41.785049,2.44,107
88,189.5,-22.396322,-41.78503,2.42,107
89,191.9,-22.396311,-41.785011,2.38,107
90,194.3,-22.396297,-41.784992,2.36,108
91,196.7,-22.396286,-41.784973,2.42,108
92,199.4,-22.396275,-41.78495,2.46,108
93,201.8,-22.396261,-41.784931,2.46,108
94,204.3,-22.396248,-41.784912,2.48,108
95,206.6,-22.396236,-41.784893,2.46,112
96,209.1,-22.396223,-41.784874,2.48,112
97,211.4,-22.396212,-41.784855,2.4,112
98,214.2,-22.396198,-41.784832,2.48,112
99,216.4,-22.396189,-41.784813,2.42,112
100,218.6,-22.396179,-41.784794,2.4,114
101,221.2,-22.39617,-41.784771,2.42,114
102,223.5,-22.39616,-41.784752,2.42,114
103,226,-22.396151,-41.784729,2.36,114
104,228.4,-22.396139,-41.78471,2.4,114
105,230.8,-22.396126,-41.784691,2.44,116
106,233.2,-22.396114,-41.784672,2.4,116
107,235.3,-22.396101,-41.784657,2.36,116
108,237.8,-22.396088,-41.784637,2.36,116
109,240.7,-22.396072,-41.784615,2.46,116
110,243,-22.396061,-41.784595,2.44,115
111,245.5,-22.396048,-41.784576,2.46,115
112,248.3,-22.396034,-41.784553,2.6,115
113,251.1,-22.396021,-41.784531,2.66,115
114,253.5,-22.396007,-41.784512,2.56,115
115,256.3,-22.395994,-41.784489,2.66,113
116,259.1,-22.395981,-41.784466,2.72,113
117,261.4,-22.395969,-41.784447,2.62,113
118,264.2,-22.395956,-41.784424,2.62,113
119,267,-22.395943,-41.784401,2.7,113
120,269.4,-22.395929,-41.784382,2.62,113
121,272.1,-22.395918000000002,-41.784359,2.6,113
122,274.6,-22.395904,-41.78434,2.64,113
123,277.4,-22.395891,-41.784317,2.64,113
124,279.8,-22.395878,-41.784298,2.56,113
125,282.5,-22.395866,-41.784275,2.62,113
126,285.3,-22.395853,-41.784252,2.64,113
127,288,-22.395842,-41.784229,2.68,113
128,290.5,-22.395832,-41.784206,2.62,113
129,293.6,-22.395821,-41.78418,2.76,113
130,296.1,-22.395811,-41.784157,2.72,116
