time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.397318,-41.786629,0,85,75
4,0,-22.397318,-41.786629,0,85,75
5,0.4,-22.397316,-41.786625,0.08,85,75
6,2,-22.397314,-41.78661,0.333,85,75
7,3.3,-22.39731,-41.786598,0.471,85,75
8,4.9,-22.397306,-41.786583,0.613,85,75
9,6.5,-22.397303,-41.786568,1.3,85,75
10,8.6,-22.397297,-41.786549,1.64,86,79
11,10.6,-22.397291,-41.78653,1.72,86,79
12,12.6,-22.397289,-41.78651,1.86,86,79
13,15.1,-22.397284,-41.786488,2.04,86,79
14,17.1,-22.39728,-41.786468,2.12,86,79
15,19.1,-22.397274,-41.786449,2.1,87,75
16,21.3,-22.397266,-41.78643,2.14,87,75
17,23.4,-22.397259,-41.786411,2.16,87,75
18,25.6,-22.397249,-41.786392,2.1,87,75
19,27.5,-22.39724,-41.786377,2.08,87,75
20,29.9,-22.397228,-41.786358,2.16,89,79
21,31.8,-22.397219,-41.786343,2.1,89,79
22,34.1,-22.397207,-41.786324,2.14,89,79
23,36.1,-22.397196,-41.786308,2.1,89,79
24,40.8,-22.397177,-41.786281,2.654,89,79
25,43.5,-22.397168,-41.786268,2.728,89,75
26,46.3,-22.397158,-41.786256,2.902,89,75
27,49.1,-22.397149,-41.786243,2.995,89,75
28,51.8,-22.39714,-41.786231,3.149,89,75
29,54.6,-22.397131,-41.786219,2.769,89,75
30,57.4,-22.397121,-41.786206,2.769,93,77
31,60.2,-22.397112,-41.786194,2.769,93,77
32,62.9,-22.397103,-41.786181,2.769,93,77
33,65.7,-22.397094,-41.786169,2.769,93,77
34,68.5,-22.397084,-41.786157,2.769,93,77
35,71.2,-22.397075,-41.786144,2.769,93,77
36,74,-22.397066,-41.786132,2.769,93,77
37,76.8,-22.397057,-41.786119,2.769,93,77
38,79.5,-22.397047,-41.786107,2.769,93,77
39,82.3,-22.397038,-41.786095,2.769,93,77
40,85.1,-22.397029,-41.786082,2.769,94,78
41,87.8,-22.39702,-41.78607,2.769,94,78
42,90.6,-22.39701,-41.786057,2.769,94,78
43,93.4,-22.397001,-41.786045,2.769,94,78
44,96.2,-22.396992,-41.786033,2.769,94,78
45,98.9,-22.396983,-41.78602,2.769,95,77
46,101.7,-22.396973,-41.786008,2.769,95,77
47,104.5,-22.396964,-41.785995,2.769,95,77
48,107.2,-22.396955,-41.785983,2.769,95,77
49,110,-22.396946,-41.78597,2.769,95,77
50,111.5,-22.396934,-41.785961,2.515,96,77
51,113.2,-22.396923,-41.78595,2.302,96,77
52,115,-22.396912,-41.785938,2.108,96,77
53,116.7,-22.3969,-41.785927,1.894,96,77
54,118.7,-22.396889,-41.785912,1.74,96,77
55,120.6,-22.396875,-41.7859,1.82,96,77
56,122.3,-22.396864,-41.785889,1.82,96,77
57,124.4,-22.396852,-41.785873,1.88,96,77
58,126.1,-22.396841,-41.785862,1.88,96,77
59,127.8,-22.39683,-41.785851,1.82,96,77
60,129.4,-22.39682,-41.785839,1.76,96,78
61,131.1,-22.396809,-41.785828,1.76,96,78
62,132.7,-22.396799,-41.785816,1.66,96,78
63,134.5,-22.396788,-41.785805,1.68,96,78
64,136.2,-22.396776,-41.785793,1.68,96,78
65,137.8,-22.396767,-41.785782,1.68,97,78
66,139.5,-22.396755,-41.78577,1.68,97,78
67,141.1,-22.396746,-41.785759,1.68,97,78
68,142.8,-22.396734,-41.785748,1.66,97,78
69,144.4,-22.396725,-41.785736,1.64,97,78
70,146.3,-22.396715,-41.785721,1.7,96,78
71,147.9,-22.396706,-41.785709,1.68,96,78
72,149.7,-22.396698,-41.785694,1.72,96,78
73,151.6,-22.396688,-41.785679,1.76,96,78
74,153,-22.396681,-41.785667,1.72,96,78
75,154.9,-22.396671,-41.785652,1.72,97,78
76,156.7,-22.396664,-41.785637,1.76,97,78
77,158.1,-22.396656,-41.785625,1.68,97,78
78,159.8,-22.39665,-41.78561,1.64,97,78
79,161.6,-22.396643,-41.785595,1.72,97,78
80,163.8,-22.396635,-41.785576,1.78,99,78
81,165.4,-22.396629,-41.785561,1.74,99,78
82,167.2,-22.396622,-41.785545,1.82,99,78
83,169,-22.396614,-41.78553,1.84,99,78
84,170.8,-22.396606,-41.785515,1.84,99,78
85,172.6,-22.396599,-41.7855,1.76,100,78
86,174.5,-22.396589,-41.785484,1.82,100,78
87,176.3,-22.396582,-41.785469,1.82,100,78
88,178,-22.396574,-41.785454,1.8,100,78
89,179.5,-22.396566,-41.785442,1.74,100,78
90,181.4,-22.396557,-41.785427,1.76,99,77
91,183.2,-22.396549,-41.785412,1.74,99,77
92,185,-22.396542,-41.785397,1.74,99,77
93,186.9,-22.396532,-41.785381,1.78,99,77
94,188.7,-22.396522,-41.785366,1.84,99,77
95,190.5,-22.396515,-41.785351,1.82,98,77
96,192.4,-22.396505,-41.785336,1.84,98,77
