time,distance,velocity_smooth,heartrate,cadence
0,0,0,105,63
5,0,0,105,63
10,0,0,94,73
15,0,0,95,88
20,0,0,99,91
25,0,0,103,90
27,55,0,103,90
30,55,0,104,89
35,55,0,105,88
40,55,0,106,88
45,55,0,109,88
50,55,0,110,88
55,55,0,112,88
60,55,0,113,88
65,55,0,114,87
70,55,0,117,87
75,55,0,118,88
80,55,0,119,88
85,55,0,119,88
87,189,0,119,88
90,189,0,119,88
95,189,0,121,87
100,189,0,123,87
105,189,0,124,87
110,189,0,123,87
115,189,0,122,88
120,189,0,124,86
125,189,0,125,87
130,189,0,124,87
135,189,0,125,87
140,189,0,124,87
145,189,0,126,86
147,319,0,126,86
150,319,0,125,87
155,319,0,127,87
160,319,0,127,86
165,319,0,127,86
170,319,0,127,86
175,319,0,128,85
180,319,0,127,86
185,319,0,128,86
190,319,0,128,85
195,319,0,127,86
200,319,0,128,86
205,319,0,129,86
207,449,0,129,86
210,449,0,128,86
215,449,0,128,85
220,449,0,128,86
225,449,0,128,86
230,449,0,128,85
235,449,0,128,86
240,449,0,129,85
245,449,0,128,86
250,449,0,128,85
255,449,0,129,86
260,449,0,129,86
265,449,0,128,86
267,576,0,128,86
270,576,0,126,86
275,576,0,127,85
280,576,0,127,86
285,576,0,128,85
290,576,0,128,86
295,576,0,128,86
300,576,0,129,86
305,576,0,129,86
310,576,0,131,86
315,576,0,132,86
320,576,0,132,85
325,576,0,131,86
327,707,0,131,86
330,707,0,131,85
335,707,0,127,85
340,707,0,127,86
345,707,0,128,86
350,707,0,128,85
355,707,0,129,85
360,707,0,128,85
365,707,0,129,85
370,707,0,129,86
375,707,0,131,86
380,707,0,129,85
385,707,0,130,85
387,834,0,130,85
390,834,0,129,85
395,834,0,132,85
400,834,0,130,86
405,834,0,127,86
410,834,0,128,86
415,834,0,128,86
420,834,0,129,86
425,834,0,129,85
430,834,0,128,85
435,834,0,128,85
440,834,0,129,85
445,834,0,129,85
447,961,0,129,85
450,961,0,129,85
455,961,0,128,83
460,961,0,129,39
465,961,0,130,39
470,961,0,132,88
475,961,0,130,85
480,961,0,131,85
485,961,0,130,84
490,961,0,130,85
495,961,0,129,86
500,961,0,131,86
505,961,0,133,85
507,1107,0,133,85
510,1107,0,132,86
515,1107,0,131,85
520,1107,0,132,84
525,1107,0,130,85
530,1107,0,130,85
535,1107,0,131,85
540,1107,0,131,86
545,1107,0,132,85
550,1107,0,132,86
555,1107,0,130,86
560,1107,0,131,85
565,1107,0,131,86
567,1233,0,131,86
570,1233,0,132,85
575,1233,0,132,86
580,1233,0,133,85
585,1233,0,132,86
590,1233,0,132,85
595,1233,0,133,86
600,1233,0,134,85
605,1233,0,134,85
610,1233,0,133,85
615,1233,0,135,86
620,1233,0,135,85
625,1233,0,135,85
627,1361,0,135,85
630,1361,0,134,85
635,1361,0,134,86
640,1361,0,134,85
645,1361,0,133,85
650,1361,0,134,85
655,1361,0,132,85
660,1361,0,134,85
665,1361,0,134,86
670,1361,0,135,86
675,1361,0,133,85
680,1361,0,133,86
685,1361,0,133,86
687,1489,0,133,86
690,1489,0,133,86
695,1489,0,133,86
700,1489,0,134,86
705,1489,0,134,86
710,1489,0,135,87
715,1489,0,136,86
720,1489,0,135,86
725,1489,0,135,87
730,1489,0,135,86
735,1489,0,134,86
740,1489,0,133,87
745,1489,0,133,86
747,1618,0,133,86
750,1618,0,133,86
755,1618,0,134,86
760,1618,0,133,86
765,1618,0,133,86
770,1618,0,134,86
775,1618,0,134,86
780,1618,0,133,87
785,1618,0,133,86
790,1618,0,133,86
795,1618,0,134,86
800,1618,0,134,86
805,1618,0,133,85
807,1745,0,133,85
810,1745,0,133,86
815,1745,0,134,86
820,1745,0,135,85
825,1745,0,134,86
830,1745,0,135,85
835,1745,0,136,86
840,1745,0,135,85
845,1745,0,135,86
850,1745,0,134,85
855,1745,0,134,84
860,1745,0,135,85
865,1745,0,136,85
867,1869,0,136,85
870,1869,0,136,84
875,1869,0,136,85
880,1869,0,137,84
885,1869,0,136,84
890,1869,0,136,85
895,1869,0,136,84
900,1869,0,135,85
905,1869,0,135,84
910,1869,0,135,85
915,1869,0,135,84
920,1869,0,135,84
925,1869,0,135,84
927,1992,0,135,84
930,1992,0,134,84
935,1992,0,133,84
940,1992,0,132,84
945,1992,0,131,82
950,1992,0,130,82
955,1992,0,131,82
960,1992,0,132,83
965,1992,0,132,82
970,1992,0,132,82
975,1992,0,130,82
980,1992,0,130,82
985,1992,0,129,82
987,2104,0,129,82
990,2104,0,129,82
995,2104,0,130,82
1000,2104,0,129,81
1005,2104,0,128,82
1010,2104,0,129,82
1015,2104,0,128,82
1020,2104,0,128,82
1025,2104,0,129,82
1030,2104,0,128,82
1035,2104,0,128,83
1040,2104,0,129,83
1045,2104,0,129,83
1047,2217,0,129,83
1050,2217,0,129,84
1055,2217,0,129,84
