time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.490133,-41.929089,0,113,0
4,0,-22.490133,-41.929089,0,113,0
5,1.3,-22.490139,-41.929077,0.26,113,0
6,3.2,-22.490148,-41.929062,0.533,113,0
7,5.1,-22.490158,-41.929047,0.729,113,0
8,7.3,-22.490168,-41.929028,0.913,113,0
9,9.2,-22.490177,-41.929012,1.84,113,0
10,11.5,-22.490187,-41.928993,2.04,112,0
11,13.7,-22.490196,-41.928974,2.1,112,0
12,15.7,-22.490208,-41.928959,2.12,112,0
13,17.9,-22.490221,-41.928944,2.12,112,0
14,19.8,-22.490234,-41.928932,2.12,112,0
15,21.9,-22.490248,-41.928917,2.08,115,82
16,24,-22.490258999999998,-41.928902,2.06,115,82
17,26,-22.490271,-41.928886,2.06,115,82
18,28,-22.490282,-41.928871,2.02,115,82
19,30.1,-22.49029,-41.928852,2.06,115,82
20,32.3,-22.490299,-41.928833,2.08,115,79
21,34.6,-22.490309,-41.928814,2.12,115,79
22,36.5,-22.490318,-41.928799,2.1,115,79
23,38.7,-22.490328,-41.92878,2.14,115,79
24,38.7,-22.490337,-41.928764,1.72,115,79
25,41,-22.490349,-41.928745,1.74,111,79
26,42.8,-22.49036,-41.928734,1.64,111,79
27,44.8,-22.490372,-41.928719,1.66,111,79
28,46.7,-22.490385,-41.928707,1.6,111,79
29,48.4,-22.490396,-41.928696,1.94,111,79
30,50.3,-22.49041,-41.928684,1.86,114,79
31,52.2,-22.490423,-41.928673,1.88,114,79
32,53.9,-22.490435,-41.928661,1.82,114,79
33,56,-22.490446,-41.928646,1.86,114,79
34,57.7,-22.490457,-41.928635,1.86,114,79
35,59.4,-22.490469,-41.928623,1.82,116,78
36,61,-22.490478,-41.928612,1.76,116,78
37,62.6,-22.490488,-41.9286,1.74,116,78
38,64.3,-22.490499,-41.928589,1.66,116,78
39,65.9,-22.490509,-41.928577,1.64,116,78
40,67.9,-22.49052,-41.928562,1.7,116,79
41,69.7,-22.490532,-41.928551,1.74,116,79
42,71.7,-22.490543,-41.928535,1.82,116,79
43,73.6,-22.490553,-41.92852,1.86,116,79
44,75.6,-22.490564,-41.928505,1.94,116,79
45,77.6,-22.490576,-41.92849,1.94,118,79
46,79.6,-22.490587,-41.928474,1.98,118,79
47,81.5,-22.490597,-41.928459,1.96,118,79
48,83.7,-22.49061,-41.928444,2.02,118,79
49,85.4,-22.490621,-41.928432,1.96,118,79
50,87.6,-22.490635,-41.928417,2,118,79
51,89.7,-22.490648,-41.928402,2.02,118,79
52,91.6,-22.490662,-41.92839,2.02,118,79
53,93.8,-22.490675,-41.928375,2.02,118,79
54,95.9,-22.490688,-41.92836,2.1,118,79
55,98,-22.4907,-41.928345,2.08,120,79
56,99.8,-22.490713,-41.928333,2.02,120,79
57,101.9,-22.490725,-41.928318,2.06,120,79
58,103.8,-22.490738,-41.928307,2,120,79
59,105.5,-22.490749,-41.928295,1.92,120,79
60,107.7,-22.490763,-41.92828,1.94,121,79
61,109.6,-22.490776,-41.928268,1.96,121,79
62,111.3,-22.490787,-41.928257,1.88,121,79
63,113.2,-22.490801,-41.928245,1.88,121,79
64,115.2,-22.490812,-41.92823,1.94,121,79
65,116.9,-22.490824,-41.928219,1.84,120,80
66,119.1,-22.490837,-41.928204,1.9,120,80
67,121.1,-22.490848,-41.928188,1.96,120,80
68,123,-22.490862,-41.928177,1.96,120,80
69,125,-22.490873,-41.928162,1.96,120,80
70,127.2,-22.490887,-41.928146,2.06,123,80
71,129.1,-22.4909,-41.928135,2,123,80
72,131.2,-22.490913,-41.92812,2.02,123,80
73,133.4,-22.490927,-41.928104,2.08,123,80
