time,velocity_smooth,heartrate
0,0,98
5,0,98
10,0,110
15,0,113
20,0,114
25,0,118
30,0,117
35,0,115
40,0,113
45,0,100
50,0,97
55,0,99
60,0,100
65,0,95
70,0,92
75,0,92
80,0,93
85,0,92
90,0,92
95,0,95
100,0,92
105,0,92
110,0,95
115,0,97
120,0,100
125,0,100
130,0,103
135,0,104
140,0,105
145,0,107
150,0,109
155,0,110
160,0,111
165,0,111
170,0,112
175,0,114
180,0,110
185,0,113
190,0,114
195,0,114
200,0,115
205,0,116
210,0,116
215,0,116
220,0,116
225,0,114
230,0,114
235,0,115
240,0,115
245,0,116
250,0,115
255,0,116
260,0,116
265,0,115
270,0,115
275,0,115
280,0,116
285,0,117
290,0,116
295,0,118
300,0,118
305,0,120
310,0,120
315,0,121
320,0,121
325,0,120
330,0,121
335,0,123
340,0,124
345,0,126
350,0,126
355,0,125
360,0,125
365,0,125
370,0,126
375,0,127
380,0,127
385,0,128
390,0,127
395,0,128
400,0,128
405,0,129
410,0,130
415,0,130
420,0,130
425,0,129
430,0,130
435,0,128
440,0,129
445,0,128
450,0,128
455,0,129
460,0,130
465,0,132
470,0,132
475,0,133
480,0,134
485,0,135
490,0,135
495,0,135
500,0,136
505,0,135
510,0,135
515,0,138
520,0,136
525,0,136
530,0,137
535,0,136
540,0,136
545,0,138
550,0,139
555,0,138
560,0,138
565,0,138
570,0,137
575,0,137
580,0,138
585,0,137
590,0,136
595,0,136
600,0,135
605,0,134
610,0,136
615,0,136
620,0,136
625,0,134
630,0,136
635,0,136
640,0,136
645,0,137
650,0,137
655,0,135
660,0,135
665,0,134
670,0,133
675,0,133
680,0,134
685,0,132
690,0,131
695,0,133
700,0,131
705,0,128
710,0,127
715,0,126
720,0,125
725,0,126
730,0,127
735,0,128
740,0,131
745,0,132
750,0,132
755,0,133
760,0,134
765,0,134
770,0,136
775,0,136
780,0,136
785,0,136
790,0,138
795,0,138
800,0,139
805,0,138
810,0,137
815,0,137
820,0,138
825,0,138
830,0,138
835,0,138
840,0,137
845,0,138
850,0,139
855,0,139
860,0,140
865,0,140
870,0,139
875,0,139
880,0,141
885,0,140
890,0,142
895,0,140
900,0,140
905,0,140
910,0,140
915,0,139
920,0,142
925,0,142
930,0,142
935,0,142
940,0,141
945,0,141
950,0,140
955,0,140
960,0,141
965,0,140
970,0,140
975,0,142
980,0,141
985,0,141
990,0,142
995,0,142
1000,0,143
1005,0,144
1010,0,145
1015,0,145
1020,0,144
1025,0,144
1030,0,144
1035,0,144
1040,0,144
1045,0,145
1050,0,145
1055,0,145
1060,0,145
1065,0,145
1070,0,145
1075,0,146
1080,0,146
1085,0,146
1090,0,146
1095,0,145
1100,0,145
1105,0,145
1110,0,146
1115,0,146
1120,0,147
1125,0,146
1130,0,146
1135,0,147
1140,0,147
1145,0,147
1150,0,146
1155,0,145
1160,0,145
1165,0,145
1170,0,145
1175,0,145
1180,0,145
1185,0,146
1190,0,147
1195,0,147
1200,0,148
1205,0,148
1210,0,146
1215,0,146
1220,0,146
1225,0,146
1230,0,146
1235,0,147
1240,0,148
1245,0,148
1250,0,147
1255,0,146
1260,0,146
1265,0,145
1270,0,145
1275,0,144
1280,0,144
1285,0,143
1290,0,143
1295,0,142
1300,0,144
1305,0,144
1310,0,144
1315,0,143
1320,0,144
1325,0,143
1330,0,142
1335,0,142
1340,0,142
1345,0,142
1350,0,142
1355,0,141
1360,0,141
1365,0,141
1370,0,140
1375,0,142
1380,0,142
1385,0,142
1390,0,142
1395,0,141
1400,0,140
1405,0,140
1410,0,142
1415,0,142
1420,0,143
1425,0,142
1430,0,144
1435,0,144
1440,0,144
1445,0,144
1450,0,145
1455,0,145
1460,0,144
1465,0,145
1470,0,145
1475,0,145
1480,0,144
1485,0,143
1490,0,142
1495,0,142
1500,0,141
1505,0,142
1510,0,142
1515,0,142
1520,0,141
1525,0,142
1530,0,141
1535,0,142
1540,0,142
1545,0,143
1550,0,142
1555,0,143
1560,0,144
1565,0,143
1570,0,142
1575,0,143
1580,0,142
1585,0,142
1590,0,143
1595,0,143
1600,0,142
1605,0,143
1610,0,142
1615,0,141
1620,0,141
1625,0,142
1630,0,142
1635,0,141
1640,0,143
1645,0,143
1650,0,144
1655,0,145
1660,0,145
1665,0,145
1670,0,145
1675,0,144
1680,0,145
1685,0,146
1690,0,144
1695,0,144
1700,0,145
1705,0,144
1710,0,144
1715,0,144
1720,0,144
1725,0,144
1730,0,144
1735,0,145
1740,0,146
1745,0,146
1750,0,144
1755,0,145
1760,0,146
1765,0,145
1770,0,146
1775,0,145
1780,0,145
1785,0,146
1790,0,145
1795,0,146
1800,0,145
1805,0,145
1810,0,146
1815,0,147
1820,0,146
1825,0,147
1830,0,148
1835,0,146
1840,0,145
1845,0,144
1850,0,145
1855,0,144
1860,0,146
1865,0,145
1870,0,145
1875,0,146
1880,0,146
1885,0,146
1890,0,145
1895,0,144
1900,0,145
1905,0,145
1910,0,145
1915,0,145
1920,0,145
1925,0,145
1930,0,146
1935,0,146
1940,0,146
1945,0,147
1950,0,146
1955,0,146
1960,0,145
1965,0,145
1970,0,145
1975,0,145
1980,0,145
1985,0,146
1990,0,146
1995,0,146
2000,0,146
2005,0,146
2010,0,145
2015,0,145
2020,0,144
2025,0,144
2030,0,144
2035,0,146
2040,0,148
2045,0,148
2050,0,146
2055,0,146
2060,0,148
2065,0,149
2070,0,148
2075,0,147
2080,0,147
2085,0,147
2090,0,147
2095,0,149
2100,0,149
2105,0,148
2110,0,148
2115,0,148
2120,0,148
2125,0,146
2130,0,146
2135,0,147
2140,0,147
2145,0,147
2150,0,148
2155,0,148
2160,0,146
2165,0,147
2170,0,147
2175,0,147
2180,0,147
2185,0,146
2190,0,147
2195,0,147
2200,0,148
2205,0,147
2210,0,147
2215,0,147
2220,0,148
2225,0,145
2230,0,144
2235,0,144
2240,0,145
2245,0,146
2250,0,145
2255,0,145
2260,0,144
2265,0,144
2270,0,144
2275,0,143
2280,0,144
2285,0,143
2290,0,143
2295,0,144
2300,0,144
2305,0,144
2310,0,144
2315,0,145
2320,0,145
2325,0,144
2330,0,144
2335,0,142
2340,0,142
2345,0,140
2350,0,140
2355,0,139
2360,0,142
2365,0,143
2370,0,144
2375,0,143
2380,0,145
2385,0,143
2390,0,144
2395,0,142
2400,0,141
2405,0,142
2410,0,142
2415,0,142
2420,0,144
2425,0,142
2430,0,143
2435,0,144
2440,0,145
2445,0,144
2450,0,143
2455,0,143
2460,0,141
2465,0,142
2470,0,143
2475,0,145
2480,0,144
2485,0,143
2490,0,144
2495,0,143
2500,0,144
2505,0,145
2510,0,144
2515,0,140
2520,0,143
2525,0,142
2530,0,143
2535,0,144
2540,0,144
2545,0,143
2550,0,143
2555,0,143
2560,0,144
2565,0,145
2570,0,144
2575,0,143
2580,0,143
2585,0,144
2590,0,143
2595,0,143
2600,0,143
2605,0,143
2610,0,143
2615,0,143
2620,0,141
2625,0,143
2630,0,142
2635,0,140
2640,0,140
2645,0,140
2650,0,141
2655,0,142
2660,0,142
2665,0,141
2670,0,141
2675,0,142
2680,0,141
2685,0,141
2690,0,142
2695,0,142
2700,0,141
2705,0,140
