time,velocity_smooth,heartrate
0,0,84
5,0,84
10,0,86
15,0,87
20,0,91
25,0,91
30,0,92
35,0,93
40,0,94
45,0,96
50,0,99
55,0,99
60,0,102
65,0,100
70,0,100
75,0,103
80,0,102
85,0,104
90,0,103
95,0,107
100,0,109
105,0,110
110,0,113
115,0,112
120,0,114
125,0,116
130,0,118
135,0,120
140,0,121
145,0,121
150,0,123
155,0,127
160,0,128
165,0,129
170,0,130
175,0,130
180,0,131
185,0,132
190,0,133
195,0,132
200,0,134
205,0,134
210,0,135
215,0,136
220,0,136
225,0,135
230,0,136
235,0,137
240,0,137
245,0,137
250,0,134
255,0,136
260,0,136
265,0,136
270,0,135
275,0,136
280,0,136
285,0,136
290,0,134
295,0,134
300,0,134
305,0,136
310,0,135
315,0,136
320,0,136
325,0,136
330,0,136
335,0,136
340,0,137
345,0,136
350,0,134
355,0,134
360,0,134
365,0,135
370,0,134
375,0,135
380,0,136
385,0,135
390,0,136
395,0,137
400,0,136
405,0,136
410,0,136
415,0,136
420,0,136
425,0,137
430,0,138
435,0,139
440,0,138
445,0,138
450,0,139
455,0,138
460,0,139
465,0,139
470,0,139
475,0,139
480,0,139
485,0,140
490,0,139
495,0,141
500,0,142
505,0,143
510,0,141
515,0,139
520,0,141
525,0,143
530,0,144
535,0,144
540,0,144
545,0,145
550,0,145
555,0,145
560,0,143
565,0,142
570,0,143
575,0,144
580,0,144
585,0,144
590,0,145
595,0,145
600,0,144
605,0,143
610,0,143
615,0,143
620,0,144
625,0,144
630,0,144
635,0,144
640,0,145
645,0,145
650,0,146
655,0,146
660,0,148
665,0,149
670,0,148
675,0,148
680,0,149
685,0,151
690,0,153
695,0,154
700,0,149
705,0,147
710,0,148
715,0,149
720,0,151
725,0,151
730,0,152
735,0,150
740,0,152
745,0,153
750,0,153
755,0,152
760,0,152
765,0,151
770,0,149
775,0,149
780,0,151
785,0,152
790,0,152
795,0,152
800,0,153
805,0,152
810,0,152
815,0,153
820,0,153
825,0,153
830,0,154
835,0,156
840,0,154
845,0,155
850,0,156
855,0,156
860,0,155
865,0,154
870,0,153
875,0,154
880,0,154
885,0,153
890,0,153
895,0,154
900,0,155
905,0,155
910,0,156
915,0,156
920,0,155
925,0,155
930,0,155
935,0,154
940,0,155
945,0,154
950,0,155
955,0,154
960,0,153
965,0,153
970,0,154
975,0,154
980,0,154
985,0,156
990,0,155
995,0,156
1000,0,155
1005,0,156
1010,0,155
1015,0,156
1020,0,157
1025,0,156
1030,0,157
1035,0,156
1040,0,156
1045,0,156
1050,0,155
1055,0,157
1060,0,157
1065,0,158
1070,0,158
1075,0,157
1080,0,157
1085,0,157
1090,0,158
1095,0,157
1100,0,156
1105,0,156
1110,0,157
1115,0,157
1120,0,157
1125,0,157
1130,0,155
1135,0,154
1140,0,155
1145,0,155
1150,0,155
1155,0,154
1160,0,151
1165,0,152
1170,0,153
1175,0,153
1180,0,153
1185,0,153
1190,0,152
1195,0,152
1200,0,152
1205,0,152
1210,0,151
1215,0,151
1220,0,151
1225,0,151
1230,0,151
1235,0,152
1240,0,151
1245,0,150
1250,0,150
1255,0,151
1260,0,152
1265,0,151
1270,0,151
1275,0,152
1280,0,152
1285,0,152
1290,0,152
1295,0,152
1300,0,152
1305,0,152
1310,0,153
1315,0,153
1320,0,153
1325,0,153
1330,0,154
1335,0,155
1340,0,155
1345,0,156
1350,0,156
1355,0,156
1360,0,154
1365,0,154
1370,0,155
1375,0,155
1380,0,154
1385,0,154
1390,0,155
1395,0,154
1400,0,155
1405,0,156
1410,0,156
1415,0,156
1420,0,157
