time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492401,-41.929962,0,95,75
2,0,-22.492401,-41.929962,0,95,75
3,2.1,-22.492418,-41.92997,0.7,95,75
4,5,-22.492445,-41.92997,1.25,95,75
5,7.6,-22.492468,-41.92997,1.52,95,75
6,10.1,-22.492491,-41.929966,1.683,95,75
7,12.7,-22.492514,-41.929962,2.54,95,75
8,15.3,-22.492535,-41.929951,2.64,95,75
9,17.3,-22.492552,-41.929947,2.46,95,75
10,18.8,-22.492565,-41.929947,2.24,93,75
11,20.1,-22.492575,-41.929954,2,93,75
12,21.4,-22.49258,-41.929966,1.74,93,75
13,23.4,-22.492582,-41.929985,1.62,93,75
14,25.4,-22.492582,-41.930004,1.62,93,75
15,27.3,-22.492582,-41.930023,1.7,93,75
16,29.3,-22.492582,-41.930042,1.84,93,75
17,31.6,-22.492582,-41.930065,2.04,93,75
18,33.6,-22.492584,-41.930084,2.04,93,75
19,35.6,-22.492586,-41.930103,2.04,93,75
20,37.6,-22.49259,-41.930122,2.06,94,75
21,39.6,-22.492594,-41.930141,2.06,94,75
22,41.3,-22.492599,-41.930157,1.94,94,75
23,43.3,-22.492605,-41.930176,1.94,94,75
24,45.1,-22.492613,-41.930191,1.9,94,75
25,46.8,-22.492619,-41.930206,1.84,94,75
26,49.2,-22.492626,-41.930225,1.92,94,75
27,51.2,-22.492636,-41.930241,1.98,94,75
28,53.1,-22.492643,-41.930256,1.96,94,75
29,55.4,-22.492653,-41.930275,2.06,94,75
30,57.4,-22.492662,-41.93029,2.12,95,75
31,59.1,-22.492672,-41.930302,1.98,95,75
32,61.2,-22.492683,-41.930317,2,95,75
33,63.2,-22.492693,-41.930332,2.02,95,75
34,65.1,-22.492704,-41.930344,1.94,95,75
35,67,-22.492714,-41.930359,1.92,95,75
36,68.9,-22.492725,-41.93037,1.96,95,75
37,71,-22.492737,-41.930386,1.96,95,75
38,72.8,-22.492748,-41.930397,1.92,95,75
39,74.7,-22.49276,-41.930408,1.92,95,75
40,76.8,-22.492771,-41.930424,1.96,95,75
41,78.6,-22.492783,-41.930435,1.94,95,75
42,80.4,-22.492794,-41.930447,1.88,95,75
43,82.6,-22.492805,-41.930462,1.96,95,75
44,84.4,-22.492817,-41.930473,1.94,95,75
45,86.4,-22.492826,-41.930489,1.92,96,75
46,88.5,-22.492838,-41.930504,1.98,96,75
47,90.5,-22.492851,-41.930515,2.02,96,75
48,92.6,-22.492863,-41.930531,2,96,75
49,94.7,-22.492874,-41.930546,2.06,96,75
50,96.7,-22.492887,-41.930557,2.06,97,75
51,98.8,-22.492899,-41.930572,2.06,97,75
52,101,-22.49291,-41.930588,2.1,97,75
53,103.1,-22.492922,-41.930603,2.1,97,75
54,105.2,-22.492933,-41.930618,2.1,97,75
55,107.3,-22.492945,-41.930633,2.12,99,75
56,109.4,-22.492956,-41.930649,2.12,99,75
57,111.4,-22.492966,-41.930664,2.08,99,75
58,113.7,-22.492979,-41.930679,2.12,99,75
59,115.5,-22.49299,-41.930691,2.06,99,75
60,117.7,-22.493002,-41.930706,2.08,99,76
61,119.9,-22.493015,-41.930721,2.1,99,76
62,121.9,-22.493029,-41.930733,2.1,99,76
63,124,-22.49304,-41.930748,2.06,99,76
64,126,-22.493053,-41.930759,2.1,99,76
65,128.3,-22.493067,-41.930775,2.12,99,81
66,130.3,-22.49308,-41.930786,2.08,99,81
67,132.4,-22.493092,-41.930801,2.1,99,81
68,134.4,-22.493105,-41.930813,2.08,99,81
69,136.6,-22.493118,-41.930828,2.12,99,81
70,138.5,-22.49313,-41.93084,2.04,101,86
71,140.7,-22.493143,-41.930855,2.08,101,86
72,142.7,-22.493156,-41.930866,2.06,101,86
73,145,-22.49317,-41.930881,2.12,101,86
74,147,-22.493183,-41.930893,2.08,101,86
75,149.1,-22.493195,-41.930908,2.12,103,76
76,151.3,-22.49321,-41.93092,2.12,103,76
77,153.3,-22.493223,-41.930931,2.12,103,76
78,155.7,-22.493238,-41.930946,2.14,103,76
79,157.8,-22.493254,-41.930958,2.16,103,76
80,159.8,-22.493267,-41.930969,2.14,103,76
81,162,-22.493282,-41.930981,2.14,103,76
82,164.1,-22.493297,-41.930992,2.16,103,76
83,166.6,-22.493313,-41.931007,2.18,103,76
84,168.8,-22.493326,-41.931023,2.2,103,76
85,171,-22.493341,-41.931034,2.24,103,76
86,173.2,-22.493355,-41.931049,2.24,103,76
87,175.2,-22.493368,-41.931061,2.22,103,76
88,177.5,-22.493381,-41.931076,2.18,103,76
89,179.5,-22.493395,-41.931087,2.14,103,76
90,181.8,-22.493408,-41.931103,2.16,101,76
91,183.6,-22.49342,-41.931114,2.08,101,76
92,185.7,-22.493431,-41.931129,2.1,101,76
93,187.8,-22.493443,-41.931145,2.06,101,76
94,189.9,-22.493454,-41.93116,2.08,101,76
95,192.1,-22.493465,-41.931175,2.06,104,76
96,194.2,-22.493477,-41.93119,2.12,104,76
97,196.3,-22.493488,-41.931206,2.12,104,76
98,198.4,-22.4935,-41.931221,2.12,104,76
99,200.4,-22.493509,-41.931236,2.1,104,76
100,202.5,-22.493521,-41.931251,2.08,104,76
101,204.6,-22.493532,-41.931267,2.08,104,76
102,206.3,-22.493542,-41.931278,2,104,76
103,208.4,-22.493553,-41.931293,2,104,76
104,210.1,-22.493563,-41.931305,1.94,104,76
105,212.3,-22.493574,-41.93132,1.96,105,76
106,214.1,-22.493582,-41.931335,1.9,105,76
107,216.1,-22.493591,-41.931351,1.96,105,76
108,218,-22.493599,-41.931366,1.92,105,76
109,220.2,-22.493605,-41.931385,2.02,105,76
110,222.4,-22.493612,-41.931404,2.02,107,76
111,224.2,-22.493618,-41.931419,2.02,107,76
112,226.4,-22.493626,-41.931438,2.06,107,76
113,228.4,-22.493635,-41.931454,2.08,107,76
114,230.5,-22.493647,-41.931469,2.06,107,76
115,232.4,-22.493658,-41.93148,2,105,76
116,234.4,-22.493671,-41.931492,2.04,105,76
117,235.9,-22.493685,-41.931492,1.9,105,76
118,237.8,-22.4937,-41.931492,1.88,105,76
119,239.5,-22.493713,-41.931484,1.8,105,76
120,241.5,-22.493727,-41.931473,1.82,107,75
121,243.4,-22.493738,-41.931461,1.8,107,75
122,245.8,-22.49375,-41.931442,1.98,107,75
123,247.9,-22.493761,-41.931427,2.02,107,75
124,250.4,-22.493772,-41.931408,2.18,107,75
125,252.5,-22.493784,-41.931393,2.2,107,75
126,254.9,-22.493795,-41.931374,2.3,107,75
127,257.5,-22.493809,-41.931354,2.34,107,75
128,259.6,-22.49382,-41.931339,2.34,107,75
129,262.1,-22.493834,-41.93132,2.34,107,75
130,264.4,-22.493847,-41.931305,2.38,106,76
131,266.7,-22.49386,-41.93129,2.36,106,76
132,269.1,-22.493875,-41.931274,2.32,106,76
133,271,-22.493891,-41.931267,2.28,106,76
134,273.4,-22.493908,-41.931255,2.26,106,76
135,275.6,-22.493927,-41.931251,2.24,106,76
136,277.9,-22.493946,-41.931251,2.24,106,76
137,280.1,-22.493965,-41.931255,2.2,106,76
138,282.5,-22.493982,-41.931267,2.3,106,76
139,284.8,-22.493999,-41.931278,2.28,106,76
140,287.4,-22.494017,-41.931293,2.36,107,76
141,289.6,-22.49403,-41.931309,2.34,107,76
142,292.1,-22.494041,-41.931328,2.4,107,76
143,294.2,-22.494053,-41.931343,2.34,107,76
144,296.5,-22.494062,-41.931362,2.34,107,76
145,298.7,-22.49407,-41.931381,2.26,107,76
146,301,-22.494078,-41.9314,2.28,107,76
147,302.9,-22.494085,-41.931416,2.16,107,76
148,305.2,-22.494095,-41.931435,2.2,107,76
149,307.2,-22.494104,-41.93145,2.14,107,76
150,309.3,-22.494116000000002,-41.931465,2.12,107,76
151,311.4,-22.494127,-41.93148,2.08,107,76
152,313.7,-22.494141,-41.931496,2.16,107,76
153,315.9,-22.494154,-41.931511,2.14,107,76
154,317.9,-22.494167,-41.931522,2.14,107,76
155,320.2,-22.494181,-41.931538,2.18,109,76
156,322.5,-22.494194,-41.931553,2.22,109,76
157,324.7,-22.494207,-41.931568,2.2,109,76
158,326.8,-22.494219,-41.931583,2.18,109,76
159,329,-22.49423,-41.931599,2.22,109,76
160,331.1,-22.494242,-41.931614,2.18,109,76
161,333.2,-22.494253,-41.931629,2.14,109,76
162,335.3,-22.494265,-41.931644,2.12,109,76
163,337.4,-22.494276,-41.93166,2.12,109,76
164,339.5,-22.494287,-41.931675,2.1,109,76
165,341.7,-22.494299,-41.93169,2.12,111,76
166,343.8,-22.49431,-41.931705,2.12,111,76
167,345.9,-22.494322,-41.931721,2.12,111,76
168,348,-22.494333,-41.931736,2.12,111,76
169,350.1,-22.494345,-41.931751,2.12,111,76
170,352.3,-22.494356,-41.931766,2.12,112,76
171,354.6,-22.494366,-41.931786,2.16,112,76
172,356.6,-22.494375,-41.931801,2.14,112,76
173,358.9,-22.494385,-41.93182,2.18,112,76
174,360.8,-22.494392,-41.931835,2.14,112,76
175,363,-22.4944,-41.931854,2.14,112,76
176,365.3,-22.494408,-41.931873,2.14,112,76
177,367.8,-22.494413,-41.931896,2.24,112,76
178,369.9,-22.494417,-41.931915,2.2,112,76
179,372,-22.494421,-41.931934,2.24,112,76
180,374.5,-22.494425,-41.931957,2.3,112,76
181,376.6,-22.494427,-41.931976,2.26,112,76
182,378.6,-22.494429,-41.931995,2.16,112,76
183,381.1,-22.49443,-41.932018,2.24,112,76
184,383.2,-22.49443,-41.932037,2.24,112,76
185,385.6,-22.49443,-41.93206,2.22,111,75
186,387.7,-22.49443,-41.932079,2.22,111,75
187,389.7,-22.494429,-41.932098,2.22,111,75
188,391.8,-22.494427,-41.932117,2.14,111,75
189,394.3,-22.494425,-41.93214,2.22,111,75
190,396.3,-22.494423,-41.932159,2.14,112,76
191,398.5,-22.494417,-41.932178,2.16,112,76
192,400.7,-22.494411,-41.932198,2.2,112,76
193,402.9,-22.494404,-41.932217,2.22,112,76
194,404.9,-22.494394,-41.932232,2.12,112,76
195,407.2,-22.494385,-41.932251,2.18,110,76
196,409.3,-22.494373,-41.932266,2.16,110,76
197,411.6,-22.494366,-41.932285,2.18,110,76
198,413.5,-22.494358,-41.932301,2.12,110,76
199,415.6,-22.494354,-41.93232,2.14,110,76
200,417.6,-22.494354,-41.932339,2.08,111,76
201,419.3,-22.494356,-41.932354,2,111,76
202,421.5,-22.494362,-41.932373,1.98,111,76
203,423.5,-22.494371,-41.932388,2,111,76
204,425.4,-22.494381,-41.932403,1.96,111,76
205,427.4,-22.494394,-41.932415,1.96,110,76
206,429.7,-22.494408,-41.93243,2.08,110,76
207,431.7,-22.494421,-41.932442,2.04,110,76
208,433.7,-22.494434,-41.932453,2.04,110,76
209,435.7,-22.494448,-41.932465,2.06,110,76
210,437.6,-22.494463,-41.932472,2.04,109,77
211,439.3,-22.494476,-41.932476,1.92,109,77
212,441.1,-22.494491,-41.932476,1.88,109,77
213,442.5,-22.494503,-41.932472,1.76,109,77
214,444.3,-22.494516,-41.932465,1.72,109,77
215,446.3,-22.494526,-41.932449,1.74,113,77
216,448.3,-22.494535,-41.932434,1.8,113,77
217,450.2,-22.494543,-41.932419,1.82,113,77
218,452.5,-22.494553,-41.9324,2,113,77
219,454.7,-22.49456,-41.932381,2.08,113,77
