time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397425,-41.786751,0,110
5,0,-22.397425,-41.786751,0,110
6,0.8,-22.397423,-41.786743,0.133,110
7,3,-22.397413,-41.786724,0.429,110
8,4.5,-22.397406,-41.786713,0.563,110
9,6.7,-22.397396,-41.786694,0.744,110
10,8.9,-22.397386,-41.786674,1.78,116
11,11.2,-22.397377,-41.786655,2.08,116
12,13.1,-22.397367,-41.78664,2.02,116
13,15.4,-22.397356,-41.786621,2.18,116
14,17.3,-22.397346,-41.786606,2.12,116
15,19.6,-22.397335000000002,-41.786587,2.14,119
16,21.5,-22.397325,-41.786571,2.06,119
17,23.6,-22.397314,-41.786556,2.1,119
18,25.5,-22.397305,-41.786541,2.02,119
19,27.5,-22.397293,-41.786526,2.04,119
20,29.7,-22.397284,-41.786507,2.02,119
21,31.5,-22.397276,-41.786491,2,119
22,33.7,-22.397266,-41.786472,2.02,119
23,35.5,-22.397259,-41.786457,2,119
24,37.3,-22.397251,-41.786442,1.96,119
25,39.5,-22.397242,-41.786423,1.96,118
26,41.3,-22.397234,-41.786407,1.96,118
27,43.5,-22.397224,-41.786388,1.96,118
28,45.3,-22.397217,-41.786373,1.96,118
29,47.5,-22.397207,-41.786354,2.04,118
30,49.5,-22.397196,-41.786339,2,119
31,51.8,-22.397186,-41.78632,2.1,119
32,53.7,-22.397177,-41.786304,2.04,119
33,55.9,-22.397167,-41.786285,2.12,119
34,57.8,-22.397158,-41.78627,2.06,119
35,60,-22.397148,-41.786251,2.1,120
36,62,-22.397137,-41.786236,2.04,120
37,64.2,-22.397129,-41.786217,2.1,120
38,66.4,-22.39712,-41.786198,2.1,120
39,68.3,-22.39711,-41.786182,2.1,120
40,70.5,-22.3971,-41.786163,2.1,120
41,72.4,-22.397091,-41.786148,2.08,120
42,74.7,-22.397081,-41.786129,2.1,120
43,76.9,-22.397072,-41.78611,2.1,120
44,78.8,-22.397062,-41.786095,2.1,120
45,80.7,-22.397053,-41.786079,2.04,122
46,82.9,-22.397043,-41.78606,2.1,122
47,84.8,-22.397034,-41.786045,2.02,122
48,86.7,-22.397024,-41.78603,1.96,122
49,88.7,-22.397013,-41.786015,1.98,122
50,90.4,-22.397001,-41.786003,1.94,124
51,92.6,-22.396988,-41.785988,1.94,124
52,94.8,-22.396975,-41.785973,2,124
53,96.7,-22.396961,-41.785961,2,124
54,99.1,-22.396948,-41.785942,2.08,124
55,101.3,-22.396934,-41.785927,2.18,124
56,103.9,-22.396919,-41.785908,2.26,124
57,106.3,-22.396906,-41.785889,2.3,124
58,109.1,-22.396889,-41.78587,2.48,124
59,112.1,-22.396871,-41.785847,2.6,124
60,115.1,-22.396854,-41.785824,2.76,125
61,118.4,-22.396833,-41.785801,2.9,125
62,122.2,-22.39681,-41.785774,3.18,125
63,125.8,-22.39679,-41.785748,3.34,125
64,129.5,-22.396767,-41.785721,3.48,125
65,133.3,-22.396744,-41.785694,3.64,129
66,137.3,-22.396721,-41.785664,3.78,129
67,141.2,-22.3967,-41.785633,3.8,129
68,145,-22.396681,-41.785602,3.84,129
69,148.8,-22.396662,-41.785572,3.86,129
70,152.8,-22.396645,-41.785538,3.9,134
71,156.6,-22.396625,-41.785507,3.86,134
72,160.5,-22.39661,-41.785473,3.86,134
73,164.2,-22.396593,-41.785442,3.84,134
74,168.2,-22.396576,-41.785408,3.88,134
75,171.9,-22.396559,-41.785377,3.82,139
76,175.9,-22.396542,-41.785343,3.86,139
77,179.6,-22.396524,-41.785313,3.82,139
78,183.2,-22.396507,-41.785282,3.8,139
79,187,-22.396488,-41.785252,3.76,139
80,190.8,-22.396469,-41.785221,3.78,146
81,194.6,-22.39645,-41.785191,3.74,146
82,198.5,-22.396429,-41.78516,3.78,146
83,202,-22.39641,-41.785133,3.76,146
84,205.4,-22.396391,-41.785107000000004,3.68,146
85,208.6,-22.396372,-41.785084,3.56,152
86,211.8,-22.396353,-41.785061,3.44,152
87,214.5,-22.396336,-41.785042,3.2,152
88,216.8,-22.39632,-41.785026,2.96,152
89,219,-22.396307,-41.785011,2.72,152
90,220.9,-22.396294,-41.785,2.46,155
91,222.6,-22.396282,-41.784988,2.16,155
92,224.2,-22.396273,-41.784977,1.94,155
93,225.7,-22.396261,-41.784969,1.78,155
94,227.3,-22.396252,-41.784958,1.66,155
95,228.7,-22.396244,-41.784946,1.56,157
96,230.3,-22.396234,-41.784935,1.54,157
97,231.8,-22.396227,-41.784923,1.52,157
98,233.2,-22.396219,-41.784912,1.5,157
99,235,-22.396212,-41.784897,1.54,157
100,236.8,-22.396204,-41.784882,1.62,155
101,238.6,-22.396196,-41.784866,1.66,155
102,240.3,-22.396189,-41.784851,1.7,155
103,242.1,-22.396181,-41.784836,1.78,155
104,243.9,-22.396173,-41.784821,1.78,155
105,245.7,-22.396166,-41.784805,1.78,152
106,247.5,-22.396158,-41.78479,1.78,152
107,249.3,-22.396151,-41.784775,1.8,152
108,251.4,-22.396143,-41.784756,1.86,152
109,252.8,-22.396135,-41.784744,1.78,152
110,254.6,-22.396128,-41.784729,1.78,150
111,256.5,-22.396118,-41.784714,1.8,150
112,258,-22.396111,-41.784702,1.74,150
113,259.4,-22.396103,-41.784691,1.6,150
114,260.9,-22.396095,-41.784679,1.62,150
115,262.3,-22.396088,-41.784668,1.54,148
116,263.8,-22.39608,-41.784657,1.46,148
117,265.1,-22.396074,-41.784645,1.42,148
118,266.6,-22.396067,-41.784634,1.44,148
119,268.3,-22.396059,-41.784618,1.48,148
120,269.8,-22.396051,-41.784607,1.5,146
121,271.2,-22.396044,-41.784595,1.48,146
122,272.7,-22.396036,-41.784584,1.52,146
123,274.5,-22.396028,-41.784569,1.58,146
124,276.1,-22.396019,-41.784557,1.56,146
125,277.9,-22.396011,-41.784542,1.62,144
126,279.4,-22.396002,-41.784531,1.64,144
127,281.2,-22.395994,-41.784515,1.7,144
128,282.7,-22.395987,-41.784504,1.64,144
129,284.5,-22.395979,-41.784489,1.68,144
130,285.9,-22.395971,-41.784477,1.6,142
131,287.7,-22.395964,-41.784462,1.66,142
132,289.1,-22.395956,-41.78445,1.58,142
133,290.9,-22.395948,-41.784435,1.64,142
134,292.5,-22.395939,-41.784424,1.6,142
135,294.4,-22.395929,-41.784408,1.7,140
136,295.8,-22.395922,-41.784397,1.62,140
137,297.4,-22.395912,-41.784386,1.66,140
138,299.2,-22.395904,-41.78437,1.66,140
139,301,-22.395897,-41.784355,1.7,140
140,302.4,-22.395889,-41.784344,1.6,138
141,304.6,-22.395882,-41.784325,1.76,138
142,306.4,-22.395874,-41.784309,1.8,138
143,308.6,-22.395864,-41.78429,1.88,138
144,311.2,-22.395855,-41.784267,2.04,138
145,313.8,-22.395845,-41.784244,2.28,137
146,316.4,-22.395834,-41.784222,2.36,137
147,319.9,-22.395821,-41.784191,2.7,137
148,323,-22.395807,-41.784164,2.88,137
149,326.5,-22.395794,-41.784134,3.06,137
150,330.1,-22.395779,-41.784103,3.26,138
151,334.1,-22.395761,-41.784069,3.54,138
152,337.8,-22.395744,-41.784039,3.58,138
153,341.4,-22.395727,-41.784008,3.68,138
154,345.1,-22.39571,-41.783977,3.72,138
155,348.6,-22.395691,-41.783951,3.7,140
156,352.2,-22.395674,-41.78392,3.62,140
157,355.9,-22.395657,-41.78389,3.62,140
158,359.7,-22.395638,-41.783859,3.66,140
159,363.4,-22.39562,-41.783829,3.66,140
160,367,-22.395603,-41.783798,3.68,144
161,370.7,-22.395586,-41.783768,3.7,144
162,374.4,-22.395569,-41.783737,3.7,144
163,378,-22.395552,-41.783707,3.66,144
164,381.7,-22.395534,-41.783676,3.66,144
165,385.5,-22.395515,-41.783646,3.7,147
166,389.3,-22.395496,-41.783615,3.72,147
167,393.1,-22.395477,-41.783585,3.74,147
168,396.4,-22.39546,-41.783558,3.68,147
169,400.2,-22.395441,-41.783527,3.7,147
170,403.6,-22.395424,-41.783501,3.62,153
171,407.1,-22.395409,-41.78347,3.56,153
172,410.1,-22.395397,-41.783443,3.4,153
173,413.3,-22.395384,-41.783417,3.38,153
174,415.9,-22.395374,-41.783394,3.14,153
175,418.4,-22.395365,-41.783371,2.96,156
176,420.7,-22.395355,-41.783352,2.72,156
177,422.8,-22.395348,-41.783333,2.54,156
178,424.7,-22.395338,-41.783318,2.28,156
179,426.1,-22.39533,-41.783306,2.04,156
180,427.6,-22.395323,-41.783295,1.84,160
181,429,-22.395315,-41.783283,1.66,160
182,430.5,-22.395308,-41.783272,1.54,160
183,431.6,-22.3953,-41.783264,1.38,160
184,433.2,-22.39529,-41.783253,1.42,160
185,434.7,-22.395283,-41.783241,1.42,159
186,436.1,-22.395275,-41.78323,1.42,159
187,437.9,-22.395267,-41.783214,1.48,159
188,439.4,-22.39526,-41.783203,1.56,159
189,441.2,-22.395252,-41.783188,1.6,159
190,442.9,-22.395246,-41.783173,1.64,157
191,444.6,-22.395239,-41.783157,1.7,157
192,446.3,-22.395233,-41.783142,1.68,157
193,448.1,-22.395225,-41.783127,1.74,157
194,449.5,-22.39522,-41.783115,1.66,157
195,451.2,-22.395212,-41.7831,1.66,155
196,452.9,-22.395206,-41.783085,1.66,155
197,454.4,-22.395199,-41.783073,1.62,155
198,456.1,-22.395193,-41.783058,1.6,155
199,457.8,-22.395187,-41.783043,1.66,155
200,459.5,-22.39518,-41.783028,1.66,151
201,461.2,-22.395174,-41.783012,1.66,151
202,462.9,-22.395168,-41.782997,1.7,151
203,464.7,-22.395161,-41.782982,1.72,151
204,466.4,-22.395155,-41.782967,1.72,151
205,468.2,-22.395147,-41.782951,1.74,148
