time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492634,-41.930069,0,107,82
1,0,-22.492634,-41.930069,0,107,82
2,1.3,-22.492624,-41.930077,0.65,107,82
3,4.5,-22.492622,-41.930107,1.5,107,82
4,6.8,-22.492622,-41.93013,1.7,107,82
5,9.6,-22.492628,-41.930157,1.92,107,82
6,12.6,-22.492638,-41.930183,2.52,107,82
7,15.4,-22.492651,-41.930206,2.82,107,82
8,18.7,-22.492668,-41.930233,2.84,107,82
9,22,-22.492685,-41.93026,3.04,107,82
10,25.2,-22.492704,-41.930283,3.12,112,85
11,28.4,-22.492723,-41.930305,3.16,112,85
12,31.8,-22.492743,-41.930332,3.28,112,85
13,35.2,-22.492763,-41.930355,3.3,112,85
14,38.8,-22.492784,-41.930382,3.36,112,85
15,42.3,-22.492805,-41.930408,3.42,116,91
16,46,-22.492826,-41.930435,3.52,116,91
17,49.5,-22.492847,-41.930462,3.54,116,91
18,53.2,-22.492868,-41.930489,3.6,116,91
19,56.9,-22.492891,-41.930515,3.62,116,91
20,60.5,-22.492912,-41.930542,3.64,123,91
21,64.5,-22.492935,-41.930572,3.7,123,91
22,68.3,-22.492958,-41.930599,3.76,123,91
23,72,-22.492981,-41.930626,3.76,123,91
24,75.8,-22.493004,-41.930653,3.78,123,91
25,79.8,-22.493027,-41.930683,3.86,129,92
26,83.7,-22.493051,-41.93071,3.84,129,92
27,87.6,-22.493076,-41.930736,3.86,129,92
28,91.5,-22.493101,-41.930763,3.9,129,92
29,95.6,-22.493126,-41.930794,3.96,129,92
30,99.7,-22.493153,-41.93082,3.98,136,91
31,103.6,-22.493177,-41.930847,3.98,136,91
32,103.6,-22.493204,-41.930874,3.2,136,91
33,107.3,-22.493227,-41.930901,3.16,136,91
34,111.2,-22.493252,-41.930927,3.12,136,91
35,114.8,-22.493273,-41.930954,3.02,144,90
36,118.1,-22.493294,-41.930977,2.9,144,90
37,121.2,-22.493315,-41.930996,3.52,144,90
38,124.3,-22.493334,-41.931019,3.4,144,90
39,127.2,-22.493353,-41.931038,3.2,144,90
40,130.1,-22.493372,-41.931057,3.06,147,88
41,132.8,-22.493389,-41.931076,2.94,147,88
42,135.4,-22.493404,-41.931095,2.84,147,88
43,138,-22.49342,-41.931114,2.74,147,88
44,140.6,-22.493435,-41.931133,2.68,147,88
45,143.2,-22.49345,-41.931152,2.62,147,86
46,145.5,-22.493465,-41.931168,2.54,147,86
47,148,-22.493479,-41.931187,2.52,147,86
48,150.4,-22.493492,-41.931206,2.48,147,86
49,152.8,-22.493507,-41.931221,2.44,147,86
50,154.9,-22.493521,-41.931236,2.34,146,84
51,157.4,-22.493534,-41.931255,2.38,146,84
52,159.5,-22.493547,-41.931271,2.3,146,84
53,161.7,-22.493561,-41.931286,2.26,146,84
54,163.7,-22.493572,-41.931301,2.18,146,84
55,165.9,-22.493586,-41.931316,2.2,146,82
56,167.9,-22.493597,-41.931332,2.1,146,82
57,169.9,-22.493608,-41.931347,2.08,146,82
58,171.6,-22.49362,-41.931358,1.98,146,82
59,173.4,-22.493631,-41.93137,1.94,146,82
60,174.7,-22.493641,-41.931377,1.76,144,80
61,176.1,-22.493649,-41.931389,1.64,144,80
62,177.4,-22.493658,-41.931396,1.5,144,80
63,178.6,-22.493666,-41.931404,1.4,144,80
64,179.8,-22.493673,-41.931412,1.28,144,80
65,180.8,-22.493679,-41.931419,1.22,145,78
66,181.9,-22.493687,-41.931427,1.16,145,78
67,183.1,-22.493694,-41.931435,1.14,145,78
68,184.2,-22.493702,-41.931442,1.12,145,78
69,185.1,-22.493706,-41.93145,1.06,145,78
70,186.4,-22.49371,-41.931461,1.12,145,78
71,187.2,-22.493711,-41.931469,1.06,145,78
72,188.4,-22.49371,-41.93148,1.06,145,78
73,189.6,-22.493706,-41.931492,1.08,145,78
74,191,-22.4937,-41.931503,1.18,145,78
75,192,-22.493694,-41.931511,1.12,145,76
76,193.1,-22.493687,-41.931519,1.18,145,76
77,194.3,-22.493679,-41.931526,1.18,145,76
78,195.2,-22.493671,-41.93153,1.12,145,76
