time,distance,lat,lng,velocity_smooth
166,490.5,-22.395035,-41.782768,2.86
167,493.4,-22.39502,-41.782745,2.86
168,496.2,-22.395006,-41.782722,2.86
169,499.4,-22.394991,-41.782696,2.94
170,502.2,-22.394978,-41.782673,2.92
171,505.3,-22.394964,-41.782646,2.96
172,508,-22.394953,-41.782623,2.92
173,511,-22.394941,-41.782597,2.96
174,513.9,-22.394932,-41.78257,2.9
175,517,-22.39492,-41.782543,2.96
176,519.9,-22.394911,-41.782516,2.92
177,523.3,-22.394899,-41.782486,3.06
178,525.9,-22.39489,-41.782463,2.98
179,528.8,-22.39488,-41.782436,2.98
180,531.8,-22.394871,-41.78241,2.96
181,533.9,-22.394863,-41.782391,2.8
182,536.4,-22.394855,-41.782368,2.62
183,538.5,-22.39485,-41.782349,2.52
184,540.5,-22.394844,-41.78233,2.34
185,542.5,-22.39484,-41.78231,2.14
186,544.1,-22.394838,-41.782295,2.04
187,545.7,-22.394836,-41.78228,1.86
188,547.3,-22.394834,-41.782265,1.76
189,548.8,-22.394834,-41.782249,1.66
190,550,-22.394833,-41.782238,1.5
191,551.6,-22.394831,-41.782223,1.5
192,552.8,-22.394829,-41.782211,1.42
193,554.4,-22.394827,-41.782196,1.42
194,555.6,-22.394825,-41.782185,1.36
195,556.8,-22.394825,-41.782173,1.36
196,558,-22.394823,-41.782162,1.28
197,559.2,-22.394821,-41.78215,1.28
198,560.4,-22.394819,-41.782139,1.2
199,561.3,-22.394815,-41.782131,1.14
200,562.5,-22.394812,-41.78212,1.14
201,563.8,-22.394806,-41.782108,1.16
202,564.7,-22.394802,-41.782101,1.1
203,566,-22.394798,-41.782089,1.12
204,567.2,-22.394794,-41.782078,1.18
205,568.8,-22.394791,-41.782062,1.26
206,570.1,-22.394787,-41.782051,1.26
207,571.7,-22.394783,-41.782036,1.4
208,573,-22.394779,-41.782024,1.4
209,574.6,-22.394775,-41.782009,1.48
210,576.3,-22.39477,-41.781994,1.5
211,577.6,-22.394764,-41.781982,1.5
212,579.3,-22.394758,-41.781967,1.52
213,580.8,-22.394751,-41.781956,1.56
215,582.1,-22.394745,-41.781944,1.16
216,583.6,-22.394737,-41.781933,1.2
217,585,-22.39473,-41.781921,1.14
218,586.5,-22.394722,-41.78191,1.14
219,587.6,-22.394714,-41.781902,1.133
220,589.1,-22.394707,-41.781891,1.4
221,590.5,-22.394699,-41.781879000000004,1.38
222,591.5,-22.394693,-41.781872,1.3
223,592.9,-22.394688,-41.78186,1.28
224,593.9,-22.394682,-41.781853,1.26
225,595.2,-22.394676,-41.781841,1.22
226,596.7,-22.394669,-41.78183,1.24
227,598,-22.394663,-41.781818,1.3
228,599.5,-22.394655,-41.781807,1.32
229,600.9,-22.394648,-41.781795,1.4
230,601.9,-22.394642,-41.781788,1.34
231,603.4,-22.394634,-41.781776,1.34
232,605,-22.394625,-41.781765,1.4
233,606.4,-22.394617,-41.781754,1.38
234,607.6,-22.394609,-41.781746,1.34
235,609,-22.394602,-41.781734,1.42
236,610.3,-22.394596,-41.781723,1.38
237,611.8,-22.394588,-41.781712,1.36
238,613.4,-22.394579,-41.7817,1.4
239,615,-22.394569,-41.781689,1.48
240,616.7,-22.394558,-41.781677,1.54
241,618.4,-22.394545,-41.78167,1.62
242,620.4,-22.394529,-41.781658,1.72
243,622.3,-22.394516,-41.781647,1.78
244,624.4,-22.394505,-41.781631,1.88
245,626.3,-22.394491,-41.78162,1.92
246,628.3,-22.39448,-41.781605,1.98
247,630.4,-22.394466,-41.781589,2
248,632.5,-22.394455,-41.781574,2.04
249,634.8,-22.394444,-41.781555,2.08
250,636.8,-22.394432,-41.78154,2.1
251,639,-22.394419,-41.781525,2.14
252,641.3,-22.394407,-41.781506,2.18
253,643.3,-22.394396,-41.78149,2.16
254,645.5,-22.394386,-41.781471,2.14
255,647.5,-22.394377,-41.781456,2.14
256,649.5,-22.394365,-41.781441,2.1
257,651.7,-22.394356,-41.781422,2.08
258,653.6,-22.394346,-41.781406,2.06
259,655.8,-22.394337,-41.781387,2.06
260,657.7,-22.394327,-41.781372,2.04
261,659.9,-22.394318,-41.781353,2.08
262,661.8,-22.394308,-41.781338,2.02
263,663.6,-22.3943,-41.781322,2
264,665.8,-22.394293,-41.781303,2
265,667.5,-22.394285,-41.781288,1.96
266,669.3,-22.394278,-41.781273,1.88
267,671.1,-22.39427,-41.781258,1.86
268,672.8,-22.394264,-41.781242,1.84
269,674.9,-22.394258,-41.781223,1.82
270,676.6,-22.394251,-41.781208,1.82
271,678.3,-22.394245,-41.781193,1.8
272,680.1,-22.394237,-41.781178,1.8
273,682.3,-22.39423,-41.781158,1.9
274,684,-22.394222,-41.781143,1.82
275,685.8,-22.394215,-41.781128,1.84
276,687.9,-22.394209,-41.781109,1.92
277,689.5,-22.394207,-41.781094,1.88
278,691.5,-22.394203,-41.781075,1.84
279,693.8,-22.394201,-41.781052,1.96
280,695.8,-22.394199,-41.781033,2
281,697.8,-22.394195,-41.781013,1.98
282,699.9,-22.39419,-41.780994,2.08
283,701.6,-22.394184,-41.780979,2.02
284,702.9,-22.394178,-41.780968,1.82
285,703.5,-22.394173,-41.780968,1.54
286,703.9,-22.394173,-41.780971,1.22
287,705.1,-22.394173,-41.780983,1.04
288,706.8,-22.394178,-41.780998,1.04
289,708.9,-22.394186,-41.781017,1.2
290,711.2,-22.394195,-41.781036,1.54
291,713.4,-22.394205,-41.781055,1.9
292,716,-22.394215,-41.781078,2.18
293,718.4,-22.394228,-41.781097,2.32
294,721.1,-22.394239,-41.78112,2.44
295,723.8,-22.394251,-41.781143,2.52
296,726.6,-22.394264,-41.781166,2.64
297,729,-22.394278,-41.781185,2.6
298,731.8,-22.394291,-41.781208,2.68
299,734.4,-22.394306,-41.781227,2.66
300,736.9,-22.394319,-41.781246,2.62
301,739.8,-22.394335,-41.781269,2.64
302,742.2,-22.394348,-41.781288,2.64
303,744.8,-22.394363,-41.781307,2.6
304,747.6,-22.394377,-41.78133,2.64
305,750.4,-22.39439,-41.781353,2.7
306,753.3,-22.394405,-41.781376,2.7
307,756.4,-22.394419,-41.781403,2.84
308,759.2,-22.394432,-41.781425,2.88
309,762.4,-22.394447,-41.781452,2.96
310,765.7,-22.394463,-41.781479,3.06
311,769.3,-22.39448,-41.781509,3.2
312,772.9,-22.394495,-41.78154,3.3
313,776.5,-22.39451,-41.78157,3.46
314,779.9,-22.394524,-41.781601,3.5
315,783,-22.394537,-41.781628,3.46
316,786.6,-22.394552,-41.781658,3.46
317,790.1,-22.394566,-41.781689,3.44
318,793.3,-22.394581,-41.781715,3.36
319,796.5,-22.394596,-41.781742,3.32
320,799.9,-22.394613,-41.781769,3.38
321,803.2,-22.39463,-41.781795,3.32
322,806.6,-22.394648,-41.781822,3.3
323,809.6,-22.394665,-41.781845,3.26
324,813.1,-22.394684,-41.781872,3.32
325,816.3,-22.394699,-41.781898,3.28
326,819.6,-22.394716,-41.781925,3.28
327,822.8,-22.39473,-41.781952,3.24
328,826.2,-22.394743,-41.781982,3.32
329,829.3,-22.394756,-41.782009,3.24
330,832.8,-22.39477,-41.78204,3.3
331,835.8,-22.394781,-41.782066,3.24
332,838.9,-22.394793,-41.782093,3.22
333,842.3,-22.394806,-41.782124,3.22
334,845.5,-22.394819,-41.78215,3.24
335,848.5,-22.394831,-41.782177,3.14
336,852,-22.394844,-41.782207,3.24
337,855,-22.394855,-41.782234,3.22
338,858.5,-22.394869,-41.782265,3.24
339,861.5,-22.39488,-41.782291,3.2
340,864.6,-22.394894,-41.782318,3.22
341,868.1,-22.394907,-41.782349,3.22
342,871.2,-22.39492,-41.782375,3.24
343,874.4,-22.394936,-41.782402,3.18
344,877.9,-22.394949,-41.782433,3.28
345,881.1,-22.394964,-41.782459,3.3
346,884.3,-22.394979,-41.782486,3.24
347,887.8,-22.394993,-41.782516,3.32
348,891,-22.395008,-41.782543,3.32
349,894.3,-22.395023,-41.78257,3.28
350,897.4,-22.395037,-41.782597,3.26
351,900.6,-22.395052,-41.782623,3.26
352,903.8,-22.395065,-41.78265,3.2
353,907.3,-22.395081,-41.78268,3.26
354,910.4,-22.395094,-41.782707,3.22
355,913.7,-22.395109,-41.782734,3.26
356,916.9,-22.395124,-41.782761,3.26
357,920,-22.395138,-41.782787,3.24
358,923.2,-22.395153,-41.782814,3.18
359,926.4,-22.395166,-41.782841,3.2
360,929.6,-22.395182,-41.782867,3.18
361,932.7,-22.395195,-41.782894,3.16
362,935.8,-22.395208,-41.782921,3.16
363,938.8,-22.39522,-41.782948,3.12
364,942.3,-22.395233,-41.782978,3.18
365,945.5,-22.395246,-41.783005,3.18
366,948.6,-22.39526,-41.783031,3.18
367,951.6,-22.395271,-41.783058,3.16
368,954.6,-22.395283,-41.783085,3.16
369,958.1,-22.395296,-41.783115,3.16
370,961.1,-22.395308,-41.783142,3.12
371,964.2,-22.395321,-41.783169,3.12
372,967.4,-22.395334,-41.783195,3.16
373,970.5,-22.395348,-41.783222,3.18
374,973.6,-22.395361,-41.783249,3.1
375,976.7,-22.395374,-41.783276,3.12
376,979.8,-22.395386,-41.783302,3.12
377,982.9,-22.395399,-41.783329,3.1
378,986,-22.395412,-41.783356,3.1
379,989.5,-22.395426,-41.783386,3.18
380,992.7,-22.395441,-41.783413,3.2
381,996.2,-22.395454,-41.783443,3.28
382,999.3,-22.395468,-41.78347,3.28
383,1002.8,-22.395481,-41.783501,3.36
384,1005.9,-22.395494,-41.783527,3.28
385,1009.3,-22.395508,-41.783558,3.32
386,1012.6,-22.395523,-41.783585,3.28
387,1015.7,-22.395536,-41.783611,3.28
388,1019.2,-22.39555,-41.783642,3.28
389,1022.4,-22.395565,-41.783668,3.3
390,1025.7,-22.395582,-41.783695,3.28
391,1029.3,-22.395597,-41.783726,3.34
392,1032.5,-22.395613,-41.783752,3.36
393,1035.8,-22.395628,-41.783779,3.32
394,1038.7,-22.395643,-41.783802,3.26
395,1041.9,-22.395658,-41.783829,3.24
396,1045,-22.395672,-41.783855,3.14
397,1048.1,-22.395685,-41.783882,3.12
398,1051.3,-22.3957,-41.783909,3.1
399,1054.5,-22.395714,-41.783936,3.16
400,1057.7,-22.395729,-41.783962,3.16
401,1060.8,-22.395742,-41.783989,3.16
402,1064.5,-22.39576,-41.784019,3.28
403,1067.7,-22.395775,-41.784046,3.28
404,1070.9,-22.39579,-41.784073,3.28
405,1074.2,-22.395805,-41.7841,3.3
406,1077.4,-22.395821,-41.784126,3.32
407,1080.6,-22.395836,-41.784153,3.22
408,1083.9,-22.395851,-41.78418,3.24
409,1087.3,-22.395864,-41.78421,3.28
410,1090.6,-22.39588,-41.784237,3.28
411,1093.7,-22.395893,-41.784264,3.26
412,1096.8,-22.395906,-41.78429,3.24
413,1100.3,-22.39592,-41.784321,3.28
414,1103.5,-22.395935,-41.784347,3.24
415,1106.7,-22.39595,-41.784374,3.22
416,1109.9,-22.395965,-41.784401,3.24
417,1113.3,-22.395983,-41.784428,3.3
418,1116.3,-22.396,-41.78445,3.2
419,1119.7,-22.396017,-41.784477,3.24
420,1122.9,-22.396032,-41.784504,3.24
421,1125.9,-22.396049,-41.784527,3.2
422,1128.9,-22.396067,-41.78455,3.12
423,1132.2,-22.396082,-41.784576,3.18
424,1135.1,-22.396097,-41.784599,3.08
425,1138,-22.396112,-41.784622,3.02
426,1141.2,-22.396128,-41.784649,3.06
427,1144.1,-22.396143,-41.784672,3.04
428,1147,-22.396158,-41.784695,2.96
429,1150.2,-22.396173,-41.784721,3.02
430,1153.1,-22.396189,-41.784744,3.02
431,1156.5,-22.396206,-41.784771,3.06
432,1159.7,-22.396221,-41.784798,3.12
433,1162.7,-22.396238,-41.784821,3.14
434,1165.9,-22.396252,-41.784847,3.14
435,1169.1,-22.396267,-41.784874,3.2
436,1171.8,-22.396278,-41.784897,3.06
437,1174.9,-22.396292,-41.784923,3.04
438,1177.6,-22.396303,-41.784946,2.98
439,1180.6,-22.396315,-41.784973,2.94
440,1183.4,-22.396328,-41.784996,2.86
441,1186.5,-22.396341,-41.785023,2.94
442,1189.4,-22.396357,-41.785046,2.9
443,1191.8,-22.39637,-41.785065,2.84
444,1194.8,-22.396385,-41.785088,2.84
445,1197.3,-22.3964,-41.785107000000004,2.78
446,1200.1,-22.396414,-41.78513,2.72
447,1202.3,-22.396427,-41.785145,2.58
448,1204.6,-22.396439,-41.785164,2.56
449,1206.6,-22.39645,-41.785179,2.36
450,1208.9,-22.39646,-41.785198,2.32
451,1210.7,-22.396467,-41.785213,2.12
452,1212.6,-22.396477,-41.785229,2.06
453,1214.3,-22.396484,-41.785244,1.94
454,1216.2,-22.396494,-41.785259,1.92
455,1218.1,-22.396503,-41.785274,1.84
456,1220.1,-22.396515,-41.78529,1.88
457,1222.2,-22.396526,-41.785305,1.92
458,1224.2,-22.396538,-41.78532,1.98
459,1226.6,-22.396551,-41.785339,2.08
460,1228.4,-22.396563,-41.785351,2.06
461,1230.3,-22.396572,-41.785366,2.04
462,1232.2,-22.396582,-41.785381,2
463,1233.7,-22.396591,-41.785393,1.9
464,1235.6,-22.396601,-41.785408,1.8
465,1237.4,-22.396608,-41.785423,1.8
466,1239,-22.396618,-41.785435,1.74
467,1240.8,-22.396625,-41.78545,1.72
468,1242.7,-22.396635,-41.785465,1.8
469,1244.3,-22.396645,-41.785477,1.74
470,1246.1,-22.396652,-41.785492,1.74
471,1247.9,-22.396662,-41.785507,1.78
472,1250,-22.396673,-41.785522,1.84
473,1251.9,-22.396683,-41.785538,1.84
474,1253.6,-22.396694,-41.785549,1.86
475,1255.8,-22.396704,-41.785568,1.94
476,1257.7,-22.396713,-41.785583,1.96
477,1259.6,-22.396723,-41.785599,1.92
478,1261.2,-22.396732,-41.78561,1.86
479,1263,-22.39674,-41.785625,1.88
480,1264.8,-22.396748,-41.785641,1.8
481,1266.2,-22.396755,-41.785652,1.7
482,1267.7,-22.396763,-41.785664,1.62
483,1269.1,-22.39677,-41.785675,1.58
484,1270.6,-22.396778,-41.785686,1.52
485,1271.9,-22.396784,-41.785698,1.42
486,1273.3,-22.396791,-41.785709,1.42
487,1274.4,-22.396797,-41.785717,1.34
488,1275.8,-22.396805,-41.785728,1.34
489,1276.8,-22.39681,-41.785736,1.24
490,1278.1,-22.396814,-41.785748,1.24
491,1279.1,-22.39682,-41.785755,1.16
492,1280.3,-22.396824,-41.785767,1.18
493,1281.6,-22.396828,-41.785778,1.16
494,1282.8,-22.39683,-41.785789,1.2
495,1283.7,-22.396833,-41.785797,1.12
496,1284.9,-22.396837,-41.785809,1.16
497,1286.3,-22.396843,-41.78582,1.2
498,1287.5,-22.396847,-41.785831,1.18
499,1288.5,-22.396852,-41.785839,1.14
500,1289.8,-22.396856,-41.785851,1.22
501,1290.8,-22.396862,-41.785858,1.18
502,1292.2,-22.39687,-41.78587,1.18
503,1293.2,-22.396875,-41.785877,1.14
504,1294.7,-22.396883,-41.785889,1.24
505,1295.8,-22.396891,-41.785896,1.2
506,1297.3,-22.396898,-41.785908,1.3
507,1298.4,-22.396906,-41.785915,1.24
508,1299.5,-22.396912,-41.785923,1.26
509,1300.9,-22.396919,-41.785934,1.24
510,1301.9,-22.396925,-41.785942,1.22
511,1303.1,-22.396933,-41.78595,1.16
512,1304.4,-22.396938,-41.785961,1.2
513,1305.6,-22.396946,-41.785969,1.22
514,1307,-22.396954,-41.78598,1.22
515,1308.2,-22.396961,-41.785988,1.26
516,1309.6,-22.396969,-41.785999,1.3
517,1311.2,-22.396978,-41.786011,1.36
518,1312.7,-22.39699,-41.786018,1.42
519,1314.3,-22.396999,-41.78603,1.46
520,1315.6,-22.397009,-41.786037,1.48
521,1317.2,-22.397018,-41.786049,1.52
522,1318.3,-22.397026,-41.786056,1.42
523,1319.8,-22.397034,-41.786068,1.42
524,1320.8,-22.397039,-41.786076,1.3
525,1322.3,-22.397047,-41.786087,1.34
526,1323.5,-22.397051,-41.786098,1.26
527,1324.5,-22.397057,-41.786106,1.24
528,1326.2,-22.397062,-41.786121,1.28
529,1327.7,-22.39707,-41.786133,1.38
530,1329.1,-22.397078,-41.786144,1.36
531,1330.7,-22.397087,-41.786156,1.44
532,1332.6,-22.397097,-41.786171,1.62
533,1334.6,-22.397108,-41.786186,1.68
534,1336.5,-22.397118,-41.786201,1.76
535,1338.5,-22.397129,-41.786217,1.88
536,1340.4,-22.397139,-41.786232,1.94
537,1342.3,-22.397148,-41.786247,1.94
538,1344.2,-22.397158,-41.786262,1.92
539,1346.1,-22.397167,-41.786278,1.92
540,1347.9,-22.397175,-41.786293,1.88
541,1349.8,-22.397184,-41.786308,1.88
542,1351.6,-22.397192,-41.786324,1.86
543,1353.1,-22.397201,-41.786335,1.78
544,1354.9,-22.397209,-41.78635,1.76
545,1356.8,-22.397219,-41.786365,1.78
546,1358.6,-22.397226,-41.786381,1.76
547,1360.5,-22.397236,-41.786396,1.78
548,1361.9,-22.397243,-41.786407,1.76
549,1363.8,-22.397253,-41.786423,1.78
550,1365.6,-22.397261,-41.786438,1.76
551,1367.4,-22.397268,-41.786453,1.76
552,1368.8,-22.397276,-41.786465,1.66
553,1370.6,-22.397284,-41.78648,1.74
554,1372.1,-22.397291,-41.786491,1.66
555,1373.9,-22.397299,-41.786507,1.66
556,1375.2,-22.397305,-41.786518,1.56
557,1376.7,-22.397312,-41.78653,1.58
558,1378.4,-22.39732,-41.786545,1.56
559,1379.9,-22.397327,-41.786556,1.56
560,1381.6,-22.397333,-41.786571,1.54
561,1383,-22.397341,-41.786583,1.56
562,1384.8,-22.397348,-41.786598,1.62
563,1386.7,-22.397358,-41.786613,1.66
564,1388.6,-22.397367,-41.786629,1.74
565,1390.5,-22.397377,-41.786644,1.78
566,1392.4,-22.397386,-41.786659,1.88
567,1394.4,-22.397398,-41.786674,1.92
568,1396.3,-22.397408,-41.78669,1.92
569,1398.2,-22.397417,-41.786705,1.92
570,1400.1,-22.397427,-41.78672,1.92
571,1402,-22.397436,-41.786735,1.92
572,1403.8,-22.397444,-41.786751,1.88
573,1405.7,-22.397453,-41.786766,1.88
574,1407.1,-22.397461,-41.786777,1.78
575,1408.9,-22.397469,-41.786793,1.76
576,1410.7,-22.397476,-41.786808,1.74
577,1412.4,-22.397482,-41.786823,1.72
578,1414.2,-22.397489,-41.786838,1.7
579,1415.8,-22.397495,-41.786854,1.74
580,1416.6,-22.397495,-41.786861,1.54
581,1417.5,-22.397491,-41.786869,1.36
582,1418.2,-22.397486,-41.786869,1.16
583,1419.3,-22.397476,-41.786865,1.02
584,1421,-22.397465,-41.786854,1.04
585,1422.9,-22.397455,-41.786838,1.26
586,1424.8,-22.397446,-41.786823,1.46
587,1426.8,-22.397434,-41.786808,1.72
588,1428.7,-22.397425,-41.786793,1.88
589,1431.1,-22.397413,-41.786774,2.02
590,1433.3,-22.397404,-41.786755,2.08
591,1435.5,-22.397394,-41.786735,2.14
592,1437.7,-22.397386,-41.786716,2.18
593,1439.9,-22.397377,-41.786697,2.24
594,1442,-22.397369,-41.786678,2.18
595,1444.2,-22.397362,-41.786659,2.18
596,1446.3,-22.397354,-41.78664,2.16
597,1448.9,-22.397345,-41.786617,2.24
598,1451.1,-22.397335000000002,-41.786598,2.24
599,1453.7,-22.397325,-41.786575,2.34
600,1456,-22.397314,-41.786556,2.36
601,1458.8,-22.397301,-41.786533,2.5
602,1461.6,-22.397287,-41.78651,2.54
603,1464.4,-22.397274,-41.786488,2.66
604,1467.6,-22.397259,-41.786461,2.78
605,1470.5,-22.397243,-41.786438,2.9
606,1473.7,-22.397228,-41.786411,2.98
607,1477.1,-22.397211,-41.786385,3.1
608,1480.1,-22.397194,-41.786362,3.14
609,1483.3,-22.397179,-41.786335,3.14
610,1486.4,-22.397161,-41.786312,3.18
611,1489.7,-22.397144,-41.786285,3.2
612,1492.9,-22.397129,-41.786259,3.16
613,1496.3,-22.397112,-41.786232,3.24
614,1499.5,-22.397097,-41.786205,3.24
615,1503.1,-22.397081,-41.786175,3.34
616,1506.3,-22.397066,-41.786148,3.32
617,1509.5,-22.397051,-41.786121,3.32
618,1512.3,-22.397037,-41.786098,3.2
619,1515.5,-22.397022,-41.786072,3.2
620,1518.4,-22.397007,-41.786049,3.06
621,1521.8,-22.39699,-41.786022,3.1
622,1524.8,-22.396973,-41.785999,3.06
623,1527.7,-22.396957,-41.785976,3.08
624,1531.1,-22.39694,-41.78595,3.12
625,1534.1,-22.396923,-41.785927,3.14
626,1537.3,-22.396904,-41.785904,3.1
627,1540.3,-22.396887,-41.785881,3.1
628,1543.4,-22.396868,-41.785858,3.14
629,1546.3,-22.396849,-41.785839,3.04
630,1549.5,-22.39683,-41.785816,3.08
