time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492559,-41.929871,0,115,0
5,0,-22.492559,-41.929871,0,115,0
6,0,-22.492559,-41.929871,0,115,0
7,2.6,-22.492538,-41.929859,0.371,115,0
8,6.3,-22.492561,-41.929886,0.788,115,0
9,8.4,-22.492573,-41.929901,0.933,115,0
10,11.6,-22.492588,-41.929928,2.32,114,82
11,14.9,-22.492598,-41.929958,2.98,114,82
12,18.3,-22.492609,-41.929989,3.14,114,82
13,21.9,-22.492617,-41.930023,3.12,114,82
14,25.9,-22.49262,-41.930061,3.5,114,82
15,29.5,-22.492626,-41.930096,3.58,116,82
16,33.1,-22.492636,-41.93013,3.64,116,82
17,37,-22.492649,-41.930164,3.74,116,82
18,40.5,-22.492664,-41.930195,3.72,116,82
19,44.6,-22.492683,-41.930229,3.74,116,82
20,48.9,-22.492704,-41.930263,3.88,119,88
21,53.2,-22.492727,-41.930298,4.02,119,88
22,57.9,-22.49275,-41.930336,4.18,119,88
23,62.6,-22.492773,-41.930374,4.42,119,88
24,67,-22.492798,-41.930408,4.48,119,88
25,71.7,-22.492821,-41.930447,4.56,126,98
26,76.3,-22.492847,-41.930481,4.62,126,98
27,81.1,-22.492872,-41.930519,4.64,126,98
28,85.7,-22.492899,-41.930553,4.62,126,98
29,90.2,-22.492928,-41.930584,4.64,126,98
30,94.8,-22.492954,-41.930618,4.62,135,101
31,99.6,-22.492983,-41.930653,4.66,135,101
32,104.2,-22.493009,-41.930687,4.62,135,101
33,108.6,-22.493038,-41.930717,4.58,135,101
34,113.2,-22.493065,-41.930752,4.6,135,101
35,117.6,-22.493092,-41.930782,4.56,148,98
36,121.7,-22.493116,-41.930813,4.42,148,98
37,126.1,-22.493143,-41.930843,4.38,148,98
38,129.8,-22.493166,-41.93087,4.24,148,98
39,134,-22.493191,-41.930901,4.16,148,98
40,137.6,-22.493212,-41.930927,4,155,94
41,140.9,-22.493233,-41.93095,3.84,155,94
42,144.5,-22.493254,-41.930977,3.68,155,94
43,147.6,-22.493273,-41.931,3.56,155,94
44,150.4,-22.49329,-41.931019,3.28,155,94
