time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.509865,-41.915352,0,0,0
4,2,-22.509865,-41.915352,0.5,0,0
5,2,-22.509865,-41.915352,0.4,71,0
6,2.4,-22.509869,-41.915352,0.4,71,0
7,3.5,-22.509878,-41.915348,0.5,71,0
8,4.7,-22.509888,-41.915344,0.588,71,0
9,6,-22.509899,-41.91534,0.8,71,0
10,7.3,-22.509911,-41.915337,1.06,75,82
11,9.2,-22.509926,-41.915329,1.36,75,82
12,11.1,-22.509941,-41.915321,1.52,75,82
13,12.8,-22.509956,-41.915317,1.62,75,82
14,14.5,-22.509972,-41.915317,1.7,75,82
15,16.4,-22.509989,-41.915317,1.82,77,82
16,18.3,-22.510006,-41.915317,1.82,77,82
17,20.4,-22.510023,-41.915325,1.86,77,82
18,22.1,-22.510038,-41.915329,1.86,77,82
19,24,-22.510054,-41.915337,1.9,77,82
20,25.9,-22.510067,-41.915348,1.9,78,82
21,27.6,-22.51008,-41.915356,1.86,78,82
22,29.3,-22.510094,-41.915363,1.78,78,82
23,31,-22.510105,-41.915375,1.78,78,82
24,32.7,-22.510118,-41.915382,1.74,78,82
25,34.4,-22.510132,-41.91539,1.7,84,82
26,36.3,-22.510145,-41.915401,1.74,84,82
27,37.9,-22.510159,-41.915409,1.72,84,82
28,39.8,-22.510172,-41.91542,1.76,84,82
29,41.5,-22.510185,-41.915428,1.76,84,82
30,43.6,-22.5102,-41.91544,1.84,86,82
31,45.2,-22.510214,-41.915447,1.78,86,82
32,47.3,-22.510229,-41.915459,1.88,86,82
33,49,-22.510242,-41.915466,1.84,86,82
34,51,-22.510258,-41.915478,1.9,86,82
35,52.7,-22.510271,-41.915485,1.82,87,82
36,54.6,-22.510286,-41.915493,1.88,87,82
37,56.5,-22.510302,-41.915501,1.84,87,82
38,58,-22.510315,-41.915504,1.8,87,82
39,59.5,-22.510328,-41.915508,1.7,87,82
40,61.2,-22.510342,-41.915516,1.7,89,82
41,62.9,-22.510355,-41.915524,1.66,89,82
42,64.6,-22.51037,-41.915527,1.62,89,82
43,66.3,-22.510384,-41.915535,1.66,89,82
44,68.4,-22.510399,-41.915546,1.78,89,82
45,70.3,-22.510414,-41.915554,1.82,90,82
46,72.1,-22.510429,-41.915562,1.84,90,82
47,74,-22.510445,-41.915569,1.88,90,82
48,75.9,-22.51046,-41.915577,1.92,90,82
49,77.9,-22.510477,-41.915585,1.9,90,82
50,79.8,-22.510492,-41.915592,1.9,94,82
51,81.7,-22.510508,-41.9156,1.92,94,82
52,83.5,-22.510523,-41.915607,1.9,94,82
53,85.4,-22.510538,-41.915615,1.9,94,82
54,87.3,-22.510553,-41.915623,1.88,94,82
55,89,-22.510569,-41.915627,1.84,96,82
56,90.9,-22.510584,-41.915634,1.84,96,82
57,93.1,-22.510601,-41.915646,1.92,96,82
58,95,-22.510616,-41.915653,1.92,96,82
59,96.9,-22.510632,-41.915661,1.92,96,82
60,98.9,-22.510647,-41.915672,1.98,98,82
61,101,-22.510662,-41.915684,2.02,98,82
