time,velocity_smooth,heartrate
0,0,65
5,0,65
10,0,69
15,0,70
20,0,72
25,0,73
30,0,74
35,0,77
40,0,76
45,0,78
50,0,79
55,0,77
60,0,75
65,0,76
70,0,78
75,0,78
80,0,80
85,0,82
90,0,84
95,0,84
100,0,82
105,0,82
110,0,82
115,0,83
120,0,85
125,0,85
130,0,83
135,0,85
140,0,85
145,0,86
150,0,89
155,0,89
160,0,86
165,0,85
170,0,85
175,0,85
180,0,85
185,0,84
190,0,87
195,0,88
200,0,89
205,0,87
210,0,87
215,0,89
220,0,88
225,0,87
230,0,86
235,0,87
240,0,88
245,0,88
250,0,91
255,0,92
260,0,94
265,0,94
270,0,91
275,0,88
280,0,88
285,0,91
290,0,89
295,0,89
300,0,90
305,0,90
310,0,91
315,0,92
320,0,93
325,0,94
330,0,94
335,0,93
340,0,93
345,0,95
350,0,94
355,0,92
360,0,92
365,0,92
370,0,94
375,0,95
380,0,95
385,0,93
390,0,94
395,0,96
400,0,96
405,0,95
410,0,94
415,0,95
420,0,95
425,0,95
430,0,96
435,0,95
440,0,93
445,0,94
450,0,95
455,0,93
460,0,96
465,0,99
470,0,99
475,0,99
480,0,101
485,0,101
490,0,102
495,0,99
500,0,102
505,0,104
510,0,108
515,0,108
520,0,109
525,0,109
530,0,110
535,0,110
540,0,112
545,0,110
550,0,111
555,0,110
560,0,109
565,0,108
570,0,107
575,0,108
580,0,108
585,0,109
590,0,106
595,0,107
600,0,108
605,0,107
