time,distance,velocity_smooth,heartrate,cadence
630,1268,0,143,87
635,1415,0,143,87
640,1415,14.7,144,87
645,1415,0,144,87
650,1415,0,145,88
655,1415,0,145,88
660,1415,0,145,88
665,1415,0,144,89
670,1415,0,144,88
675,1415,0,145,89
680,1415,0,145,89
685,1415,0,145,89
690,1415,0,147,88
695,1563,0,146,88
700,1563,14.8,146,88
705,1563,0,145,89
710,1563,0,145,89
715,1563,0,146,89
720,1563,0,146,89
725,1563,0,147,89
730,1563,0,148,89
735,1563,0,147,89
740,1563,0,147,89
745,1563,0,146,89
750,1563,0,145,89
755,1715,0,145,89
760,1715,15.2,146,89
765,1715,0,146,90
770,1715,0,146,89
775,1715,0,147,88
780,1715,0,148,86
785,1715,0,149,83
790,1715,0,149,88
795,1715,0,148,88
800,1715,0,148,91
805,1715,0,148,90
810,1715,0,149,90
815,1873,0,149,89
820,1873,15.8,148,89
825,1873,0,149,89
830,1873,0,149,89
835,1873,0,148,89
840,1873,0,149,89
845,1873,0,149,65
850,1873,0,149,57
855,1873,0,149,82
860,1873,0,150,91
865,1873,0,152,88
870,1873,0,152,90
875,2023,0,152,86
880,2023,15,152,52
885,2023,0,151,52
890,2023,0,150,52
895,2023,0,152,31
900,2023,0,153,31
905,2023,0,151,31
910,2023,0,148,31
915,2023,0,145,31
920,2023,0,143,94
925,2023,0,142,91
930,2023,0,144,88
935,2128,0,144,90
940,2128,10.5,144,91
945,2128,0,144,91
950,2128,0,144,90
955,2128,0,144,91
960,2128,0,145,91
965,2128,0,146,90
970,2128,0,147,91
975,2128,0,147,91
980,2128,0,147,90
985,2128,0,148,90
990,2128,0,148,91
995,2280,0,148,89
1000,2280,15.2,148,90
1005,2280,0,149,90
1010,2280,0,149,90
1015,2280,0,149,89
1020,2280,0,149,90
1025,2280,0,149,90
1030,2280,0,150,90
1035,2280,0,150,89
1040,2280,0,151,89
1045,2280,0,150,89
1050,2280,0,151,90
1055,2428,0,152,89
1060,2428,14.8,151,90
1065,2428,0,151,90
1070,2428,0,150,90
1075,2428,0,149,90
1080,2428,0,150,89
1085,2428,0,151,90
1090,2428,0,151,90
1095,2428,0,151,90
1100,2428,0,150,90
1105,2428,0,151,90
1110,2428,0,150,90
1115,2576,0,151,90
1120,2576,14.8,150,91
1125,2576,0,150,90
1130,2576,0,150,91
1135,2576,0,150,90
1140,2576,0,151,90
1145,2576,0,151,90
1150,2576,0,150,90
1155,2576,0,150,90
1160,2576,0,150,90
1165,2576,0,151,90
1170,2576,0,151,91
1175,2732,0,152,90
1180,2732,15.6,153,91
1185,2732,0,153,90
1190,2732,0,151,91
1195,2732,0,152,91
1200,2732,0,153,91
1205,2732,0,153,91
1210,2732,0,154,91
1215,2732,0,154,90
1220,2732,0,155,89
1225,2732,0,155,91
1230,2732,0,155,94
1235,2894,0,156,91
1240,2894,16.2,155,92
1245,2894,0,155,91
1250,2894,0,155,92
1255,2894,0,155,92
1260,2894,0,157,92
1265,2894,0,157,91
1270,2894,0,157,92
1275,2894,0,158,91
1280,2894,0,157,91
1285,2894,0,157,91
1290,2894,0,157,91
1295,3057,0,158,91
1300,3057,16.3,157,91
1305,3057,0,158,90
1310,3057,0,157,90
1315,3057,0,158,90
1320,3057,0,158,89
1325,3057,0,157,89
1330,3057,0,157,90
1335,3057,0,158,90
1340,3057,0,158,90
1345,3057,0,159,90
1350,3057,0,158,90
1355,3209,0,157,90
1360,3209,15.2,158,90
1365,3209,0,158,90
1370,3209,0,158,91
1375,3209,0,159,89
1380,3209,0,159,89
1385,3209,0,159,84
1390,3209,0,159,70
1395,3209,0,159,88
1400,3209,0,159,88
1405,3209,0,159,91
1410,3209,0,159,90
1415,3364,0,159,89
1420,3364,15.5,161,89
1425,3364,0,160,89
1430,3364,0,160,89
1435,3364,0,161,90
1440,3364,0,161,89
1445,3364,0,159,89
1450,3364,0,158,88
1455,3364,0,158,88
1460,3364,0,157,88
1465,3364,0,155,88
1470,3364,0,154,87
1475,3503,0,153,88
1480,3503,13.9,151,88
1485,3503,0,152,87
1490,3503,0,150,87
1495,3503,0,149,86
1500,3503,0,148,87
1505,3503,0,147,86
1510,3503,0,148,81
1515,3503,0,147,50
1520,3503,0,146,73
1525,3503,0,146,88
1530,3503,0,145,85
1535,3643,0,144,86
1540,3643,14,143,85
1545,3643,0,143,86
1550,3643,0,142,83
1555,3643,0,141,84
1560,3643,0,140,83
1565,3643,0,139,83
1570,3643,0,138,83
1575,3643,0,137,83
1580,3643,0,137,82
1585,3643,0,136,82
1590,3643,0,136,82
1595,3759,0,136,82
1600,3759,11.6,135,81
1605,3759,0,136,81
1610,3759,0,136,81
1615,3759,0,136,82
1620,3759,0,135,82
1625,3759,0,135,83
1630,3759,0,135,82
1635,3759,0,135,83
1640,3759,0,135,81
1645,3759,0,135,83
1650,3759,0,136,83
1655,3882,0,134,82
1660,3882,12.3,133,83
1665,3882,0,132,83
1670,3882,0,131,83
1675,3882,0,133,84
1680,3882,0,133,84
1685,3882,0,131,83
1690,3882,0,132,84
1695,3882,0,131,83
1700,3882,0,131,84
1705,3882,0,130,83
1710,3882,0,131,83
1715,4005,0,131,84
1720,4005,12.3,132,84
1725,4005,0,131,83
1730,4005,0,132,83
1735,4005,0,131,83
1740,4005,0,131,83
1745,4005,0,131,84
1750,4005,0,132,83
1755,4005,0,133,83
1760,4005,0,132,80
1765,4005,0,132,78
1770,4005,0,132,66
1775,4120,0,129,65
1780,4120,11.5,128,68
1785,4120,0,125,68
1790,4120,0,123,66
1795,4120,0,121,60
