time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.397261,-41.786579,0,0,0
3,4,-22.397261,-41.786579,1.333,0,0
5,4,-22.397261,-41.786579,0.8,88,82
6,4.8,-22.397259,-41.786571,0.8,88,82
7,6.3,-22.397251,-41.78656,0.9,88,82
8,8.1,-22.397243,-41.786545,0.82,88,82
9,9.4,-22.397238,-41.786533,0.9,88,82
10,11.2,-22.39723,-41.786518,1.44,91,82
11,13.3,-22.397222,-41.786499,1.7,91,82
12,15.3,-22.397219,-41.78648,1.8,91,82
13,17.4,-22.397213,-41.786461,1.86,91,82
14,19.8,-22.397209,-41.786438,2.08,91,82
15,21.7,-22.397207,-41.786419,2.1,94,82
16,24.1,-22.397203,-41.786396,2.16,94,82
17,26.2,-22.397198,-41.786377,2.18,94,82
18,28.3,-22.397192,-41.786358,2.18,94,82
19,30.4,-22.397184,-41.786339,2.12,94,82
20,32.5,-22.397177,-41.78632,2.16,96,80
21,34.7,-22.397169,-41.786301,2.12,96,80
22,36.8,-22.397161,-41.786282,2.12,96,80
23,39,-22.397152,-41.786262,2.14,96,80
24,41.2,-22.397144,-41.786243,2.16,96,80
25,43.5,-22.397133,-41.786224,2.2,98,80
26,45.4,-22.397123,-41.786209,2.14,98,80
27,47.6,-22.397114,-41.78619,2.16,98,80
28,49.6,-22.397102,-41.786175,2.12,98,80
29,51.9,-22.397093,-41.786156,2.14,98,80
30,53.9,-22.397081,-41.78614,2.08,98,81
31,56.1,-22.397072,-41.786121,2.14,98,81
32,58.1,-22.39706,-41.786106,2.1,98,81
33,60,-22.397051,-41.786091,2.08,98,81
34,62.4,-22.397039,-41.786072,2.1,98,81
35,64.4,-22.397028,-41.786056,2.1,99,81
36,66.1,-22.397017,-41.786045,2,99,81
37,68.1,-22.397005,-41.78603,2,99,81
38,69.9,-22.396994,-41.786018,1.98,99,81
39,71.9,-22.396982,-41.786003,1.9,99,81
40,73.6,-22.396971,-41.785992,1.84,99,80
41,75.7,-22.396959,-41.785976,1.92,99,80
42,77.5,-22.39695,-41.785961,1.88,99,80
43,79.4,-22.39694,-41.785946,1.9,99,80
44,81.3,-22.396931,-41.785931,1.88,99,80
45,83.1,-22.396923,-41.785915,1.9,99,80
46,85,-22.396913,-41.7859,1.86,99,80
47,87.2,-22.396904,-41.785881,1.94,99,80
48,89,-22.396893,-41.78587,1.92,99,80
49,91,-22.396881,-41.785854,1.94,99,80
50,93.2,-22.396868,-41.785839,2.02,102,80
51,95.3,-22.396854,-41.785824,2.06,102,80
52,97.4,-22.396839,-41.785812,2.04,102,80
53,99.5,-22.396826,-41.785797,2.1,102,80
54,101.7,-22.396812,-41.785782,2.14,102,80
55,103.4,-22.396801,-41.78577,2.04,102,80
56,105.6,-22.396788,-41.785755,2.06,102,80
57,107.8,-22.396774,-41.78574,2.08,102,80
58,109.8,-22.396763,-41.785725,2.06,102,80
59,111.7,-22.396749,-41.785713,2,102,80
60,113.7,-22.396738,-41.785698,2.06,104,81
