time,distance,velocity_smooth,heartrate,cadence
0,0,0,93,0
5,0,0,93,0
10,0,0,94,0
15,0,0,94,0
20,0,0,92,88
25,0,0,91,88
30,0,0,96,88
35,0,0,100,86
40,0,0,102,87
45,0,0,103,86
50,0,0,102,86
54,106,0,102,86
55,106,0,101,86
60,106,0,105,86
65,106,0,108,85
70,106,0,110,86
75,106,0,111,86
80,106,0,112,85
85,106,0,114,86
90,106,0,113,85
95,106,0,113,85
100,106,0,111,85
105,106,0,112,85
110,106,0,115,85
114,219,0,115,85
115,219,0,114,85
120,219,0,115,85
125,219,0,116,85
130,219,0,117,85
135,219,0,118,85
140,219,0,118,85
145,219,0,118,85
150,219,0,119,85
155,219,0,119,86
160,219,0,119,86
165,219,0,120,86
170,219,0,119,86
174,348,0,119,86
175,348,0,119,86
180,348,0,119,87
185,348,0,120,86
190,348,0,119,87
195,348,0,121,87
200,348,0,119,87
205,348,0,119,86
210,348,0,119,87
215,348,0,120,86
220,348,0,121,86
225,348,0,119,86
230,348,0,120,87
234,469,0,120,87
235,469,0,120,87
240,469,0,122,88
245,469,0,120,87
250,469,0,121,87
255,469,0,121,87
260,469,0,122,87
265,469,0,121,85
270,469,0,122,36
275,469,0,121,36
280,469,0,123,36
285,469,0,123,88
290,469,0,126,88
294,601,0,126,88
295,601,0,126,88
300,601,0,126,88
305,601,0,128,88
310,601,0,129,88
315,601,0,130,87
320,601,0,131,88
325,601,0,130,88
330,601,0,130,88
335,601,0,129,88
340,601,0,128,88
345,601,0,128,88
350,601,0,129,88
354,747,0,129,88
355,747,0,128,88
360,747,0,128,88
365,747,0,129,88
370,747,0,129,88
375,747,0,128,88
380,747,0,129,88
385,747,0,127,89
390,747,0,129,89
395,747,0,129,89
400,747,0,129,89
405,747,0,128,89
410,747,0,129,88
414,877,0,129,88
415,877,0,128,87
420,877,0,129,88
425,877,0,128,88
430,877,0,127,87
435,877,0,128,87
440,877,0,128,88
445,877,0,129,88
450,877,0,127,87
455,877,0,128,87
460,877,0,129,87
465,877,0,129,87
470,877,0,129,87
474,1002,0,129,87
475,1002,0,129,88
480,1002,0,128,87
485,1002,0,129,87
490,1002,0,128,87
495,1002,0,128,87
500,1002,0,128,88
505,1002,0,128,88
510,1002,0,128,87
515,1002,0,128,87
520,1002,0,128,87
525,1002,0,128,87
530,1002,0,127,88
534,1125,0,127,88
535,1125,0,127,87
540,1125,0,127,87
545,1125,0,128,87
550,1125,0,127,87
555,1125,0,128,87
560,1125,0,128,87
565,1125,0,129,87
570,1125,0,128,87
575,1125,0,128,87
580,1125,0,128,87
585,1125,0,128,87
590,1125,0,128,87
594,1249,0,128,87
595,1249,0,127,87
600,1249,0,128,87
605,1249,0,127,87
610,1249,0,130,88
615,1249,0,130,88
620,1249,0,131,88
625,1249,0,134,88
630,1249,0,134,88
635,1249,0,134,87
640,1249,0,133,87
645,1249,0,134,88
650,1249,0,134,88
654,1379,0,134,88
655,1379,0,134,88
660,1379,0,135,88
665,1379,0,136,88
670,1379,0,136,88
675,1379,0,135,88
680,1379,0,133,88
685,1379,0,135,88
690,1379,0,135,87
695,1379,0,136,87
700,1379,0,136,87
705,1379,0,136,87
710,1379,0,135,88
714,1509,0,135,88
715,1509,0,136,88
720,1509,0,135,88
725,1509,0,135,88
730,1509,0,135,87
735,1509,0,136,87
740,1509,0,136,87
745,1509,0,135,87
750,1509,0,137,88
755,1509,0,136,88
760,1509,0,136,88
765,1509,0,137,88
770,1509,0,137,88
774,1640,0,137,88
775,1640,0,138,87
780,1640,0,137,87
785,1640,0,137,87
790,1640,0,137,88
795,1640,0,137,88
800,1640,0,137,88
805,1640,0,137,88
810,1640,0,137,88
815,1640,0,137,88
820,1640,0,136,88
825,1640,0,136,87
830,1640,0,135,87
834,1769,0,135,87
835,1769,0,136,87
840,1769,0,137,88
845,1769,0,136,88
850,1769,0,136,88
855,1769,0,136,88
860,1769,0,135,87
865,1769,0,135,87
870,1769,0,135,87
875,1769,0,135,88
880,1769,0,136,88
885,1769,0,135,87
890,1769,0,135,88
894,1895,0,135,88
895,1895,0,136,87
900,1895,0,135,87
905,1895,0,136,87
910,1895,0,135,87
915,1895,0,135,87
920,1895,0,135,86
925,1895,0,135,86
930,1895,0,134,86
935,1895,0,133,86
940,1895,0,135,86
945,1895,0,133,86
950,1895,0,131,85
954,2015,0,131,85
955,2015,0,131,86
960,2015,0,132,85
965,2015,0,132,85
970,2015,0,133,85
975,2015,0,133,85
980,2015,0,133,85
985,2015,0,132,85
990,2015,0,130,85
995,2015,0,131,86
1000,2015,0,128,85
1005,2015,0,130,86
1010,2015,0,131,86
1014,2134,0,131,86
1015,2134,0,132,86
1020,2134,0,132,86
1025,2134,0,131,86
1030,2134,0,132,86
1035,2134,0,132,86
1040,2134,0,132,86
1045,2134,0,131,86
1050,2134,0,131,86
1055,2134,0,131,85
1060,2134,0,131,86
1065,2134,0,130,85
1070,2134,0,131,86
1074,2253,0,131,86
1075,2253,0,131,85
1080,2253,0,131,86
1085,2253,0,132,86
1090,2253,0,132,86
1095,2253,0,132,86
1100,2253,0,130,86
1105,2253,0,132,86
1110,2253,0,131,86
1115,2253,0,131,85
1120,2253,0,131,86
1125,2253,0,132,85
1130,2253,0,132,86
1134,2300,5.222,132,86
1135,2300,5.222,133,86
1140,2300,0,134,85
1145,2300,0,134,86
1150,2300,0,134,85
1155,2300,0,133,86
1160,2300,0,132,85
1165,2300,0,130,85
1170,2300,0,129,85
1175,2300,0,128,84
1180,2300,0,128,84
1185,2300,0,127,84
1190,2300,0,127,83
1194,2300,0,127,83
