time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492601,-41.929848,0,103,57
5,0,-22.492601,-41.929848,0,103,57
6,0,-22.492601,-41.929848,0,103,57
7,3.5,-22.492588,-41.929878,0.5,103,57
8,7.4,-22.492603,-41.929913,0.925,103,57
9,10.9,-22.492607,-41.929947,1.211,103,57
10,14.6,-22.492617,-41.929981,2.92,108,50
11,18.3,-22.492624,-41.930016,3.66,108,50
12,22.3,-22.492634,-41.930054,3.76,108,50
13,26,-22.492643,-41.930088,3.72,108,50
14,29.7,-22.492655,-41.930122,3.76,108,50
15,33.6,-22.492668,-41.930157,3.8,116,70
16,37.1,-22.492683,-41.930187,3.76,116,70
17,41.1,-22.492701,-41.930222,3.76,116,70
18,45.2,-22.492718,-41.930256,3.84,116,70
19,49.1,-22.492739,-41.930286,3.88,116,70
20,53.2,-22.492758,-41.930321,3.92,120,91
21,57.1,-22.492779,-41.930351,4,120,91
22,61.3,-22.4928,-41.930386,4.04,120,91
23,65.5,-22.492821,-41.93042,4.06,120,91
24,69.9,-22.492844,-41.930454,4.16,120,91
25,74.2,-22.492866,-41.930489,4.2,124,92
26,78.6,-22.492889,-41.930523,4.3,124,92
27,82.8,-22.49291,-41.930557,4.3,124,92
28,87.2,-22.492933,-41.930592,4.34,124,92
29,91.2,-22.492956,-41.930622,4.26,124,92
30,95.6,-22.492979,-41.930656,4.28,130,90
31,99.7,-22.493004,-41.930687,4.22,130,90
32,103.6,-22.493029,-41.930714,4.16,130,90
33,107.8,-22.493053,-41.930744,4.12,130,90
34,111.8,-22.49308,-41.930771,4.12,130,90
35,116,-22.493105,-41.930801,4.08,135,92
36,119.9,-22.49313,-41.930828,4.04,135,92
37,123.8,-22.493154,-41.930855,4.04,135,92
38,127.3,-22.493177,-41.930878,3.9,135,92
39,131,-22.4932,-41.930904,3.84,135,92
40,134.3,-22.493221,-41.930927,3.66,143,91
41,137.5,-22.49324,-41.93095,3.52,143,91
42,140.5,-22.493261,-41.930969,3.34,143,91
43,143.4,-22.49328,-41.930988,3.22,143,91
44,146.4,-22.493297,-41.931011,3.08,143,91
45,149.1,-22.493317,-41.931026,2.96,146,89
46,151.8,-22.493334,-41.931046,2.86,146,89
47,154.3,-22.493351,-41.931061,2.76,146,89
48,156.8,-22.493368,-41.931076,2.68,146,89
49,159.1,-22.493383,-41.931091,2.54,146,89
50,161.4,-22.493399,-41.931107,2.46,145,79
51,163.5,-22.493412,-41.931122,2.34,145,79
52,165.7,-22.493425,-41.931137,2.28,145,79
53,167.9,-22.493439,-41.931152,2.22,145,79
54,169.9,-22.49345,-41.931168,2.16,145,79
55,171.9,-22.493462,-41.931183,2.1,145,80
56,173.9,-22.493473,-41.931198,2.08,145,80
57,175.9,-22.493484,-41.931213,2.04,145,80
58,177.9,-22.493496,-41.931229,2,145,80
59,177.9,-22.493507,-41.931244,1.6,145,80
60,179.7,-22.493519,-41.931255,1.56,142,78
61,181.7,-22.49353,-41.931271,1.56,142,78
62,183.7,-22.493542,-41.931286,1.56,142,78
63,185.7,-22.493553,-41.931301,1.56,142,78
64,187.5,-22.493565,-41.931312,1.92,142,78
65,189.5,-22.493576,-41.931328,1.96,139,77
66,191.5,-22.493587,-41.931343,1.96,139,77
67,193.4,-22.493601,-41.931354,1.94,139,77
68,195.1,-22.493612,-41.931366,1.88,139,77
69,196.7,-22.493622,-41.931377,1.84,139,77
70,198.7,-22.493633,-41.931393,1.84,137,78
71,200.3,-22.493643,-41.931404,1.76,137,78
72,201.6,-22.493652,-41.931412,1.64,137,78
73,203,-22.493662,-41.931419,1.58,137,78
74,203.9,-22.493669,-41.931423,1.44,137,78
75,204.3,-22.493673,-41.931423,1.12,135,77
76,204.7,-22.493673,-41.931419,0.88,135,77
77,205.5,-22.493671,-41.931412,0.78,135,77
78,206.7,-22.493664,-41.931404,0.74,135,77
79,208,-22.493654,-41.931396,0.82,135,77
80,209.3,-22.493643,-41.931393,1,133,66
81,210.8,-22.493631,-41.931385,1.22,133,66
82,212.1,-22.49362,-41.931381,1.32,133,66
83,213.6,-22.493608,-41.931374,1.38,133,66
84,215,-22.493597,-41.93137,1.4,133,66
85,216.5,-22.493586,-41.931362,1.44,132,53
86,217.6,-22.493576,-41.931358,1.36,132,53
87,218.7,-22.493566,-41.931354,1.32,132,53
88,219.9,-22.493559,-41.931347,1.26,132,53
89,220.8,-22.493551,-41.931343,1.16,132,53
90,221.6,-22.493546,-41.931339,1.02,130,50
91,222.3,-22.49354,-41.931335,0.94,130,50
92,222.9,-22.493536,-41.931332,0.84,130,50
93,223.6,-22.49353,-41.931328,0.74,130,50
94,224.4,-22.493524,-41.931324,0.72,130,50
95,225,-22.493521,-41.93132,0.68,128,50
96,226,-22.493515,-41.931312,0.74,128,50
97,227,-22.493509,-41.931305,0.82,128,50
98,227.6,-22.493505,-41.931301,0.8,128,50
99,228.6,-22.4935,-41.931293,0.84,128,50
100,229.5,-22.493496,-41.931286,0.9,126,50
101,230.5,-22.49349,-41.931278,0.9,126,50
102,231.4,-22.493486,-41.931271,0.88,126,50
103,232.2,-22.493484,-41.931263,0.92,126,50
104,233.1,-22.493481,-41.931255,0.9,126,50
105,234,-22.493477,-41.931248,0.9,117,52
106,234.9,-22.493473,-41.93124,0.88,117,52
107,235.9,-22.493467,-41.931232,0.9,117,52
108,236.9,-22.493462,-41.931225,0.94,117,52
109,237.8,-22.493454,-41.931221,0.94,117,52
110,238.7,-22.493446,-41.931217,0.94,113,50
111,240.1,-22.493437,-41.93121,1.04,113,50
112,241,-22.493429,-41.931206,1.02,113,50
113,242.1,-22.49342,-41.931202,1.04,113,50
114,243.3,-22.49341,-41.931198,1.1,113,50
115,244.2,-22.493402,-41.931194,1.1,107,50
116,245.1,-22.493395,-41.93119,1,107,50
117,246.1,-22.493387,-41.931187,1.02,107,50
118,247,-22.49338,-41.931183,0.98,107,50
119,247,-22.493372,-41.931183,0.74,107,50
120,247.7,-22.493366,-41.931179,0.7,106,46
121,248.5,-22.49336,-41.931175,0.68,106,46
122,249.4,-22.493353,-41.931171,0.66,106,46
123,250.4,-22.493347,-41.931164,0.68,106,46
124,251.4,-22.493341,-41.931156,0.88,106,46
125,252.6,-22.493334,-41.931148,0.98,107,46
126,253.8,-22.493326,-41.931141,1.06,107,46
127,255.5,-22.493315,-41.931129,1.22,107,46
128,257.4,-22.493305,-41.931114,1.4,107,46
129,259.5,-22.493292,-41.931099,1.62,107,46
130,261.8,-22.493277,-41.931084,1.84,107,46
131,264.4,-22.493261,-41.931065,2.12,107,46
132,267.3,-22.493242,-41.931046,2.36,107,46
133,270.6,-22.493221,-41.931023,2.64,107,46
134,273.5,-22.493202,-41.931004,2.8,107,46
135,277.3,-22.493179,-41.930977,3.1,110,82
136,280.6,-22.493158,-41.930954,3.24,110,82
137,284.3,-22.493135,-41.930927,3.4,110,82
138,287.6,-22.493114,-41.930904,3.4,110,82
139,291.4,-22.493092,-41.930878,3.58,110,82
140,295.1,-22.493069,-41.930851,3.56,117,85
141,298.7,-22.493048,-41.930824,3.62,117,85
142,302.8,-22.493025,-41.930794,3.7,117,85
143,306.4,-22.493004,-41.930767,3.76,117,85
144,310.3,-22.492983,-41.930736,3.78,117,85
145,313.9,-22.492962,-41.93071,3.76,120,88
146,317.9,-22.492939,-41.930679,3.84,120,88
147,321.5,-22.492918,-41.930653,3.74,120,88
148,325.3,-22.492895,-41.930626,3.78,120,88
149,329.3,-22.492872,-41.930595,3.8,120,88
150,333.2,-22.492847,-41.930569,3.86,129,88
151,336.9,-22.492825,-41.930542,3.8,129,88
152,340.8,-22.4928,-41.930515,3.86,129,88
153,345,-22.492775,-41.930485,3.94,129,88
154,348.8,-22.492748,-41.930462,3.9,129,88
155,352.8,-22.492721,-41.930435,3.92,137,88
156,357,-22.492697,-41.930405,4.02,137,88
157,361,-22.49267,-41.930378,4.04,137,88
158,364.9,-22.492645,-41.930351,3.98,137,88
159,368.8,-22.49262,-41.930325,4,137,88
160,372.7,-22.492596,-41.930298,3.98,143,88
161,376.2,-22.492573,-41.930275,3.84,143,88
162,379.6,-22.49255,-41.930252,3.72,143,88
163,382.9,-22.492529,-41.930229,3.6,143,88
164,386,-22.492508,-41.93021,3.44,143,88
165,388.9,-22.492489,-41.930191,3.24,148,87
166,391.6,-22.492472,-41.930172,3.08,148,87
167,394.1,-22.492455,-41.930157,2.9,148,87
168,396.7,-22.492439,-41.930138,2.76,148,87
169,399,-22.492424,-41.930122,2.6,148,87
170,401.1,-22.492411,-41.930107,2.44,148,84
171,403.2,-22.492399,-41.930092,2.32,148,84
172,405,-22.492386,-41.93008,2.18,148,84
173,406.8,-22.492374,-41.930069,2.02,148,84
174,408.9,-22.492361,-41.930054,1.98,148,84
175,410.7,-22.49235,-41.930042,1.92,145,83
176,412.8,-22.492336,-41.930027,1.92,145,83
177,414.9,-22.492325,-41.930012,1.98,145,83
178,416.9,-22.492313,-41.929996,2.02,145,83
179,416.9,-22.492302,-41.929985,1.6,145,83
180,418.8,-22.492292,-41.92997,1.62,142,81
181,420.2,-22.492285,-41.929958,1.48,142,81
182,421.7,-22.492277,-41.929947,1.36,142,81
183,422.7,-22.492271,-41.929939,1.16,142,81
184,424,-22.492266,-41.929928,1.42,142,81
185,425,-22.49226,-41.92992,1.24,141,80
186,425.9,-22.492256,-41.929913,1.14,141,80
187,426.8,-22.492252,-41.929905,1.02,141,80
188,428,-22.49225,-41.929893,1.06,141,80
189,429.2,-22.492252,-41.929882,1.04,141,80
190,430.4,-22.492254,-41.929871,1.08,139,80
191,431.6,-22.492256,-41.929859,1.14,139,80
192,432.9,-22.492262,-41.929848,1.22,139,80
193,434.3,-22.492268,-41.929836,1.26,139,80
194,435.6,-22.492273,-41.929825,1.28,139,80
195,436.8,-22.492281,-41.929817,1.28,138,80
196,438.1,-22.492287,-41.929806,1.3,138,80
197,439.4,-22.492292,-41.929794,1.3,138,80
198,440.8,-22.492298,-41.929783,1.3,138,80
199,442.2,-22.492306,-41.929771,1.32,138,80
200,443.9,-22.492311,-41.929756,1.42,136,77
201,445.5,-22.492321,-41.929745,1.48,136,77
202,446.6,-22.492329,-41.929737,1.44,136,77
203,448.2,-22.492338,-41.929726,1.48,136,77
204,449.5,-22.492348,-41.929718,1.46,136,77
205,450.9,-22.492357,-41.92971,1.4,132,57
206,452.2,-22.492367,-41.929703,1.34,132,57
207,453.1,-22.492374,-41.929699,1.3,132,57
208,454.2,-22.492384,-41.929695,1.2,132,57
209,455.1,-22.492392,-41.929695,1.12,132,57
210,455.9,-22.492399,-41.929695,1,128,57
211,456.4,-22.492403,-41.929695,0.84,128,57
212,457.2,-22.492405,-41.929703,0.82,128,57
213,457.6,-22.492405,-41.929707,0.68,128,57
214,458.5,-22.492401,-41.929714,0.68,128,57
215,459.2,-22.492395,-41.929718,0.66,122,53
216,460.2,-22.49239,-41.929726,0.76,122,53
217,461.1,-22.492382,-41.929726,0.78,122,53
218,462,-22.492374,-41.929729,0.88,122,53
219,462.8,-22.492369,-41.929733,0.86,122,53
220,463.7,-22.492361,-41.929737,0.9,119,57
221,464.7,-22.492355,-41.929745,0.9,119,57
222,465.4,-22.49235,-41.929749,0.86,119,57
223,466.5,-22.492344,-41.929756,0.9,119,57
224,467.8,-22.492338,-41.929768,1,119,57
225,468.7,-22.492334,-41.929775,1,115,57
226,469.7,-22.492329,-41.929783,1,115,57
227,470.6,-22.492325,-41.92979,1.04,115,57
228,471.9,-22.492319,-41.929802,1.08,115,57
229,472.9,-22.492313,-41.92981,1.02,115,57
230,473.8,-22.49231,-41.929817,1.02,117,56
231,474.8,-22.492304,-41.929825,1.02,117,56
232,475.6,-22.492302,-41.929832,1,117,56
233,476.8,-22.4923,-41.929844,0.98,117,56
234,477.6,-22.4923,-41.929852,0.94,117,56
235,479,-22.492306,-41.929863,1.04,115,60
236,480.6,-22.492311,-41.929878,1.16,115,60
237,482.2,-22.492321,-41.92989,1.32,115,60
238,484.3,-22.492332,-41.929905,1.5,115,60
239,486,-22.492344,-41.92992,1.68,115,60
240,488.5,-22.492357,-41.929939,1.9,110,69
241,490.8,-22.492372,-41.929954,2.04,110,69
242,493.4,-22.492388,-41.929974,2.24,110,69
243,495.8,-22.492405,-41.929989,2.3,110,69
244,498.7,-22.492424,-41.930008,2.54,110,69
