time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.39735,-41.78651,0,88,82
5,4,-22.397348,-41.786508,0.8,88,82
6,8,-22.397345,-41.786507,1.333,88,82
7,9.7,-22.397333,-41.786495,1.386,88,82
8,11.2,-22.397322,-41.786488,1.4,88,82
9,13.4,-22.397308,-41.786472,1.489,88,82
10,15.3,-22.397295,-41.786461,2.26,91,82
11,17.4,-22.397282,-41.786446,1.88,91,82
12,19.3,-22.397268,-41.786434,1.92,91,82
13,21.6,-22.397253,-41.786419,2.08,91,82
14,23.7,-22.397242,-41.786404,2.06,91,82
15,25.6,-22.397228,-41.786392,2.06,95,82
16,27.7,-22.397215,-41.786377,2.06,95,82
17,29.9,-22.397201,-41.786362,2.12,95,82
18,31.9,-22.39719,-41.786346,2.06,95,82
19,33.9,-22.397179,-41.786331,2.04,95,82
20,36.4,-22.397165,-41.786312,2.16,96,82
21,38.4,-22.397154,-41.786297,2.14,96,82
22,40.7,-22.397142,-41.786278,2.16,96,82
23,42.8,-22.397131,-41.786262,2.18,96,82
24,45.1,-22.39712,-41.786243,2.24,96,82
25,47.4,-22.397108,-41.786224,2.2,94,80
26,49.5,-22.397097,-41.786209,2.22,94,80
27,51.8,-22.397085,-41.78619,2.22,94,80
28,53.8,-22.397074,-41.786175,2.2,94,80
29,56.2,-22.397062,-41.786156,2.22,94,80
30,58.5,-22.397051,-41.786137,2.22,94,81
31,60.7,-22.397037,-41.786121,2.24,94,81
32,63,-22.397026,-41.786102,2.24,94,81
33,65,-22.397015,-41.786087,2.24,94,81
34,67,-22.397003,-41.786072,2.16,94,81
35,69.4,-22.396992,-41.786053,2.18,95,80
36,71.5,-22.396978,-41.786037,2.16,95,80
37,73.5,-22.396967,-41.786022,2.1,95,80
38,75.7,-22.396954,-41.786007,2.14,95,80
39,77.7,-22.396942,-41.785992,2.14,95,80
40,80.1,-22.396931,-41.785973,2.14,95,80
41,82.3,-22.396921,-41.785953,2.16,95,80
42,84.2,-22.396912,-41.785938,2.14,95,80
43,86.4,-22.396902,-41.785919,2.14,95,80
44,88.6,-22.396893,-41.7859,2.18,95,80
45,90.5,-22.396883,-41.785885,2.08,95,80
46,92.6,-22.396871,-41.78587,2.06,95,80
47,94.9,-22.39686,-41.785851,2.14,95,80
48,96.8,-22.396851,-41.785835,2.08,95,80
49,98.8,-22.396839,-41.78582,2.04,95,80
50,101,-22.396826,-41.785805,2.1,96,80
51,102.7,-22.396814,-41.785793,2.02,96,80
52,104.9,-22.396801,-41.785778,2,96,80
53,107,-22.396788,-41.785763,2.04,96,80
54,108.9,-22.396774,-41.785751,2.02,96,80
55,111.1,-22.396761,-41.785736,2.02,97,80
56,113.1,-22.396749,-41.785721,2.08,97,80
57,115,-22.396736,-41.785709,2.02,97,80
58,117.1,-22.396723,-41.785694,2.02,97,80
59,119.2,-22.396711,-41.785679,2.06,97,80
60,121.3,-22.396698,-41.785664,2.04,95,80
61,123.5,-22.396685,-41.785648,2.08,95,80
62,125.6,-22.396671,-41.785633,2.12,95,80
63,128.1,-22.396658,-41.785614,2.2,95,80
64,130.1,-22.396646,-41.785599,2.18,95,80
65,132.3,-22.396633,-41.785583,2.2,96,80
66,134.6,-22.396622,-41.785564,2.22,96,80
67,137,-22.39661,-41.785545,2.28,96,80
68,138.9,-22.396601,-41.78553,2.16,96,80
69,141.1,-22.396591,-41.785511,2.2,96,80
70,143,-22.396582,-41.785496,2.14,97,80
