time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492449,-41.929939,0,0,0
3,2,-22.492449,-41.929939,0.667,0,0
4,2,-22.492449,-41.929939,0.5,0,0
5,2,-22.492449,-41.929939,0.4,98,76
6,2.4,-22.492453,-41.929939,0.4,98,76
7,3.3,-22.492456,-41.929947,0.471,98,76
8,4.1,-22.492458,-41.929954,0.42,98,76
9,4.9,-22.49246,-41.929962,0.58,98,76
10,6.2,-22.492464,-41.929974,0.84,97,76
11,7.4,-22.492466,-41.929985,1,97,76
12,8.4,-22.492472,-41.929993,1.02,97,76
13,9.7,-22.492477,-41.930004,1.12,97,76
14,11.1,-22.492487,-41.930012,1.24,97,76
15,12.8,-22.492498,-41.930023,1.32,96,76
16,14.4,-22.492508,-41.930035,1.4,96,76
17,15.9,-22.492519,-41.930042,1.5,96,76
18,17.4,-22.492529,-41.930054,1.54,96,76
19,19,-22.492538,-41.930065,1.58,96,76
20,20.9,-22.492548,-41.93008,1.62,98,79
21,22.5,-22.492557,-41.930092,1.62,98,79
22,24.1,-22.492567,-41.930103,1.64,98,79
23,25.4,-22.492577,-41.930111,1.6,98,79
24,27,-22.492586,-41.930122,1.6,98,79
25,28.6,-22.492596,-41.930134,1.54,99,78
26,30.1,-22.492605,-41.930145,1.52,99,78
27,31.6,-22.492613,-41.930157,1.5,99,78
28,33.4,-22.49262,-41.930172,1.6,99,78
29,35.1,-22.492626,-41.930187,1.62,99,78
30,36.4,-22.492632,-41.930199,1.56,99,76
31,38.1,-22.492638,-41.930214,1.6,99,76
32,39.9,-22.492645,-41.930229,1.66,99,76
33,41.7,-22.492653,-41.930244,1.66,99,76
34,43.3,-22.492662,-41.930256,1.64,99,76
35,45.2,-22.492672,-41.930271,1.76,101,77
36,46.7,-22.492681,-41.930283,1.72,101,77
37,48.8,-22.492693,-41.930298,1.78,101,77
38,50.5,-22.492704,-41.930309,1.76,101,77
39,52.4,-22.492714,-41.930325,1.82,101,77
40,54.1,-22.492725,-41.930336,1.78,103,77
41,55.8,-22.492737,-41.930347,1.82,103,77
