time,distance,velocity_smooth,heartrate,cadence
460,888,0,127,87
465,888,0,127,87
470,888,0,126,87
475,888,0,125,88
480,888,0,125,87
485,888,0,125,87
486,1016,0,125,87
490,1016,0,127,87
495,1016,0,126,86
500,1016,0,126,87
505,1016,0,127,86
510,1016,0,128,86
515,1016,0,127,85
520,1016,0,127,85
525,1016,0,127,85
530,1016,0,127,85
535,1016,0,127,85
540,1016,0,127,85
545,1016,0,127,85
546,1144,0,127,85
550,1144,0,124,85
555,1144,0,124,85
560,1144,0,125,84
565,1144,0,125,85
570,1144,0,125,85
575,1144,0,126,85
580,1144,0,125,84
585,1144,0,125,84
590,1144,0,127,84
595,1144,0,127,85
600,1144,0,128,85
605,1144,0,128,86
606,1269,0,128,86
610,1269,0,130,86
615,1269,0,128,86
620,1269,0,128,86
625,1269,0,132,85
630,1269,0,131,85
635,1269,0,132,85
640,1269,0,134,84
645,1269,0,131,86
650,1269,0,133,85
655,1269,0,132,86
660,1269,0,132,87
665,1269,0,133,86
666,1427,0,133,86
670,1427,0,133,86
675,1427,0,132,87
680,1427,0,134,86
685,1427,0,134,86
690,1427,0,134,87
695,1427,0,134,86
700,1427,0,134,87
705,1427,0,134,86
710,1427,0,134,86
715,1427,0,134,86
720,1427,0,135,86
725,1427,0,135,86
726,1564,0,135,86
730,1564,0,136,85
735,1564,0,137,86
740,1564,0,135,85
745,1564,0,135,86
750,1564,0,135,86
755,1564,0,135,86
760,1564,0,135,86
765,1564,0,134,86
770,1564,0,136,86
775,1564,0,135,86
780,1564,0,136,87
785,1564,0,135,86
786,1695,0,135,86
790,1695,0,135,86
795,1695,0,135,86
800,1695,0,136,86
805,1695,0,136,86
810,1695,0,135,87
815,1695,0,136,87
820,1695,0,136,87
825,1695,0,137,86
830,1695,0,137,87
835,1695,0,137,87
840,1695,0,137,87
845,1695,0,137,87
846,1829,0,137,87
850,1829,0,139,87
855,1829,0,139,87
860,1829,0,138,87
865,1829,0,139,88
870,1829,0,139,88
875,1829,0,138,87
880,1829,0,139,87
885,1829,0,138,87
890,1829,0,137,87
895,1829,0,137,87
900,1829,0,137,86
905,1829,0,138,85
906,1960,0,138,85
910,1960,0,138,86
915,1960,0,138,85
920,1960,0,137,85
925,1960,0,138,85
930,1960,0,136,85
935,1960,0,135,85
940,1960,0,135,84
945,1960,0,135,85
950,1960,0,134,84
955,1960,0,135,85
960,1960,0,134,85
965,1960,0,135,85
966,2081,0,135,85
970,2081,0,134,86
975,2081,0,134,86
980,2081,0,133,86
985,2081,0,134,85
990,2081,0,131,86
995,2081,0,133,85
1000,2081,0,133,86
1005,2081,0,133,86
1010,2081,0,132,85
1015,2081,0,133,86
1020,2081,0,133,86
1025,2081,0,133,85
1026,2204,0,133,85
1030,2204,0,133,86
1035,2204,0,132,85
1040,2204,0,131,86
1045,2204,0,132,85
1050,2204,0,133,86
1055,2204,0,133,85
1060,2204,0,133,85
1065,2204,0,132,86
1070,2204,0,133,85
1075,2204,0,132,85
1080,2204,0,132,85
1085,2204,0,134,85
1086,2327,0,134,85
1090,2327,0,133,85
1095,2327,0,133,85
1100,2327,0,133,86
1105,2327,0,133,85
1110,2327,0,133,86
1115,2327,0,133,85
1120,2327,0,133,86
1125,2327,0,134,86
1130,2327,0,134,86
1135,2327,0,133,86
1140,2327,0,133,85
1145,2327,0,133,86
1146,2450,0,133,86
1150,2450,0,134,85
1155,2450,0,135,86
1160,2450,0,135,85
1165,2450,0,135,86
1170,2450,0,136,86
1175,2450,0,135,85
1180,2450,0,134,86
1185,2450,0,134,85
1190,2450,0,135,86
1195,2450,0,134,86
1200,2450,0,133,86
1206,2578,11.636,133,86
