time,velocity_smooth,heartrate
975,0,141
980,0,141
985,0,141
990,0,143
995,0,143
1000,0,142
1005,0,142
1010,0,141
1015,0,142
1020,0,140
1025,0,142
1030,0,142
1035,0,142
1040,0,141
1045,0,143
1050,0,143
1055,0,143
1060,0,143
1065,0,142
1070,0,140
1075,0,141
1080,0,141
1085,0,142
1090,0,143
1095,0,142
1100,0,141
1105,0,141
1110,0,140
1115,0,140
1120,0,139
1125,0,139
1130,0,139
1135,0,138
1140,0,139
1145,0,140
1150,0,141
1155,0,140
1160,0,140
1165,0,140
1170,0,141
1175,0,141
1180,0,141
1185,0,141
1190,0,142
1195,0,142
1200,0,142
1205,0,143
1210,0,142
1215,0,141
1220,0,140
1225,0,140
1230,0,142
1235,0,143
1240,0,143
1245,0,143
1250,0,143
1255,0,143
1260,0,142
1265,0,142
1270,0,141
1275,0,141
1280,0,142
1285,0,142
1290,0,143
1295,0,144
1300,0,144
1305,0,144
1310,0,145
1315,0,145
1320,0,144
1325,0,143
1330,0,143
1335,0,143
1340,0,142
1345,0,142
1350,0,142
1355,0,143
1360,0,143
1365,0,144
1370,0,144
1375,0,144
1380,0,143
1385,0,143
1390,0,142
1395,0,143
1400,0,142
1405,0,140
1410,0,141
1415,0,141
1420,0,142
1425,0,142
1430,0,143
1435,0,143
1440,0,144
1445,0,143
1450,0,143
1455,0,143
1460,0,144
1465,0,144
1470,0,144
1475,0,143
1480,0,142
1485,0,144
1490,0,143
1495,0,144
1500,0,144
1505,0,143
1510,0,144
1515,0,143
1520,0,143
1525,0,143
1530,0,143
1535,0,143
1540,0,143
1545,0,143
1550,0,143
1555,0,144
1560,0,144
1565,0,144
1570,0,144
1575,0,144
1580,0,144
1585,0,144
1590,0,144
1595,0,145
1600,0,145
1605,0,145
1610,0,145
1615,0,146
1620,0,145
1625,0,145
1630,0,145
1635,0,145
1640,0,145
1645,0,145
1650,0,146
1655,0,145
1660,0,145
1665,0,146
1670,0,145
1675,0,145
1680,0,145
1685,0,144
1690,0,145
1695,0,144
1700,0,143
1705,0,143
1710,0,143
1715,0,143
1720,0,143
1725,0,142
1730,0,142
1735,0,142
1740,0,140
1745,0,140
1750,0,141
1755,0,142
1760,0,141
1765,0,143
1770,0,143
1775,0,142
1780,0,141
1785,0,141
1790,0,140
1795,0,140
1800,0,141
1805,0,141
1810,0,142
1815,0,143
1820,0,142
1825,0,141
1830,0,142
1835,0,143
1840,0,143
1845,0,143
1850,0,142
1855,0,141
1860,0,141
1865,0,140
1870,0,140
1875,0,140
1880,0,142
1885,0,144
1890,0,144
1895,0,145
1900,0,147
1905,0,148
1910,0,147
1915,0,148
1920,0,147
1925,0,146
1930,0,145
1935,0,145
1940,0,144
1945,0,144
1950,0,144
1955,0,144
1960,0,145
1965,0,144
1970,0,144
1975,0,143
1980,0,143
1985,0,142
1990,0,142
1995,0,142
2000,0,142
2005,0,142
2010,0,142
2015,0,141
2020,0,141
2025,0,141
2030,0,140
2035,0,141
2040,0,141
2045,0,140
2050,0,140
2055,0,141
2060,0,142
2065,0,141
2070,0,142
2075,0,143
2080,0,142
2085,0,141
2090,0,142
2095,0,143
2100,0,143
2105,0,143
2110,0,143
2115,0,142
2120,0,143
2125,0,143
2130,0,143
2135,0,143
2140,0,143
2145,0,143
2150,0,143
2155,0,143
2160,0,142
2165,0,143
2170,0,143
2175,0,143
2180,0,143
2185,0,143
2190,0,143
2195,0,143
2200,0,142
2205,0,143
2210,0,143
2215,0,142
2220,0,143
2225,0,145
2230,0,144
2235,0,142
2240,0,142
2245,0,142
2250,0,142
2255,0,142
2260,0,143
2265,0,143
2270,0,144
2275,0,145
2280,0,144
2285,0,144
2290,0,144
2295,0,143
2300,0,143
2305,0,144
2310,0,144
2315,0,145
2320,0,144
2325,0,143
2330,0,143
2335,0,143
2340,0,144
2345,0,144
2350,0,145
2355,0,144
2360,0,144
2365,0,143
2370,0,143
2375,0,143
2380,0,143
2385,0,144
2390,0,144
2395,0,144
2400,0,145
2405,0,145
2410,0,145
2415,0,145
2420,0,146
2425,0,145
2430,0,145
2435,0,145
2440,0,146
2445,0,145
2450,0,144
2455,0,145
2460,0,145
2465,0,145
2470,0,145
2475,0,145
2480,0,145
2485,0,145
2490,0,145
2495,0,145
2500,0,145
2505,0,144
2510,0,145
2515,0,144
2520,0,146
2525,0,146
2530,0,146
2535,0,147
2540,0,147
2545,0,146
2550,0,144
2555,0,144
2560,0,143
2565,0,142
2570,0,142
2575,0,143
2580,0,143
2585,0,143
2590,0,144
2595,0,145
2600,0,146
2605,0,148
2610,0,149
2615,0,148
2620,0,145
2625,0,143
2630,0,141
2635,0,138
2640,0,138
2645,0,138
2650,0,138
2655,0,138
2660,0,138
2665,0,138
2670,0,139
2675,0,141
2680,0,141
2685,0,142
2690,0,142
2695,0,143
2700,0,144
2705,0,143
2710,0,144
2715,0,145
2720,0,147
2725,0,146
2730,0,146
2735,0,145
2740,0,145
2745,0,144
2750,0,145
2755,0,145
2760,0,145
2765,0,145
2770,0,145
2775,0,146
2780,0,144
2785,0,145
2790,0,145
2795,0,145
2800,0,146
2805,0,146
2810,0,146
2815,0,145
2820,0,146
2825,0,146
2830,0,146
2835,0,146
2840,0,146
2845,0,147
2850,0,146
2855,0,145
2860,0,146
2865,0,147
2870,0,147
2875,0,147
2880,0,146
2885,0,147
2890,0,146
2895,0,144
2900,0,144
2905,0,145
2910,0,144
2915,0,144
2920,0,143
2925,0,143
2930,0,143
2935,0,143
2940,0,144
2945,0,145
2950,0,146
2955,0,146
2960,0,145
2965,0,144
2970,0,145
2975,0,145
2980,0,145
2985,0,145
2990,0,145
2995,0,145
3000,0,144
3005,0,145
3010,0,145
3015,0,145
3020,0,144
3025,0,146
3030,0,146
3035,0,147
3040,0,146
3045,0,145
3050,0,144
3055,0,145
3060,0,145
3065,0,143
3070,0,144
3075,0,145
3080,0,144
3085,0,145
3090,0,144
3095,0,144
3100,0,144
3105,0,143
3110,0,143
3115,0,143
3120,0,143
3125,0,143
3130,0,142
3135,0,142
3140,0,143
3145,0,143
3150,0,144
3155,0,143
3160,0,142
3165,0,141
3170,0,143
3175,0,144
3180,0,144
3185,0,143
3190,0,143
3195,0,144
3200,0,145
3205,0,145
3210,0,145
3215,0,146
3220,0,146
3225,0,145
3230,0,145
3235,0,145
3240,0,146
3245,0,146
3250,0,146
3255,0,144
3260,0,143
3265,0,142
3270,0,141
3275,0,142
3280,0,143
3285,0,143
3290,0,142
3295,0,142
3300,0,142
3305,0,143
3310,0,143
3315,0,143
3320,0,143
3325,0,143
3330,0,144
3335,0,144
3340,0,144
3345,0,145
3350,0,145
3355,0,144
3360,0,144
3365,0,144
3370,0,143
3375,0,144
3380,0,143
3385,0,144
3390,0,143
3395,0,144
3400,0,144
3405,0,146
3410,0,145
3415,0,145
3420,0,145
3425,0,145
3430,0,144
3435,0,144
3440,0,143
3445,0,143
3450,0,143
3455,0,143
3460,0,142
3465,0,143
3470,0,143
3475,0,143
3480,0,143
3485,0,143
3490,0,143
3495,0,144
3500,0,144
3505,0,145
3510,0,146
3515,0,145
3520,0,143
3525,0,143
3530,0,142
3535,0,142
3540,0,142
3545,0,142
3550,0,142
3555,0,143
3560,0,144
3565,0,144
3570,0,143
3575,0,143
3580,0,143
3585,0,142
3590,0,142
3595,0,142
3600,0,142
3605,0,142
3610,0,143
3615,0,143
3620,0,144
3625,0,144
3630,0,144
3635,0,144
3640,0,144
3645,0,146
3650,0,144
3655,0,143
3660,0,144
3665,0,145
3670,0,146
3675,0,145
3680,0,146
3685,0,146
3690,0,145
3695,0,145
3700,0,144
3705,0,145
3710,0,145
3715,0,144
3720,0,144
3725,0,145
3730,0,145
3735,0,145
3740,0,144
3745,0,144
3750,0,144
3755,0,145
3760,0,145
3765,0,145
3770,0,146
3775,0,145
3780,0,145
3785,0,144
3790,0,144
3795,0,143
3800,0,144
3805,0,145
3810,0,145
3815,0,145
3820,0,146
3825,0,146
3830,0,146
3835,0,146
3840,0,146
3845,0,146
3850,0,147
3855,0,147
3860,0,146
3865,0,146
