time,velocity_smooth,heartrate
0,0,81
5,0,81
10,0,82
15,0,81
20,0,82
25,0,86
30,0,90
35,0,93
40,0,97
45,0,95
50,0,97
55,0,96
60,0,99
65,0,99
70,0,100
75,0,101
80,0,103
85,0,105
90,0,106
95,0,106
100,0,107
105,0,108
110,0,109
115,0,111
120,0,111
125,0,111
130,0,111
135,0,113
140,0,113
145,0,114
150,0,113
155,0,115
160,0,116
165,0,116
170,0,117
175,0,118
180,0,121
185,0,120
190,0,122
195,0,122
200,0,123
205,0,121
210,0,122
215,0,122
220,0,123
225,0,121
230,0,123
235,0,122
240,0,124
245,0,125
250,0,123
255,0,126
260,0,125
265,0,126
270,0,126
275,0,128
280,0,129
285,0,131
290,0,132
295,0,130
300,0,131
305,0,129
310,0,128
315,0,129
320,0,129
325,0,129
330,0,128
335,0,129
340,0,129
345,0,128
350,0,127
355,0,127
360,0,127
365,0,127
370,0,127
375,0,126
380,0,126
385,0,126
390,0,125
395,0,125
400,0,124
405,0,123
410,0,122
415,0,123
420,0,124
425,0,123
430,0,123
435,0,122
440,0,122
445,0,122
450,0,122
455,0,124
460,0,123
465,0,125
470,0,124
475,0,125
480,0,125
485,0,124
490,0,126
495,0,123
500,0,123
505,0,125
510,0,125
515,0,126
520,0,126
525,0,127
530,0,128
535,0,128
540,0,128
545,0,129
550,0,130
555,0,131
560,0,133
565,0,132
570,0,132
575,0,133
580,0,134
585,0,133
590,0,133
595,0,133
600,0,133
605,0,133
610,0,134
615,0,133
620,0,133
625,0,133
630,0,133
635,0,133
640,0,133
645,0,134
650,0,133
655,0,133
660,0,132
665,0,133
670,0,132
675,0,132
680,0,131
685,0,130
690,0,129
695,0,129
700,0,130
705,0,129
710,0,130
715,0,131
720,0,132
725,0,132
730,0,131
735,0,132
740,0,134
745,0,135
750,0,135
755,0,135
760,0,134
765,0,134
770,0,133
775,0,134
780,0,135
785,0,134
790,0,134
795,0,136
800,0,136
805,0,136
810,0,136
815,0,136
820,0,135
825,0,134
830,0,136
835,0,136
840,0,136
845,0,136
850,0,136
855,0,137
860,0,138
865,0,138
870,0,138
875,0,138
880,0,138
885,0,138
890,0,138
895,0,138
900,0,140
905,0,140
910,0,139
915,0,138
920,0,139
925,0,139
930,0,139
935,0,139
940,0,139
945,0,139
950,0,141
955,0,140
960,0,140
965,0,140
970,0,141
