time,distance,lat,lng,velocity_smooth
266,528.9,-22.394884,-41.78242,2.24
267,530.9,-22.394876,-41.782402,2.2
268,533,-22.394869,-41.782383,2.18
269,535.2,-22.39486,-41.782364,2.18
270,537.4,-22.394852,-41.782345,2.18
271,539.6,-22.394842,-41.782326,2.14
272,541.7,-22.394835,-41.782307,2.16
273,544.3,-22.394827,-41.782284,2.26
274,546.5,-22.394817,-41.782265,2.26
275,549.2,-22.39481,-41.78224,2.36
276,551.1,-22.394802,-41.782223,2.3
277,553.3,-22.394793,-41.782204,2.32
278,556.1,-22.394783,-41.78218,2.36
279,558.4,-22.394773,-41.78216,2.38
280,560.4,-22.394764,-41.782143,2.24
281,562.7,-22.394754,-41.782124,2.32
282,564.5,-22.394743,-41.78211,2.24
283,566.9,-22.394733,-41.78209,2.16
284,569.2,-22.394724,-41.78207,2.16
285,571.4,-22.394716,-41.78205,2.2
286,573.5,-22.394707,-41.782032,2.16
287,575.6,-22.3947,-41.782013,2.22
288,577.9,-22.39469,-41.781994,2.2
289,580.5,-22.394682,-41.78197,2.26
290,582.8,-22.394672,-41.78195,2.28
291,584.9,-22.394663,-41.781933,2.28
292,587.5,-22.394653,-41.78191,2.38
293,589.8,-22.394644,-41.78189,2.38
294,592.1,-22.394634,-41.78187,2.32
295,594.1,-22.394625,-41.781853,2.26
296,596.4,-22.394615,-41.781834,2.3
297,598.6,-22.394606,-41.781815,2.22
298,601.4,-22.394596,-41.78179,2.32
299,603.4,-22.394587,-41.781773,2.26
300,605.6,-22.394577,-41.781754,2.3
301,608,-22.394567,-41.781734,2.32
302,610.2,-22.394558,-41.781715,2.32
303,612.5,-22.394547,-41.781696,2.22
304,614.7,-22.394537,-41.781677,2.26
305,616.9,-22.394526,-41.78166,2.26
306,619.4,-22.394512,-41.78164,2.28
307,621.6,-22.394499,-41.781624,2.28
308,623.8,-22.394485,-41.78161,2.26
309,626.2,-22.39447,-41.781593,2.3
310,628.4,-22.394455,-41.781578,2.3
311,630.7,-22.39444,-41.781563,2.26
312,633.1,-22.394424,-41.781548,2.3
313,635.3,-22.394411,-41.781532,2.3
314,637.4,-22.394398,-41.781517,2.24
315,639.7,-22.394386,-41.781498,2.26
316,641.7,-22.394375,-41.781483,2.2
317,644.1,-22.394363,-41.781464,2.2
318,646.4,-22.394352,-41.781445,2.22
319,648.8,-22.39434,-41.781425,2.28
320,651,-22.394331,-41.781406,2.26
321,653,-22.394321,-41.78139,2.26
322,655.1,-22.394312,-41.781372,2.2
323,657.3,-22.394304,-41.781353,2.18
324,659.5,-22.394295,-41.781334,2.14
325,662.1,-22.394287,-41.78131,2.22
326,664.1,-22.39428,-41.781292,2.22
327,666.4,-22.39427,-41.781273,2.26
328,668.5,-22.394262,-41.781254,2.24
329,670.6,-22.394255,-41.781235,2.22
330,672.8,-22.394247,-41.781216,2.14
331,675.3,-22.39424,-41.781193,2.24
332,677.4,-22.394232,-41.781174,2.2
333,679.7,-22.394222,-41.781155,2.24
334,681.8,-22.394215,-41.781136,2.24
335,683.6,-22.394207,-41.78112,2.16
336,686,-22.394197,-41.7811,2.14
337,688.1,-22.394188,-41.781082,2.14
338,690.1,-22.394176,-41.781067,2.08
339,692.3,-22.394167,-41.781048,2.1
340,694,-22.39416,-41.781033,2.08
341,696.4,-22.39415,-41.781013,2.08
342,698.5,-22.394142,-41.780994,2.08
343,700.1,-22.394136,-41.78098,2
344,702.3,-22.394129,-41.78096,2
345,704.6,-22.394121,-41.78094,2.12
346,706.5,-22.394115,-41.780922,2.02
347,708.6,-22.394108,-41.780903,2.02
348,710.8,-22.3941,-41.780884,2.14
349,713.4,-22.394093,-41.78086,2.22
350,715.6,-22.394085,-41.78084,2.2
351,717.6,-22.394077,-41.780823,2.22
352,720.1,-22.39407,-41.7808,2.3
353,722.3,-22.394062,-41.78078,2.3
354,724.5,-22.394054,-41.78076,2.22
355,726.5,-22.394047,-41.780743,2.18
356,729,-22.39404,-41.78072,2.28
357,731.2,-22.394033,-41.7807,2.22
358,733.4,-22.394026,-41.78068,2.22
359,735.2,-22.39402,-41.780663,2.14
360,737.5,-22.394012,-41.780643,2.2
361,739.1,-22.394003,-41.78063,2.02
362,741.5,-22.393993,-41.78061,2.06
363,743.8,-22.393984,-41.78059,2.08
364,745.7,-22.393974,-41.780575,2.1
365,747.9,-22.393965,-41.780556,2.08
366,749.9,-22.393955,-41.78054,2.16
367,752.3,-22.393944,-41.78052,2.16
368,754.4,-22.393934,-41.780502,2.12
369,756.7,-22.393923,-41.780483,2.2
370,759.1,-22.393911,-41.780464,2.24
371,761,-22.3939,-41.78045,2.22
372,763.8,-22.393888,-41.780426,2.3
373,766.1,-22.393877,-41.780407,2.34
374,768.4,-22.393866,-41.780388,2.34
375,770.3,-22.393856,-41.780373,2.24
376,772.5,-22.393847,-41.780354,2.3
377,774.8,-22.393837,-41.780334,2.2
378,776.7,-22.393827,-41.78032,2.12
379,778.9,-22.39382,-41.7803,2.1
380,781.2,-22.39381,-41.78028,2.18
381,783.4,-22.3938,-41.780262,2.18
382,785.2,-22.393791,-41.780247,2.08
383,787.4,-22.393782,-41.780228,2.14
384,789.6,-22.393772,-41.78021,2.14
385,791.8,-22.393764,-41.78019,2.12
386,793.7,-22.393755,-41.780174,2.06
387,796,-22.393745,-41.780155,2.16
388,798.1,-22.393738,-41.780136,2.14
389,800.3,-22.393728,-41.780117,2.14
390,802.3,-22.393719,-41.7801,2.1
391,804.4,-22.39371,-41.780083,2.14
392,806.6,-22.3937,-41.780064,2.12
393,808.9,-22.39369,-41.780045,2.16
394,811.2,-22.39368,-41.780025,2.18
395,813.4,-22.39367,-41.780006,2.22
396,815.6,-22.393658,-41.77999,2.24
397,817.8,-22.393646,-41.779972,2.24
398,820,-22.393637,-41.779953,2.22
399,822.1,-22.393625,-41.779938,2.18
400,824.2,-22.393616,-41.77992,2.16
401,826.4,-22.393608,-41.7799,2.16
402,828.7,-22.3936,-41.77988,2.18
403,830.6,-22.39359,-41.779865,2.12
404,832.7,-22.393583,-41.779846,2.12
405,834.6,-22.393574,-41.77983,2.08
406,836.9,-22.393566,-41.77981,2.1
407,838.9,-22.393557,-41.779793,2.04
408,840.8,-22.393547,-41.779778,2.04
409,842.7,-22.393538,-41.779762,2
410,844.9,-22.393528,-41.779743,2.06
411,846.8,-22.393518,-41.779728,1.98
412,848.8,-22.393507,-41.779713,1.98
413,851.1,-22.393497,-41.779694,2.06
414,853,-22.393486,-41.77968,2.06
415,855.1,-22.393475,-41.779663,2.04
416,857.1,-22.393463,-41.779648,2.06
417,859.1,-22.393452,-41.779633,2.06
418,861.4,-22.393438,-41.779617,2.06
419,863.2,-22.393429,-41.779602,2.04
420,865.3,-22.393417,-41.779587,2.04
421,867.4,-22.393406,-41.77957,2.06
422,869.4,-22.393394,-41.779556,2.06
423,871.5,-22.393385,-41.779537,2.02
424,873.6,-22.393373,-41.779522,2.08
425,875.8,-22.393364,-41.779503,2.1
426,877.7,-22.393354,-41.779488,2.06
427,879.9,-22.393343,-41.77947,2.1
428,882.2,-22.393333,-41.77945,2.14
429,884.2,-22.393324,-41.779434,2.12
430,886.4,-22.393314,-41.779415,2.12
431,888.6,-22.393305,-41.779396,2.18
432,890.8,-22.393297,-41.779377,2.18
433,892.8,-22.393288,-41.77936,2.12
434,895,-22.393276,-41.779343,2.16
435,897.2,-22.393267,-41.779324,2.16
436,899.4,-22.393257,-41.779305,2.16
437,901.3,-22.393248,-41.77929,2.1
438,903.7,-22.393236,-41.77927,2.18
439,905.6,-22.393227,-41.779255,2.12
440,907.9,-22.393215,-41.779236,2.14
441,910.1,-22.393206,-41.779217,2.14
442,912.4,-22.393196,-41.779198,2.22
443,914.3,-22.393188,-41.779182,2.12
444,916.7,-22.393179,-41.77916,2.22
445,919,-22.39317,-41.77914,2.22
446,921.4,-22.39316,-41.77912,2.26
447,923.5,-22.39315,-41.779102,2.22
448,925.6,-22.393143,-41.779083,2.26
449,927.9,-22.393133,-41.779064,2.24
450,930.1,-22.393124,-41.779045000000004,2.22
451,932.2,-22.393116,-41.779026,2.16
452,934.5,-22.393106,-41.779007,2.2
453,936.7,-22.393097,-41.778988,2.22
454,938.8,-22.393087,-41.77897,2.18
455,940.8,-22.393078,-41.778954,2.14
456,943.4,-22.39307,-41.77893,2.24
457,945.5,-22.393064,-41.77891,2.2
458,947.5,-22.393057,-41.778893,2.16
459,949.6,-22.393051,-41.778873,2.16
460,951.7,-22.393045,-41.778854,2.18
461,954.2,-22.393042,-41.77883,2.16
462,956.1,-22.393036,-41.778812,2.12
463,957.9,-22.393028,-41.778797,2.08
464,960.1,-22.39302,-41.778778,2.1
465,962.1,-22.393013,-41.77876,2.08
466,964.1,-22.393003,-41.778744,1.98
467,966.3,-22.392994,-41.778725,2.04
468,968.2,-22.392984,-41.77871,2.06
469,970.6,-22.392973,-41.77869,2.1
470,972.9,-22.392963,-41.77867,2.16
471,974.8,-22.392952,-41.778656,2.14
472,977,-22.392942,-41.778637,2.14
473,979.2,-22.392933,-41.778618,2.2
474,981.1,-22.392923,-41.778603,2.1
475,983.3,-22.392914,-41.778584,2.08
476,985.2,-22.392904,-41.77857,2.08
477,987.4,-22.392895,-41.77855,2.08
478,989.8,-22.392885,-41.77853,2.12
479,992.1,-22.392876,-41.77851,2.2
480,993.9,-22.392866,-41.778496,2.12
481,996.1,-22.392857,-41.778477,2.18
482,998.3,-22.392847,-41.778458,2.18
483,1000.2,-22.39284,-41.778442,2.08
484,1002.1,-22.39283,-41.778427,2
485,1003.5,-22.392822,-41.778416,1.92
486,1004.3,-22.392817,-41.77841,1.64
487,1005.1,-22.392813,-41.778416,1.36
488,1006.2,-22.392815,-41.778427,1.2
489,1007.9,-22.39282,-41.778442,1.16
490,1010,-22.39283,-41.77846,1.3
491,1012.4,-22.392841,-41.77848,1.62
492,1014.6,-22.392853,-41.778496,1.9
493,1016.9,-22.392864,-41.778515,2.14
494,1019.2,-22.392876,-41.778534,2.26
495,1021.5,-22.392887,-41.778553,2.3
496,1023.9,-22.392899,-41.778572,2.3
497,1026.1,-22.39291,-41.77859,2.3
498,1028.5,-22.392921,-41.77861,2.32
499,1031,-22.392933,-41.77863,2.36
500,1033.5,-22.392942,-41.778652,2.4
501,1035.7,-22.392954,-41.77867,2.36
502,1038.1,-22.392965,-41.77869,2.4
503,1040.6,-22.392977,-41.77871,2.42
504,1042.9,-22.392986,-41.77873,2.38
505,1044.8,-22.392998,-41.778744,2.26
506,1047,-22.393007,-41.778763,2.26
507,1049.1,-22.393017,-41.77878,2.2
508,1051.1,-22.393026,-41.778797,2.1
509,1053.4,-22.393036,-41.778816,2.1
510,1055.6,-22.393045,-41.778835,2.16
511,1057.5,-22.393055,-41.77885,2.1
512,1059.8,-22.393064,-41.77887,2.14
513,1061.7,-22.393074,-41.778885,2.12
514,1063.9,-22.393084,-41.778904,2.1
515,1066.1,-22.393093,-41.778923,2.1
516,1068.2,-22.3931,-41.778942,2.14
517,1070.1,-22.39311,-41.778957,2.06
518,1072.4,-22.39312,-41.778976,2.14
519,1074.6,-22.393127,-41.778996,2.14
520,1076.8,-22.393137,-41.779015,2.14
521,1079.1,-22.393147,-41.779034,2.18
522,1081.3,-22.393156,-41.779053,2.24
523,1083.2,-22.393166,-41.779068,2.16
524,1085.5,-22.393177,-41.779087,2.18
525,1087.7,-22.393187,-41.779106,2.18
526,1090,-22.393198,-41.779125,2.18
527,1092.3,-22.393208,-41.779144,2.2
528,1094.6,-22.393219,-41.779163,2.28
529,1096.8,-22.393229,-41.779182,2.26
530,1099,-22.39324,-41.7792,2.26
531,1101.1,-22.39325,-41.779217,2.22
532,1103.4,-22.39326,-41.779236,2.22
533,1105.6,-22.39327,-41.779255,2.2
534,1107.9,-22.39328,-41.779274,2.22
535,1110.2,-22.393291,-41.779293,2.24
536,1112.5,-22.393303,-41.779312,2.28
537,1114.6,-22.393312,-41.77933,2.24
538,1117,-22.393322,-41.77935,2.28
539,1119,-22.393333,-41.779366,2.22
540,1121.3,-22.393343,-41.779385,2.22
541,1123.2,-22.393353,-41.7794,2.14
542,1125.5,-22.393362,-41.77942,2.18
543,1127.3,-22.393372,-41.779434,2.06
544,1129.5,-22.393381,-41.779453,2.1
545,1131.5,-22.39339,-41.77947,2.04
546,1133.3,-22.3934,-41.779484,2.02
547,1135.7,-22.393412,-41.779503,2.04
548,1137.7,-22.393421,-41.77952,2.08
549,1139.7,-22.39343,-41.779537,2.04
550,1141.6,-22.39344,-41.779552,2.02
551,1143.8,-22.39345,-41.77957,2.1
552,1146,-22.393457,-41.77959,2.06
553,1148.3,-22.393467,-41.77961,2.12
554,1150.2,-22.393476,-41.779625,2.1
555,1152.4,-22.393486,-41.779644,2.16
556,1154.4,-22.393496,-41.77966,2.12
557,1156.8,-22.393507,-41.77968,2.16
558,1158.6,-22.393517,-41.779694,2.06
559,1160.9,-22.393528,-41.779713,2.14
560,1163,-22.39354,-41.779728,2.12
561,1165.2,-22.393549,-41.779747,2.16
562,1167.1,-22.39356,-41.779762,2.06
563,1169.3,-22.39357,-41.77978,2.14
564,1171.6,-22.39358,-41.7798,2.14
565,1174,-22.39359,-41.77982,2.2
566,1176.3,-22.3936,-41.77984,2.22
567,1178.1,-22.39361,-41.779854,2.2
568,1180.4,-22.39362,-41.779873,2.22
569,1182.7,-22.39363,-41.779892,2.22
570,1184.5,-22.393639,-41.779907,2.1
571,1186.7,-22.393648,-41.779926,2.08
572,1188.5,-22.393658,-41.77994,2.08
573,1190.8,-22.393667,-41.77996,2.08
574,1193.1,-22.393677,-41.77998,2.08
575,1195.4,-22.393686,-41.78,2.18
576,1197.3,-22.393696,-41.780014,2.12
577,1199.4,-22.393705,-41.780033,2.18
578,1201.5,-22.393715,-41.78005,2.14
579,1203.5,-22.393724,-41.780067,2.08
580,1205.5,-22.393734,-41.780083,2.02
581,1207.5,-22.393745,-41.780098,2.04
582,1209.7,-22.393755,-41.780117,2.06
583,1211.6,-22.393764,-41.780132,2.02
584,1213.7,-22.393776,-41.780148,2.04
585,1215.9,-22.393785,-41.780167,2.08
586,1217.6,-22.393795,-41.78018,2.02
587,1219.7,-22.393805,-41.780197,2
588,1221.6,-22.393814,-41.780212,2
589,1223.7,-22.393824,-41.78023,2
590,1225.7,-22.393833,-41.780247,1.96
591,1227.6,-22.393843,-41.780262,2
592,1229.4,-22.39385,-41.780277,1.94
593,1231.6,-22.39386,-41.780296,2
594,1233.4,-22.39387,-41.78031,1.94
595,1235.5,-22.393879,-41.780327,1.96
596,1237.7,-22.393888,-41.780346,2.02
597,1239.5,-22.393898,-41.78036,2.02
598,1241.8,-22.393908,-41.78038,2.04
599,1244.1,-22.393917,-41.7804,2.14
600,1246.4,-22.393927,-41.78042,2.18
601,1248.6,-22.393938,-41.780437,2.18
602,1251,-22.39395,-41.780457,2.3
603,1253.3,-22.39396,-41.780476,2.3
604,1255.6,-22.393972,-41.780495,2.3
605,1257.9,-22.393982,-41.780514,2.3
606,1260.2,-22.393993,-41.780533,2.32
607,1262.6,-22.394005,-41.780552,2.32
608,1264.7,-22.394014,-41.78057,2.28
609,1267.1,-22.394026,-41.78059,2.3
610,1269.4,-22.394035,-41.78061,2.3
611,1271.8,-22.394045,-41.78063,2.32
612,1273.8,-22.394054,-41.780647,2.24
613,1275.9,-22.394062,-41.780666,2.24
614,1278,-22.394068,-41.780685,2.18
615,1280.6,-22.394073,-41.78071,2.24
616,1282.8,-22.39408,-41.78073,2.2
617,1285.3,-22.394083,-41.780754,2.3
618,1287.8,-22.39409,-41.780777,2.38
619,1290.3,-22.394096,-41.7808,2.46
620,1292.6,-22.394106,-41.78082,2.4
621,1294.7,-22.394115,-41.780838,2.38
622,1297.1,-22.394127,-41.780857,2.36
623,1299.4,-22.394138,-41.780876,2.32
624,1301.3,-22.39415,-41.78089,2.2
625,1303.7,-22.394161,-41.78091,2.22
626,1305.9,-22.394173,-41.780926,2.24
627,1308.2,-22.394184,-41.780945,2.22
628,1310.4,-22.394194,-41.780964,2.2
629,1312.5,-22.394205,-41.78098,2.24
630,1314.8,-22.394215,-41.781,2.22
631,1316.8,-22.394224,-41.781017,2.18
632,1318.8,-22.394234,-41.781033,2.12
633,1320.8,-22.394243,-41.78105,2.08
634,1323.2,-22.394253,-41.78107,2.14
