time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397167,-41.786354,0,95
2,0,-22.397167,-41.786354,0,95
3,0.4,-22.397165,-41.78635,0.133,95
4,1.8,-22.397159,-41.786339,0.45,95
5,2.8,-22.397154,-41.786331,0.56,95
6,4.2,-22.397146,-41.78632,0.7,95
7,6,-22.397139,-41.786304,1.2,95
8,7.5,-22.397131,-41.786293,1.42,95
9,9.4,-22.397121,-41.786278,1.52,95
10,11,-22.397112,-41.786266,1.64,98
11,12.7,-22.397104,-41.786251,1.7,98
12,14.6,-22.397095,-41.786236,1.72,98
13,16.5,-22.397085,-41.78622,1.8,98
14,18.4,-22.397076,-41.786205,1.8,98
15,19.9,-22.397068,-41.786194,1.78,97
16,22.1,-22.397058,-41.786175,1.88,97
17,23.9,-22.397051,-41.786159,1.86,97
18,25.8,-22.397041,-41.786144,1.86,97
19,27.7,-22.397032,-41.786129,1.86,97
20,29.9,-22.397022,-41.78611,2,96
21,31.8,-22.397013,-41.786095,1.94,96
22,33.7,-22.397003,-41.786079,1.96,96
23,35.7,-22.396992,-41.786064,1.98,96
24,37.7,-22.39698,-41.786049,2,96
25,39.5,-22.396969,-41.786037,1.92,95
26,41.6,-22.396955,-41.786022,1.96,95
27,43.8,-22.396942,-41.786007,2.02,95
28,45.5,-22.396931,-41.785995,1.96,95
29,48,-22.396917,-41.785976,2.06,95
30,50,-22.396906,-41.785961,2.1,96
31,52,-22.396894,-41.785946,2.08,96
32,54,-22.396883,-41.785931,2.04,96
33,56,-22.396871,-41.785915,2.1,96
34,57.9,-22.396862,-41.7859,1.98,96
35,60,-22.396851,-41.785885,2,95
36,61.9,-22.396841,-41.78587,1.98,95
37,63.6,-22.39683,-41.785858,1.92,95
38,65.6,-22.396818,-41.785843,1.92,95
39,67.6,-22.396807,-41.785828,1.94,95
40,69.5,-22.396797,-41.785812,1.9,96
41,71.3,-22.396786,-41.785801,1.88,96
42,73.2,-22.396776,-41.785786,1.92,96
43,75,-22.396767,-41.78577,1.88,96
44,76.9,-22.396757,-41.785755,1.86,96
45,78.7,-22.396746,-41.785744,1.84,95
46,80.6,-22.396736,-41.785728,1.86,95
47,82.6,-22.396725,-41.785713,1.88,95
48,84.2,-22.396715,-41.785702,1.84,95
49,86.2,-22.396704,-41.785686,1.86,95
50,87.8,-22.396694,-41.785675,1.82,96
51,89.7,-22.396685,-41.78566,1.82,96
52,91.7,-22.396673,-41.785644,1.82,96
53,93.6,-22.396664,-41.785629,1.88,96
