time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397427,-41.786739,0,87
1,0,-22.397427,-41.786739,0,87
2,0.9,-22.397423,-41.786732,0.45,87
3,2.3,-22.397415,-41.78672,0.767,87
4,3.7,-22.397409,-41.786709,0.925,87
5,5.1,-22.397402,-41.786697,1.02,87
6,6.9,-22.397394,-41.786682,1.38,87
7,8.3,-22.397388,-41.786671,1.48,87
8,10,-22.397381,-41.786655,1.54,87
9,11.8,-22.397373,-41.78664,1.62,87
10,13.6,-22.397366,-41.786625,1.7,89
11,15.1,-22.397358,-41.786613,1.64,89
12,16.8,-22.39735,-41.786598,1.7,89
13,18.7,-22.397341,-41.786583,1.74,89
14,20.2,-22.397333,-41.786571,1.68,89
15,22,-22.397325,-41.786556,1.68,91
16,23.9,-22.397316,-41.786541,1.76,91
17,25.6,-22.397308,-41.786526,1.76,91
18,27.4,-22.397301,-41.78651,1.74,91
19,29.6,-22.397293,-41.786491,1.88,91
20,31.3,-22.397285,-41.786476,1.86,93
21,33.5,-22.397278,-41.786457,1.92,93
22,35.3,-22.39727,-41.786442,1.94,93
23,37.5,-22.397261,-41.786423,2.02,93
24,39.3,-22.397253,-41.786407,1.94,93
25,41.5,-22.397243,-41.786388,2.04,93
26,43.3,-22.397236,-41.786373,1.96,93
27,45.2,-22.397226,-41.786358,1.98,93
28,47,-22.397219,-41.786343,1.9,93
29,49.2,-22.397209,-41.786324,1.98,93
30,51,-22.397201,-41.786308,1.9,94
31,52.9,-22.397192,-41.786293,1.92,94
32,54.8,-22.397182,-41.786278,1.92,94
33,56.5,-22.397175,-41.786262,1.9,94
34,58.4,-22.397165,-41.786247,1.84,94
35,60.3,-22.397156,-41.786232,1.86,95
36,62.1,-22.397148,-41.786217,1.84,95
37,64.3,-22.397139,-41.786198,1.9,95
38,66.2,-22.397129,-41.786182,1.94,95
39,68.1,-22.39712,-41.786167,1.94,95
40,70.4,-22.39711,-41.786148,2.02,96
41,72.3,-22.3971,-41.786133,2.04,96
42,74,-22.397093,-41.786117,1.94,96
43,75.9,-22.397083,-41.786102,1.94,96
44,77.8,-22.397074,-41.786087,1.94,96
45,79.7,-22.397064,-41.786072,1.86,95
46,81.6,-22.397055,-41.786056,1.86,95
47,83.2,-22.397045,-41.786045,1.84,95
48,85.2,-22.397034,-41.78603,1.86,95
49,86.9,-22.397022,-41.786018,1.82,95
50,89.1,-22.397009,-41.786003,1.88,95
51,90.8,-22.396997,-41.785992,1.84,95
52,92.7,-22.396984,-41.78598,1.9,95
53,94.8,-22.396973,-41.785965,1.92,95
54,96.5,-22.396961,-41.785953,1.92,95
55,98.5,-22.39695,-41.785938,1.88,97
56,100.4,-22.39694,-41.785923,1.92,97
57,102.1,-22.396929,-41.785912,1.88,97
58,103.7,-22.396919,-41.7859,1.78,97
59,105.7,-22.396908,-41.785885,1.84,97
60,107.5,-22.396896,-41.785873,1.8,99
