time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.397325,-41.786571,0,88
5,0,-22.397325,-41.786571,0,88
6,0,-22.397325,-41.786571,0,88
7,1,-22.39732,-41.786564,0.143,88
8,2.9,-22.397306,-41.786552,0.363,88
9,4.6,-22.397295,-41.786541,0.511,88
10,6.4,-22.397284,-41.78653,1.28,88
11,8.3,-22.39727,-41.786518,1.66,88
12,10.3,-22.397259,-41.786503,1.86,88
13,12.2,-22.397245,-41.786491,1.86,88
14,13.9,-22.397234,-41.78648,1.86,88
15,15.9,-22.397222,-41.786465,1.9,88
16,17.7,-22.397211,-41.786453,1.88,88
17,19.7,-22.3972,-41.786438,1.88,88
18,21.7,-22.397188,-41.786423,1.9,88
19,24,-22.397177,-41.786404,2.02,88
20,26.1,-22.397165,-41.786388,2.04,90
21,28.4,-22.397154,-41.786369,2.14,90
22,30.7,-22.397142,-41.78635,2.2,90
23,32.8,-22.397131,-41.786335,2.22,90
24,35.1,-22.39712,-41.786316,2.22,90
25,37.3,-22.39711,-41.786297,2.24,92
26,39.3,-22.397098,-41.786282,2.18,92
27,41.6,-22.397089,-41.786262,2.18,92
28,43.5,-22.397079,-41.786247,2.14,92
29,45.7,-22.39707,-41.786228,2.12,92
30,47.6,-22.39706,-41.786213,2.06,95
31,49.5,-22.397051,-41.786198,2.04,95
32,51.4,-22.397041,-41.786182,1.96,95
33,53.3,-22.397032,-41.786167,1.96,95
34,55.5,-22.397022,-41.786148,1.96,95
35,57.4,-22.397013,-41.786133,1.96,96
36,59.4,-22.397001,-41.786117,1.98,96
37,61.4,-22.39699,-41.786102,2,96
38,63.5,-22.396978,-41.786087,2.04,96
39,65.6,-22.396965,-41.786072,2.02,96
40,67.8,-22.396952,-41.786056,2.08,100
41,69.8,-22.39694,-41.786041,2.08,100
42,71.9,-22.396927,-41.786026,2.1,100
43,74.1,-22.396913,-41.786011,2.12,100
44,76.1,-22.396902,-41.785995,2.1,100
45,78.3,-22.396889,-41.78598,2.1,102
46,80.2,-22.396879,-41.785965,2.08,102
47,82.5,-22.396868,-41.785946,2.12,102
