time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492443,-41.929768,0,117,0
4,0,-22.492443,-41.929768,0,117,0
5,1.5,-22.49243,-41.929771,0.3,117,0
6,6,-22.49242,-41.929787,1,117,0
7,7.7,-22.492409,-41.929798,1.1,117,0
8,9.9,-22.492395,-41.929813,1.238,117,0
9,12.2,-22.492384,-41.929832,2.44,117,0
10,14.3,-22.492372,-41.929848,2.56,114,76
11,16.3,-22.492361,-41.929863,2.06,114,76
12,18,-22.492353,-41.929878,2.06,114,76
13,19.7,-22.49235,-41.929893,1.96,114,76
14,21.3,-22.492348,-41.929909,1.82,114,76
15,22.9,-22.492352,-41.929924,1.72,113,79
16,24.9,-22.492357,-41.929943,1.72,113,79
17,26.4,-22.492365,-41.929954,1.68,113,79
18,28.4,-22.492376,-41.92997,1.74,113,79
19,30.3,-22.492386,-41.929985,1.8,113,79
20,32.2,-22.492395,-41.93,1.86,114,79
21,33.9,-22.492407,-41.930012,1.8,114,79
22,35.8,-22.492416,-41.930027,1.88,114,79
23,37.4,-22.492426,-41.930038,1.8,114,79
24,39.2,-22.492433,-41.930054,1.78,114,79
25,41.1,-22.492443,-41.930069,1.78,114,78
26,42.5,-22.492451,-41.93008,1.72,114,78
27,44.4,-22.49246,-41.930096,1.72,114,78
28,46.2,-22.492468,-41.930111,1.76,114,78
29,47.8,-22.492477,-41.930122,1.72,114,78
30,49.6,-22.492485,-41.930138,1.7,115,77
31,51.8,-22.492495,-41.930157,1.86,115,77
32,53.5,-22.4925,-41.930172,1.82,115,77
33,55.3,-22.492508,-41.930187,1.82,115,77
34,57.3,-22.492514,-41.930206,1.9,115,77
35,59,-22.492519,-41.930222,1.88,116,78
36,60.8,-22.492527,-41.930237,1.8,116,78
37,62.6,-22.492535,-41.930252,1.82,116,78
38,64.2,-22.492544,-41.930263,1.78,116,78
39,65.9,-22.492556,-41.930275,1.72,116,78
40,67.6,-22.492567,-41.930286,1.72,118,79
41,69.4,-22.492578,-41.930298,1.72,118,79
42,71.3,-22.492592,-41.930309,1.74,118,79
43,72.8,-22.492603,-41.930317,1.72,118,79
44,74.3,-22.492613,-41.930328,1.68,118,79
45,76.1,-22.492624,-41.93034,1.7,119,79
46,77.7,-22.492634,-41.930351,1.66,119,79
47,79.2,-22.492645,-41.930359,1.58,119,79
48,80.7,-22.492655,-41.93037,1.58,119,79
49,82.5,-22.492666,-41.930382,1.64,119,79
50,84.2,-22.492678,-41.930393,1.62,118,79
51,85.9,-22.492689,-41.930405,1.64,118,79
52,87.7,-22.492701,-41.930416,1.7,118,79
53,89.4,-22.492712,-41.930428,1.74,118,79
54,91.6,-22.492725,-41.930443,1.82,118,79
55,93.3,-22.492737,-41.930454,1.82,119,80
56,95.2,-22.49275,-41.930466,1.86,119,80
57,96.9,-22.492762,-41.930477,1.84,119,80
58,98.9,-22.492773,-41.930492,1.9,119,80
59,100.7,-22.492784,-41.930504,1.82,119,80
60,102.7,-22.492796,-41.930519,1.88,121,79
61,104.6,-22.492805,-41.930534,1.88,121,79
62,106.6,-22.492817,-41.93055,1.94,121,79
63,108.5,-22.492826,-41.930565,1.92,121,79
64,110.4,-22.492836,-41.93058,1.94,121,79
65,112.3,-22.492845,-41.930595,1.92,122,82
66,114.3,-22.492857,-41.930611,1.94,122,82
67,116.2,-22.492866,-41.930626,1.92,122,82
68,117.8,-22.492876,-41.930637,1.86,122,82
69,119.6,-22.492884,-41.930653,1.84,122,82
70,121.4,-22.492893,-41.930668,1.82,122,80
71,122.9,-22.492901,-41.930679,1.72,122,80
72,124.6,-22.492907,-41.930695,1.68,122,80
73,126.4,-22.492914,-41.93071,1.72,122,80
74,127.8,-22.492922,-41.930721,1.64,122,80
75,129.7,-22.492931,-41.930736,1.66,123,80
76,131.6,-22.492941,-41.930752,1.74,123,80
77,133.5,-22.49295,-41.930767,1.78,123,80
78,135.4,-22.49296,-41.930782,1.8,123,80
79,137.4,-22.492971,-41.930798,1.92,123,80
80,139.3,-22.492981,-41.930813,1.92,122,81
81,141.3,-22.492992,-41.930828,1.94,122,81
82,143.1,-22.493004,-41.93084,1.92,122,81
83,145.1,-22.493015,-41.930855,1.94,122,81
84,147,-22.493029,-41.930866,1.92,122,81
85,149,-22.49304,-41.930881,1.94,123,81
86,150.9,-22.493053,-41.930893,1.92,123,81
87,152.9,-22.493065,-41.930908,1.96,123,81
88,154.8,-22.493078,-41.93092,1.94,123,81
89,156.5,-22.49309,-41.930931,1.9,123,81
90,158.4,-22.493103,-41.930943,1.88,124,81
91,160.4,-22.493114,-41.930958,1.9,124,81
92,162.3,-22.493128,-41.930969,1.88,124,81
93,164.2,-22.493141,-41.930981,1.88,124,81
94,166.1,-22.493154,-41.930992,1.92,124,81
95,168.4,-22.49317,-41.931007,2,125,81
96,170.3,-22.493183,-41.931019,1.98,125,81
97,172.4,-22.493198,-41.93103,2.02,125,81
98,174.3,-22.493212,-41.931042,2.02,125,81
99,176.3,-22.493227,-41.931053,2.04,125,81
100,178.4,-22.493242,-41.931065,2,125,81
101,180.5,-22.493258,-41.931076,2.04,125,81
102,182.5,-22.493273,-41.931087,2.02,125,81
103,184.6,-22.493288,-41.931099,2.06,125,81
104,186.5,-22.493301,-41.93111,2.04,125,81
105,188.6,-22.493315,-41.931126,2.04,125,82
106,190.6,-22.493328,-41.931137,2.02,125,82
107,192.7,-22.493341,-41.931152,2.04,125,82
108,194.4,-22.493353,-41.931164,1.96,125,82
109,196.6,-22.493366,-41.931179,2.02,125,82
110,198.6,-22.493378,-41.931194,2,126,82
111,200.5,-22.493391,-41.931206,1.98,126,82
112,202.7,-22.493404,-41.931221,2,126,82
113,204.6,-22.493418,-41.931232,2.04,126,82
114,206.5,-22.493431,-41.931244,1.98,126,82
115,208.4,-22.493444,-41.931255,1.96,126,82
116,210.2,-22.493458,-41.931267,1.94,126,82
117,212.1,-22.493471,-41.931278,1.88,126,82
118,214,-22.493484,-41.93129,1.88,126,82
119,215.9,-22.493498,-41.931301,1.88,126,82
120,218.1,-22.493511,-41.931316,1.94,126,82
121,220,-22.493524,-41.931328,1.96,126,82
122,222.1,-22.493538,-41.931343,2,126,82
123,224.2,-22.493549,-41.931358,2.04,126,82
124,226.3,-22.493563,-41.931374,2.08,126,82
125,228.3,-22.493574,-41.931389,2.04,127,82
126,230.1,-22.493586,-41.9314,2.02,127,82
127,232.2,-22.493599,-41.931416,2.02,127,82
128,233.9,-22.493612,-41.931423,1.94,127,82
129,236,-22.493627,-41.931435,1.94,127,82
130,237.9,-22.493641,-41.931446,1.92,127,82
131,239.7,-22.493656,-41.931454,1.92,127,82
132,241.6,-22.493669,-41.931465,1.88,127,82
133,243.4,-22.493685,-41.931469,1.9,127,82
134,244.9,-22.493698,-41.931473,1.78,127,82
135,246.4,-22.493711,-41.931473,1.7,127,82
136,248.1,-22.493725,-41.931465,1.68,127,82
137,250,-22.493738,-41.931454,1.68,127,82
138,251.7,-22.49375,-41.931442,1.66,127,82
139,253.7,-22.493761,-41.931427,1.76,127,82
140,255.9,-22.493774,-41.931412,1.9,128,82
141,257.9,-22.493786,-41.931396,1.96,128,82
142,260.2,-22.493797,-41.931377,2.04,128,82
143,262.4,-22.493811,-41.931362,2.14,128,82
144,264.4,-22.493822,-41.931347,2.14,128,82
145,266.9,-22.493835,-41.931328,2.2,128,82
146,269,-22.493849,-41.931312,2.22,128,82
147,271.4,-22.49386,-41.931293,2.24,128,82
148,273.7,-22.493875,-41.931278,2.26,128,82
149,275.7,-22.493891,-41.931267,2.26,128,82
150,277.6,-22.493906,-41.931259,2.14,129,82
151,279.8,-22.493925,-41.931255,2.16,129,82
152,281.7,-22.493942,-41.931259,2.06,129,82
153,284,-22.493961,-41.931267,2.06,129,82
154,286.4,-22.49398,-41.931278,2.14,129,82
155,288.9,-22.493998,-41.931293,2.26,129,83
156,291.2,-22.494013,-41.931309,2.28,129,83
157,293.6,-22.494026,-41.931328,2.38,129,83
158,296.3,-22.494038,-41.931351,2.46,129,83
159,298.9,-22.494047,-41.931374,2.5,129,83
160,301,-22.494055,-41.931393,2.42,129,83
161,303.6,-22.494064,-41.931416,2.48,129,83
162,305.8,-22.494074,-41.931435,2.44,129,83
163,308.2,-22.494085,-41.931454,2.38,129,83
164,310.6,-22.494099,-41.931473,2.34,129,83
165,313.1,-22.494112,-41.931492,2.42,128,82
166,315.2,-22.494125,-41.931507,2.32,128,82
167,317.5,-22.494141,-41.931522,2.34,128,82
168,320.1,-22.494156,-41.931541,2.38,128,82
169,322.3,-22.494169,-41.931557,2.34,128,82
170,324.6,-22.494184,-41.931572,2.3,130,82
171,326.8,-22.494198,-41.931587,2.32,130,82
172,328.7,-22.494211,-41.931599,2.24,130,82
173,330.8,-22.494225,-41.931614,2.14,130,82
174,333,-22.494238,-41.931629,2.14,130,82
175,335.1,-22.494251,-41.931644,2.1,132,82
176,337.3,-22.494265,-41.93166,2.1,132,82
177,339,-22.494276,-41.931671,2.06,132,82
178,341.2,-22.494289,-41.931686,2.08,132,82
179,343.2,-22.494301,-41.931702,2.04,132,82
180,345.4,-22.494314,-41.931717,2.06,133,82
181,347.4,-22.494326,-41.931732,2.02,133,82
182,349.5,-22.494339,-41.931747,2.1,133,82
183,351.6,-22.49435,-41.931763,2.08,133,82
184,353.6,-22.494362,-41.931778,2.08,133,82
185,355.6,-22.494373,-41.931793,2.04,135,82
186,357.5,-22.494383,-41.931808,2.02,135,82
187,359.7,-22.494392,-41.931827,2.04,135,82
188,362,-22.494402,-41.931847,2.08,135,82
189,364.2,-22.494411,-41.931866,2.12,135,82
190,366.2,-22.494417,-41.931885,2.12,134,82
191,368.4,-22.494425,-41.931904,2.18,134,82
192,370.8,-22.494429,-41.931927,2.22,134,82
193,372.8,-22.494434,-41.931946,2.16,134,82
194,375.2,-22.494438,-41.931969,2.2,134,82
195,377.2,-22.49444,-41.931988,2.2,132,82
196,379.5,-22.494442,-41.932011,2.22,132,82
197,381.5,-22.494444,-41.93203,2.14,132,82
198,383.5,-22.494446,-41.932049,2.14,132,82
199,385.5,-22.494444,-41.932068,2.06,132,82
200,387.8,-22.494444,-41.932091,2.12,132,82
201,389.8,-22.49444,-41.93211,2.06,132,82
202,391.8,-22.494436,-41.932129,2.06,132,82
203,394.2,-22.494432,-41.932152,2.14,132,82
204,396.4,-22.494425,-41.932171,2.18,132,82
205,398.4,-22.494419,-41.93219,2.12,132,82
206,400.6,-22.49441,-41.932209,2.16,132,82
207,402.9,-22.4944,-41.932228,2.22,132,82
208,405.1,-22.49439,-41.932247,2.18,132,82
209,407.3,-22.494381,-41.932266,2.18,132,82
210,409.5,-22.494371,-41.932285,2.22,131,82
211,411.3,-22.494364,-41.932301,2.14,131,82
212,413.4,-22.494358,-41.93232,2.1,131,82
213,415,-22.494356,-41.932335,1.98,131,82
214,416.5,-22.494358,-41.93235,1.84,131,82
215,418.2,-22.494362,-41.932365,1.74,133,82
216,420,-22.494369,-41.932381,1.74,133,82
217,422,-22.494381,-41.932396,1.72,133,82
218,423.7,-22.494392,-41.932407,1.74,133,82
219,425.4,-22.494404,-41.932419,1.78,133,82
220,427.6,-22.494417,-41.932434,1.88,134,82
221,429.5,-22.49443,-41.932445,1.9,134,82
222,431.4,-22.494444,-41.932457,1.88,134,82
223,433.3,-22.494457,-41.932468,1.92,134,82
224,435,-22.494471,-41.932476,1.92,134,82
225,436.6,-22.494484,-41.932484,1.8,134,82
226,437.9,-22.494495,-41.932484,1.68,134,82
227,439.3,-22.494507,-41.93248,1.58,134,82
228,441,-22.494518,-41.932468,1.54,134,82
229,442.7,-22.49453,-41.932457,1.54,134,82
230,444.6,-22.494539,-41.932442,1.6,133,82
231,446.8,-22.494549,-41.932423,1.78,133,82
232,448.7,-22.494558,-41.932407,1.88,133,82
233,450.5,-22.494566,-41.932392,1.9,133,82
234,452.7,-22.494575,-41.932373,2,133,82
235,454.8,-22.494587,-41.932358,2.04,134,82
236,457,-22.494596,-41.932339,2.04,134,82
237,459,-22.494608,-41.932323,2.06,134,82
238,461.2,-22.494617,-41.932304,2.14,134,82
239,463.6,-22.494629,-41.932285,2.18,134,82
240,465.8,-22.494638,-41.932266,2.2,133,82
241,468,-22.494648,-41.932247,2.2,133,82
