achievement_count,athlete_count,athlete.id,athlete.resource_state,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_latlng1,end_latlng2,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,manual,map.id,map.resource_state,map.summary_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,sport_type,start_date,start_date_local,start_latlng1,start_latlng2,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type,average_cadence,suffer_score
0,1,88717361,1,137.3,NA,0,FALSE,TRUE,NA,1512,NA,NA,NA,NA,2024.09.16 19.08-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189650,0,FALSE,a12567189650,2,nxtgCpe_~F`A~BJf@T^H\r@rAN^Vd@^nAh@nAVx@j@tAx@zA\|@^p@J\d@x@f@r@p@rAd@t@P^p@hAH\l@dAL`@RXj@vADVJVHh@X|@p@hC~@lCd@hA`@p@p@v@`BzAr@`@PRIESS]UMOQEWMg@y@w@s@i@w@c@u@[{@_@{AkAgDc@iBo@_BU{@OUSQO_AEIOQO_@Yi@M[_@g@e@WIKQcAMSs@_Ac@y@g@mA[}@q@oASi@mAuBi@gBEU@_@EOe@aAe@m@GOAW,167,NA,1504,Evening Run,0,0,TRUE,2,Run,2024-09-16T22:08:30Z,2024-09-16T22:08:30Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082552,13399082552,-10800,only_me,0,NA,NA
0,1,88717361,1,148.8,NA,0,FALSE,TRUE,1.02,464,NA,NA,NA,NA,2024.09.16 19.37-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189638,0,FALSE,a12567189638,2,~wtgChd_~FlB~ElBlEhAhDTd@Xb@p@rB`ApBbAnB,161,NA,451,Evening Run,0,0,TRUE,2,Run,2024-09-16T22:37:20Z,2024-09-16T22:37:20Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082559,13399082559,-10800,only_me,0,NA,NA
0,1,88717361,1,130.9,NA,0,FALSE,TRUE,NA,5195,NA,8,NA,NA,2024.09.18 16.16-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189777,0,FALSE,a12567189777,2,~fugCfb`~FGWs@oAYy@c@s@g@qAe@cAe@w@Mq@Y{@e@oAy@}Aq@kBI[sBkEsByEg@cA`AhBxA|CTp@fA|BR\Rp@r@|ANd@R\jArCdAvC`@t@`B~DhBrDx@rAh@dATXjAdCj@`ATl@l@hAdApDhAlE`AhCb@t@r@~@tBfBv@x@f@b@NPfA|@X\~AtAX\b@r@vAtAX^b@ZBD_@U[UQYg@i@oA{AqAqAs@k@uAsAu@i@o@u@UUq@a@]e@{@{@m@w@_@y@Qw@c@wA_@u@aA}Do@yBq@sA_@i@So@_AwBi@w@_@a@m@qAe@q@]_AYc@e@qA}@cBu@sBo@aAg@sBYu@Wg@W]Yk@Yu@a@uAg@mAqAqCs@gB}@oBCEVn@x@bBjAlCdAvBTp@t@bBv@tBT`@d@pAbA~BNf@b@v@l@fBlA|BTh@j@`A`@z@n@bAXj@PTb@~@d@v@Vl@vAxCv@tCVr@h@zB^tAPb@f@~@J\x@dAlApA|BnBdCbCjB`BPPn@|@fAdAd@r@x@l@EGk@a@[WWa@mAgA_@k@m@c@y@_As@m@_@e@k@g@u@c@aAmAu@c@sCkDgAyDYi@o@}BSeAM[]qASg@Qa@k@}@e@aAY{@_@w@]g@g@k@Qg@Q]q@aA}@yB_BiDg@sAi@{@Wk@QcAc@kAO_@[c@Q]K]Se@a@sAqAsC]o@u@kB{@kBFJPf@`ArBTh@t@zA`@hAZh@H\Xd@Jb@pAxCN`@h@pATn@n@`BNVVv@Tb@Pf@tAhCPb@RX,144,NA,5179,Afternoon Run,0,0,FALSE,2,Run,2024-09-18T19:16:05Z,2024-09-18T19:16:05Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13399082571,13399082571,-10800,followers_only,0,NA,NA
0,1,88717361,1,131.8,NA,0,FALSE,TRUE,3.41,1820,0,0,NA,NA,2024.09.21 11.45-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189613,0,FALSE,a12567189613,2,NA,143,0,1820,Afternoon Run,0,0,TRUE,2,Run,2024-09-21T14:45:23Z,2024-09-21T14:45:23Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082583,13399082583,0,only_me,0,NA,NA
0,1,88717361,1,118.9,NA,0,FALSE,TRUE,1.013,473,NA,NA,NA,NA,2024.09.26 17.52-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189634,0,FALSE,a12567189634,2,bgugChb`~Fg@aAe@mAy@aBUq@Uc@Sg@]q@m@uBc@gAi@{@Sa@_AuCqAyC,143,NA,463,Cooldown,0,0,FALSE,2,Run,2024-09-26T20:52:50Z,2024-09-26T20:52:50Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082595,13399082595,-10800,followers_only,0,NA,NA
0,2,88717361,1,137.3,NA,0,FALSE,TRUE,NA,1505,NA,NA,NA,NA,2024.09.26 18.05-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189677,0,FALSE,a12567189677,2,fxtgCbe_~FjAtCh@jAPVHd@Vb@p@`Bn@bBLf@Zp@NTf@hARn@n@vAd@x@Tl@dBtCTh@z@nAdBvDVb@NNlBxGLh@Oc@g@aAWkAc@{Ae@kAmA_Cq@}A_@y@GQSWk@kAWU_@m@gAuBYaAw@qAeAoCk@_AgAkDaBaDEQ?SCK?IK[Q]_@_AMQq@sAk@sA^p@fCvF^lAz@lB^r@d@rAl@rALd@x@vB,167,NA,1494,"Intervals 2 min work, 3 min rest x 5",0,0,FALSE,2,Run,2024-09-26T21:05:08Z,2024-09-26T21:05:08Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082610,13399082610,-10800,followers_only,3,NA,NA
0,1,88717361,1,152.7,NA,0,FALSE,TRUE,NA,843,NA,NA,NA,NA,2024.09.26 18.33-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189652,0,FALSE,a12567189652,2,hgugCnb`~FeAaCWu@QYW_@KS}@cC]e@MUWu@Mu@[_A_AaBg@qA_@kAWi@m@cBqAkCqAwCDB\l@|AhDf@xAh@bARl@Vh@x@vBrA|C^bARr@^p@Pf@b@|@n@bBdBpD,163,NA,838,Warmup,0,0,FALSE,2,Run,2024-09-26T21:33:59Z,2024-09-26T21:33:59Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13399082624,13399082624,-10800,followers_only,0,NA,NA
2,1,88717361,1,128,NA,0,FALSE,TRUE,NA,2938,NA,8,NA,NA,2024.09.28 14.40-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12535547761,0,FALSE,a12535547761,2,tnugC~m`~F_@i@iAyBc@g@q@wAg@s@Yu@m@mAm@}A[c@a@eAOWSq@e@y@mAwDy@wAi@yAQs@i@cAqCsGcAwBv@xAh@fAt@dBj@dAd@pAZn@J^Rf@nBjEx@zBRp@fAxB|@rBPj@~AdDv@nAd@~@j@z@vCdG`@p@T`Ah@`BVjAVt@p@dCRf@n@vAn@|@h@d@hAnA~@t@`@b@n@f@hE~Dd@t@vAvAf@n@\T[Q[WeBgBg@w@y@o@w@{@u@m@_A}@q@c@iAoAg@_@cCqCS[Yw@c@uB]q@q@yBc@mBa@oAi@iAq@mAK]e@}@]_AeAuAi@iAcAcBESk@eAOm@Q_@qAoCQg@s@kAOw@m@iB_A_Ba@}@Ss@Mk@u@aBM[cAqBe@oAk@iAc@qA@NjBtDpA~CT^r@`B^dAd@fAt@xAZz@HZv@nBd@hARZb@nAb@x@\~@l@lAHV~@vAb@x@^z@NXX\`@v@,143,NA,2931,Slow 6km,0,0,FALSE,2,Run,2024-09-28T17:40:43Z,2024-09-28T17:40:43Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13365236652,13365236652,-10800,followers_only,0,NA,NA
2,1,88717361,1,134.4,NA,0,FALSE,TRUE,10.005,4630,NA,NA,NA,NA,2024.09.29 17.52-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12567189784,0,FALSE,a12567189784,2,bgugCdb`~FM[g@y@a@qAo@oAaA{B[i@i@qBm@_Bc@m@Yo@Kg@[q@Mg@m@{AkA_Ce@iAMc@kA}BCO\v@n@nAnAxCx@|AhBtEfBfExA~DT`@jArCfAxBTl@|AfCl@lA`@j@\p@tBrEVb@r@rCl@lBLh@hAhD^v@`@p@r@z@z@v@b@f@`At@lApAf@`@pCjCv@dAtAtAT\h@f@DBB?AEYOg@_@eAmAs@aASSu@k@k@q@u@m@e@k@e@]c@SMMc@m@SS}@g@e@u@a@a@U]k@o@e@cA_@iBi@mA_@yAMY]yA]qAs@eBe@o@a@u@_@qASc@g@q@a@[c@oAo@{@Us@q@kAoA_Di@{@Sw@c@w@_AaDYm@sAaCYoAIYa@s@e@mAk@eAUq@]s@_@iAU_@GU@HZj@tA|CTn@f@|@n@zA\n@`@jA^x@Vv@~@lB\nA`AdCPZNf@d@bARj@~AbDfB|C`@x@|@rA^dAt@tAX`@f@nA\hAh@vBb@tA^hBR\p@bBf@x@b@b@X`@n@f@b@d@~@v@fAfArBbB`B~Af@z@bA|@l@v@b@X@DE?IEi@c@U[]]QYeAoA_Am@g@o@c@Y][U]WWeAo@s@y@a@a@SOa@i@k@k@S_@q@q@S]M[a@kBOc@_@m@G_@k@gBQ_AYu@Oo@_@gAg@s@eBcEWa@i@o@[}@gA_BaAoBa@iAe@y@Oe@[e@Oi@o@aAg@uBY}@Qc@y@cAKe@Se@Gk@IWeA}B[{@a@w@Q[aA{BK[BLXd@p@~Az@dBdA~B|@dC`@x@Rl@`@v@~@nC~@bCf@|@Nb@`CjF,156,NA,4621,Long 10K,0,1,FALSE,2,Run,2024-09-29T20:52:47Z,2024-09-29T20:52:47Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13399082642,13399082642,-10800,followers_only,2,NA,NA
0,1,88717361,1,116.8,NA,0,FALSE,TRUE,NA,966,NA,NA,NA,NA,2024.10.03 17.23-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12575430698,0,FALSE,a12575430698,2,|fugChb`~FYk@i@yAo@sAQUQm@[g@Qo@c@q@Mm@{@gCeA}Au@qCwBsEcAaCe@aAOa@GYT^rAdDpClGr@fBpBpELh@^x@Pj@Zt@V`@dApCp@vAZb@HR,144,NA,958,Warmup,0,0,FALSE,2,Run,2024-10-03T20:23:05Z,2024-10-03T20:23:05Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13407934994,13407934994,-10800,followers_only,0,NA,NA
1,1,88717361,1,134.3,NA,0,FALSE,TRUE,NA,1504,NA,NA,NA,NA,2024.10.03 17.42-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12575430703,0,FALSE,a12575430703,2,lfugCfa`~Fc@}@g@qAm@aAEK@UAIS]K][g@Y]I]iAiDMSUSv@jAZv@Tr@~@jCf@|@vAfDdAjBPh@^n@f@n@^~@\b@d@|@d@hApB`EJVb@rB`@lANv@Tv@dAlCr@nA?DSOIYOW[w@e@{AYo@e@iBOa@u@uCUe@Wu@u@qAoAuCsAoBGOIg@a@e@OWWs@_@g@Ue@]cAe@w@Ys@vAfD|@zAZz@Vd@,163,NA,1489,"Intervals 2 min work, 3 min rest x 5",0,1,FALSE,2,Run,2024-10-03T20:42:20Z,2024-10-03T20:42:20Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13407935001,13407935001,-10800,followers_only,3,NA,NA
0,3,88717361,1,139.4,NA,0,FALSE,TRUE,2.02,940,NA,NA,NA,NA,2024.10.03 18.08-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12575430699,0,FALSE,a12575430699,2,pgugCdc`~Fg@cA_AcCy@qAe@cAY_AY_@Sw@y@oCe@w@gAwBSgAYi@eAeC[k@y@yBMYa@cAIKv@nB~@nBVr@bBrDVx@Vf@^~@pAtCfAdDn@rAp@fBh@`AZr@\j@L`@,147,NA,934,Cooldown,0,0,FALSE,2,Run,2024-10-03T21:08:39Z,2024-10-03T21:08:39Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13407935004,13407935004,-10800,followers_only,0,NA,NA
1,1,88717361,1,127.9,NA,0,FALSE,TRUE,NA,3805,NA,NA,NA,NA,2024.10.05 16.04-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355679,0,FALSE,a12799355679,2,ngugC`c`~FSi@S_@}@oBm@oAa@gAWk@g@y@i@qBUm@Yq@_@e@U_@q@sBSq@k@wA_AkBaAeCs@yAM_@ABh@bAf@lAz@bBXv@`ApB\z@DTTl@\l@f@rAd@~@pAjDlAlCp@hB`@z@Vb@f@hA~@fBvA~BXl@X`@b@hA`B~Cl@lBrBtH^|@r@vAjA|At@j@rCpC`EnDj@n@fAvA~A`BGAa@[m@y@s@s@c@k@e@_@iAkA}@s@k@o@iAw@c@m@c@_@s@i@Yc@q@s@aAuASg@Ow@_@iA_@s@Q_AWw@[_Bi@aBa@{@g@{@_@kA[g@]u@a@o@i@o@c@cA{@sAOe@Yg@o@}Ak@kAc@iAaAsB}@kC{AyCw@gCmBaEkAuCk@iAQm@EIC?h@pAr@rAx@bBfAfCr@rAj@dBZj@Pn@p@nAzAlEPb@b@t@Rj@jAlCf@|@f@jA^h@jAzBl@z@^z@Nf@Xj@h@x@z@fBL`@Pv@p@hCVv@Nn@Rh@Np@^~@j@dAr@~@t@t@rAfAx@v@~@`Ah@d@TNd@f@pAhAx@fAvBzB@BE@ECg@a@_@g@s@s@i@y@e@]_AaAi@e@cAcAgAy@m@s@[Wi@[i@w@cBkBIMOu@o@{BUg@Qy@Ym@g@{B,147,NA,3799,Slow 8K,0,0,FALSE,2,Run,2024-10-05T19:04:38Z,2024-10-05T19:04:38Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13647694983,13647694983,-10800,followers_only,0,NA,NA
1,1,88717361,1,131.1,NA,0,FALSE,TRUE,NA,4822,NA,NA,NA,NA,2024.10.06 19.14-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355708,0,FALSE,a12799355708,2,ngugClc`~FOYI[s@uA_AcCs@qAKe@g@eAW}@cDoHMq@cA}Be@u@]s@u@iB}@kBd@r@Zn@\~@d@v@jA`Cn@|ATt@~@nBd@fA|B`Gj@dAdArCp@tAPVL^`@x@vAzBPb@RZRd@|@zAPh@h@lAj@z@jAbEx@|Cf@vANl@R`@hA`BhAlAr@j@XZhFtErApAXh@TZfA`Af@l@f@\E?OGm@m@UYsAsASa@m@q@y@q@MQoBcBy@k@qAwA{@g@i@q@a@]e@w@s@eBW_B]u@Os@Q_@YiAScAcAkCs@eAQg@]g@Sm@iAqBq@_Ag@cA_@g@Y}@g@{@]aAQo@Wc@g@oAOg@OWYYMWIa@i@sAOw@o@aAO[Mg@[[YcA}BaFs@oB[o@_@_Ap@`BhCfFXv@j@jAJ`@dAjCl@lA^nAVd@b@bA\bAPTJTXp@Tv@f@dAx@vAt@`B~AtCTXNXXp@~@dBhAbCPd@dA`EvAxERh@f@bAjAzAnCbCzAzAZT~AxAzA|A^l@hAdAd@h@^\GCw@y@iAaAUYU]iA}@i@q@m@k@UMi@i@]W_@QUQw@kAo@c@kA_B{@_AKWK_@QkAa@{@OQMW[kAUm@Ie@e@mBs@mBW_@Si@Yk@Uw@[w@{AuBUi@m@aAg@wAW[s@_B]i@Qq@k@sAQ_@SWO]Ki@{@eCi@y@_@u@Ke@Uo@Kg@{B{EgAyCk@oAEEh@`BXn@V^l@lAj@rA^v@f@pANf@|@fBfAtCZr@`@pAn@xARVP^Lb@r@jBj@|@Zp@,146,NA,4819,Long 10K,0,0,FALSE,2,Run,2024-10-06T22:14:07Z,2024-10-06T22:14:07Z,NA,NA,(GMT-03:00) America/Sao_Paulo,5,0,FALSE,Run,13647694994,13647694994,-10800,followers_only,0,NA,NA
0,1,88717361,1,137.6,NA,0,FALSE,TRUE,5.19,2705,0,0,NA,NA,2024.10.10 19.20-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355615,0,FALSE,a12799355615,2,NA,149,0,2705,Indoor at home,0,0,FALSE,2,Run,2024-10-10T22:20:06Z,2024-10-10T22:20:06Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,TRUE,Run,13647695006,13647695006,0,followers_only,0,NA,NA
0,1,88717361,1,125.6,NA,0,FALSE,TRUE,2.01,857,NA,10,NA,NA,2024.10.12 17.02-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355639,0,FALSE,a12799355639,2,zgugCdc`~FUo@q@qAY{@q@iAUu@]m@Mc@[i@}@yCQc@Uc@]e@g@eAIKW_AIe@{@wBo@mAi@qAcA{BQi@@H`A~BpAvCt@zAt@hBl@rA^`A`ArBjAhDn@nA~@`CrAlCVj@,150,NA,857,Warmup,0,0,FALSE,2,Run,2024-10-12T20:02:05Z,2024-10-12T20:02:05Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13647695012,13647695012,-10800,followers_only,0,NA,NA
2,1,88717361,1,140.7,NA,0,FALSE,TRUE,NA,1804,NA,NA,NA,NA,2024.10.12 17.22-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355653,0,FALSE,a12799355653,2,~eugCr_`~Fk@uAa@w@y@iBY{@IKISU}@[}@g@kAa@m@[m@K[AOFXl@dAj@nAtBvF\j@zArD`@p@BN^r@|AnCVj@l@z@t@~Af@~@zA~C^nA`ArDp@zCVp@PN^z@f@r@_@a@q@iAe@cBWs@m@wAs@{C_@uAq@_BaAiBUo@]q@g@{@Uk@SYI[e@w@_@c@MUiA_C[y@o@oAu@iB_@q@sA{D}AgD_@oAYm@Ke@MU]aA[k@HX`AnBJ`@d@x@`@jAn@xA`AfCV~@n@|AXp@d@x@Z~@j@hAFRj@dA,170,NA,1781,"Intervals 2 min work, 3 min rest x 5",0,0,FALSE,2,Run,2024-10-12T20:22:11Z,2024-10-12T20:22:11Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13647695021,13647695021,-10800,followers_only,0,NA,NA
0,1,88717361,1,147.5,NA,0,FALSE,TRUE,NA,877,NA,10,NA,NA,2024.10.12 17.53-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355650,0,FALSE,a12799355650,2,vhugC|c`~Fg@w@Sg@k@}@a@gA_@q@u@aBW{@]g@O_@cAuDw@kAk@oA[mAuA}Ca@u@s@mB_@u@CW?FJXr@|A|@tBd@x@l@xAXf@v@`CZl@d@jALPVz@z@|Bj@hAn@dB^v@Vn@f@|@LX,164,NA,872,Cooldown,0,0,FALSE,2,Run,2024-10-12T20:53:46Z,2024-10-12T20:53:46Z,NA,NA,(GMT-03:00) America/Sao_Paulo,0,0,FALSE,Run,13647695034,13647695034,-10800,followers_only,0,NA,NA
1,1,88717361,1,137.5,NA,0,FALSE,TRUE,NA,3580,NA,NA,NA,NA,2024.10.14 17.44-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355710,0,FALSE,a12799355710,2,pfugC`b`~Fc@m@Uk@Kg@Qa@s@mAGWQ][iAi@u@[wAc@yAMWc@w@[a@O[a@}AWs@aCmFSm@_@{@Yg@Kk@CEAHvAdDxCnGzA`ER\Xx@h@lAz@|Bz@jBhAtCx@zAZv@tBxDj@|@pAdCx@tBZd@Zx@XfARj@nAxEbAlCr@jAn@x@v@l@bF`Ff@\bB|AVX\l@tApAh@l@^X@BG?IEi@_@_@i@k@q@USg@o@u@o@i@o@c@[}AaBy@e@{@eAg@_@w@}@q@i@}@kAKUM_@Gk@]oAc@o@Ms@K_@Yo@WwAWo@Mq@Mc@Ug@c@o@Uq@e@_AUm@Wc@gAuA[u@e@g@ISOs@s@mA_@gAq@iAk@qASw@a@i@[sAq@iBWa@[]OYKi@_@eAGc@_@q@_AyB_@o@w@oBMe@_@s@L\j@dA~@~BxAzCz@tBxAdDd@tA^z@d@xAv@|Al@vAZ`AXb@r@dB|CfFZt@bAfBj@zAx@vAx@vCHd@Nb@h@zB`@nAr@~AHNhAnAh@`@p@r@~@v@h@j@vBlBZZp@j@d@d@TZVf@pAlAV\x@n@@By@e@c@[c@o@i@m@Yg@iAiAg@a@eAaA[_@g@_@o@_@k@y@cAo@k@y@_BgBSa@_@gBUs@]{@e@eBUgASs@,161,NA,3575,Slow 8K,0,0,FALSE,2,Run,2024-10-14T20:44:25Z,2024-10-14T20:44:25Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13647695038,13647695038,-10800,followers_only,0,NA,NA
1,1,88717361,1,132.1,NA,0,FALSE,TRUE,NA,3638,NA,NA,NA,NA,2024.10.17 17.19-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355799,0,FALSE,a12799355799,2,bgugCjb`~FIS]m@O]c@qAk@_AOi@_@q@Ws@]k@Ia@Wu@u@oB[k@m@oAi@mBc@u@]_A{@}As@uB{@oB?HfAxBpAvC\r@lBtEl@rAVv@`@x@n@`BRr@d@jAT\`@z@Rl@R`@Tl@b@|@Xp@bBtCj@fAr@hA`@dAT\z@dBRh@d@v@dBnGJt@J`@Rj@R\L\n@nAx@bA\VvAzAn@f@h@p@b@XpBhBZ`@x@p@^j@v@z@ZX^b@jA~@@Bo@]]Y[g@eAaAo@}@kBeBYQgAqAWSk@YOMi@y@USg@[o@w@c@a@Q[e@i@[e@M[g@{Bk@aAOk@E_@]eAOy@Wi@Mk@e@uAk@{@[s@Yy@_@{@]g@g@k@Q]Ui@k@w@OW]aAYg@e@oAu@uAWq@OYSm@c@w@Qu@_AiCw@mASq@Ym@Ki@KW}@yBm@iAgAoCQi@IM?FPVb@bAbAbCv@~Ad@vA\l@|@`Cn@fAh@zAJ^d@tA`@~@TZd@rAzA~CV`@^`ApApBJ^PZ\`@JRz@fBPZXt@|@dBVt@Nt@h@jBPb@TbAh@fBf@tAh@bAlAvAb@\t@t@bAv@~B|BX\rAfAh@l@b@l@dBfB~@v@XP@FGAy@a@gBmBy@mAqDeDi@m@gAw@YW_@e@w@m@oAuAWa@_@]c@y@M_@g@sB]s@]iAc@yB[{@,147,NA,3632,Slow 8K,0,1,FALSE,2,Run,2024-10-17T20:19:04Z,2024-10-17T20:19:04Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13647695046,13647695046,-10800,followers_only,0,NA,NA
2,1,88717361,1,137.1,NA,0,FALSE,TRUE,NA,4813,11,NA,NA,NA,2024.10.18 16.48-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355804,0,FALSE,a12799355804,2,~fugCza`~FYc@i@mASm@Wa@m@yASYWu@_@q@_A}CUg@QUi@gAk@cBI_@sCeGeAkCWs@Q_@EA?DDJfBpDx@lBJ\|A|CzA~Dz@jBRp@P`@d@pA\t@Tb@b@hAf@hApAnCl@jAp@fAZp@f@r@^p@j@nAnB`EZtAv@~BNv@Xz@Jd@`A`Cd@~@bAlAl@n@~AxA\Vh@l@nBhBlB`BXf@PRz@x@j@n@l@d@@FMAa@WMOWa@wBiCo@i@_@a@eA}@o@q@qA_Am@s@USi@Yk@y@sAyAYe@KUo@_Ck@{Ak@oB_@aB_@qA[w@Ue@]e@a@aASc@I]KWk@y@k@g@_@gA]e@]q@M_@o@oAW{@q@kA_@}@O[Si@]m@o@wBg@qA}@{AUk@e@eBYg@aAyB]k@_AqC[q@EIC?HVv@zAp@dBnAjCl@~AhAbChAnCv@~BlAlCjAvCl@`AZx@\n@fBbD^j@t@xA\z@lAxB^jAPv@z@bCR`AL\F^Zv@\jAv@tAx@`A`A|@v@z@b@Zz@x@RLt@n@^d@vBpBt@`Az@z@b@h@~@l@PNBHICg@Ye@]wAcB}@kA}AsAaCcC_Ak@_AeAw@g@g@u@uAaBSYM_@i@}Bc@gAw@iCUeAg@_BU_@Um@_@o@Yi@Wm@Y{@Wg@U]c@e@s@qAk@y@]_Ac@}@_@kAs@gAq@eBy@}AOe@Os@]w@Oc@O[i@{@I_@Yo@Q}@e@_ASo@s@qA[u@I]So@i@qAGIA@@JvAbDlCxFb@zAlAhCrA`Dr@lB^t@nBvEn@rA~@|AdArBV^b@x@`AnBz@zAXt@Hh@R`@b@xANj@Hf@Nj@L^Rx@f@vAXl@Xh@`AnAJFs@o@e@k@e@q@_AkDe@y@k@mC,163,NA,4805,Long 11K,0,1,FALSE,2,Run,2024-10-18T19:48:14Z,2024-10-18T19:48:14Z,NA,NA,(GMT-03:00) America/Sao_Paulo,NA,0,FALSE,Run,13647695060,13647695060,-10800,followers_only,0,NA,NA
0,1,88717361,1,132.9,NA,0,FALSE,TRUE,NA,4458,11,NA,NA,NA,2024.10.20 15.48-RUNNING.fit,FALSE,FALSE,g19821668,TRUE,FALSE,FALSE,12799355835,0,FALSE,a12799355835,2,hgugClb`~FO_@OUi@eA]cA]i@g@gA]gAWc@Uk@YcAg@{AcAeBa@gA[cA}@sBaAkB]eAyA}CvA|C`@t@j@rAzAfDj@xA^v@bA~BzA`EVl@T\fBnEd@v@N`@b@z@n@bAt@|An@~@r@|AXf@d@fAn@nA`@nAXnAZz@x@`Dr@pBNXZh@x@hAjAbAh@j@n@h@hAjAf@^x@z@`BvAh@v@jBtBhA|@@BmA_Aw@_Ae@g@g@o@mAeAg@k@y@m@o@u@y@g@cAoA_Aq@o@w@{@{@KQm@yAk@yB]q@o@mBKaA_@kAMo@k@gAk@aAWs@S]q@_BeA{Ae@}@k@aAe@kAg@}@a@gAo@iASo@]y@g@o@Ks@u@mBQm@a@s@c@aAm@mBeBmDK_@SYK[Wk@Si@Q]Yu@IMd@p@f@|AtBnEf@lAJNPl@P^Nb@bAlBx@zB^v@Rt@\z@NTLb@T^Z`AdBnD`CjE^h@N^v@rAPb@NVRh@x@~A^hA^|A^jAhAbEt@fBf@x@RTjAdARVp@l@XZ~@t@rAjAVZd@^^^~@x@`@t@\XjArAb@ZLN@DICe@Ue@w@mAqAk@w@gA{@]]eA_AY]_@Yu@]OSWg@IKy@g@QQ_@i@_@_@MS[Wg@w@ISKo@Ke@_@iAe@eAKa@[{@W{Ac@{Ac@aAc@u@[y@w@eBSa@iA_BUi@o@gA]y@i@y@q@gBy@yAa@qAq@mAm@sB[{@Q]W[a@gASc@]sAa@w@]{@_AaBWw@uA_DVXNd@Zn@`@jAvBtEf@lAVb@x@jBRj@Lb@z@xBJ`@dAxBbAfC|BpE,164,NA,4455,Long 10K,0,0,FALSE,2,Run,2024-10-20T18:48:13Z,2024-10-20T18:48:13Z,NA,NA,(GMT-03:00) America/Sao_Paulo,5,0,FALSE,Run,13647695071,13647695071,-10800,followers_only,0,NA,NA
