time,distance,lat,lng,velocity_smooth,heartrate
0,0,-22.392885,-41.778431,0,94
5,0,-22.392885,-41.778431,0,94
6,2.5,-22.392899,-41.77845,0.41,94
7,5.8,-22.39291,-41.77848,0.836,94
8,9,-22.392923,-41.778507,1.121,94
9,12.1,-22.392937,-41.778534,1.343,94
10,15.2,-22.39295,-41.778561,3.042,106
11,18.2,-22.392961,-41.778587,3.154,106
12,21.4,-22.392975,-41.778614,3.102,106
13,24.5,-22.392988,-41.778641,3.102,106
14,27.6,-22.393001,-41.778667,3.102,106
15,30.8,-22.393017,-41.778694,3.122,112
16,34,-22.393032,-41.778721,3.164,112
17,37.3,-22.393047,-41.778748,3.184,112
18,40.4,-22.393061,-41.778774,3.184,112
19,43.6,-22.393076,-41.778801,3.206,112
20,46.8,-22.393089,-41.778828,3.186,117
21,50,-22.393104,-41.778854,3.186,117
22,53.1,-22.393118,-41.778881,3.164,117
23,56.3,-22.393133,-41.778908,3.184,117
24,59.5,-22.393148,-41.778934,3.184,117
25,62.8,-22.393164,-41.778961,3.206,121
26,66,-22.393179,-41.778988,3.206,121
27,69.2,-22.393194,-41.779015,3.226,121
28,72.3,-22.393208,-41.779041,3.206,121
29,75.5,-22.393221,-41.779068,3.186,121
30,78.7,-22.393236,-41.779095,3.184,124
31,81.8,-22.39325,-41.779121,3.162,124
32,84.9,-22.393263,-41.779148,3.144,124
33,88.3,-22.393274,-41.779179,3.196,124
34,91.4,-22.393288,-41.779205,3.194,124
35,94.6,-22.393301,-41.779232,3.174,128
36,97.7,-22.393314,-41.779259,3.174,128
37,100.7,-22.393326,-41.779285,3.154,128
38,103.8,-22.393339,-41.779312,3.102,128
39,107,-22.393352,-41.779339,3.102,128
40,110.1,-22.393366,-41.779366,3.102,131
41,113.2,-22.393379,-41.779392,3.102,131
42,116.4,-22.393394,-41.779419,3.142,131
43,119.3,-22.39341,-41.779442,3.098,131
44,122.4,-22.393423,-41.779469,3.098,131
45,125.7,-22.393438,-41.779495,3.12,134
46,128.6,-22.393454,-41.779518,3.076,134
47,131.5,-22.393469,-41.779541,3.01,134
48,134.6,-22.393482,-41.779568,3.054,134
49,137.4,-22.393496,-41.779591,2.988,134
50,140.4,-22.393507,-41.779617,2.946,137
51,143.4,-22.393518,-41.779644,2.972,137
52,146.1,-22.39353,-41.779667,2.926,137
53,149.1,-22.393541,-41.779694,2.908,137
54,152.3,-22.393555,-41.77972,2.974,137
55,154.9,-22.393566,-41.779743,2.906,139
56,158,-22.393578,-41.77977,2.904,139
57,161.1,-22.393591,-41.779797,2.994,139
58,163.9,-22.393604,-41.779819,2.944,139
59,167,-22.393618,-41.779846,2.946,139
60,170.1,-22.393631,-41.779873,3.034,141
61,172.9,-22.393644,-41.779896,2.986,141
62,176,-22.393658,-41.779922,2.986,141
63,179.2,-22.393673,-41.779949,3.076,141
64,182.4,-22.393686,-41.779976,3.074,141
65,185.1,-22.3937,-41.779999,3.006,141
66,188.4,-22.393715,-41.780025,3.096,141
67,191.1,-22.393728,-41.780048,3.028,141
68,193.8,-22.39374,-41.780071,2.918,141
69,196.9,-22.393753,-41.780098,2.918,141
70,200.1,-22.393766,-41.780125,2.986,145
71,202.9,-22.39378,-41.780148,2.896,145
72,206,-22.393793,-41.780174,2.964,145
73,209.2,-22.393808,-41.780201,3.074,145
74,212.4,-22.393824,-41.780228,3.096,145
75,215.3,-22.393839,-41.78025,3.052,147
76,218.4,-22.393852,-41.780277,3.12,147
77,221.7,-22.393867,-41.780304,3.14,147
78,224.8,-22.393881,-41.780331,3.12,147
79,227.9,-22.393894,-41.780357,3.098,147
80,231,-22.393907,-41.780384,3.142,149
81,234.2,-22.393921,-41.780411,3.142,149
82,237.2,-22.393932,-41.780437,3.102,149
83,240.2,-22.393944,-41.780464,3.082,149
84,243.2,-22.393955,-41.780491,3.064,149
85,246.4,-22.393969,-41.780518,3.064,151
86,249,-22.39398,-41.78054,2.974,151
87,252.1,-22.393993,-41.780567,2.994,151
88,254.9,-22.394007,-41.78059,2.946,151
89,258.1,-22.39402,-41.780617,2.964,151
90,261.2,-22.394033,-41.780643,2.964,152
91,264.3,-22.394047,-41.78067,3.054,152
92,267.3,-22.394058,-41.780697,3.034,152
93,270.4,-22.39407,-41.780724,3.082,152
94,273.4,-22.394081,-41.78075,3.064,152
95,276,-22.394093,-41.780773,2.974,154
96,279.1,-22.394104,-41.7808,2.956,154
97,282.2,-22.394117,-41.780826,2.976,154
98,285,-22.394131,-41.780849,2.926,154
99,288.1,-22.394144,-41.780876,2.944,154
100,291.2,-22.394157,-41.780903,3.034,155
101,294.3,-22.394171,-41.78093,3.052,155
102,297.1,-22.394184,-41.780952,2.986,155
103,300,-22.394199,-41.780975,3.01,155
104,303.1,-22.394213,-41.781002,3.01,155
105,305.9,-22.394226,-41.781025,2.942,156
106,308.7,-22.394239,-41.781048,2.874,156
107,311.2,-22.394253,-41.781067,2.808,156
108,314,-22.394266,-41.78109,2.784,156
109,316.7,-22.394279,-41.781113,2.718,156
110,319.5,-22.394293,-41.781136,2.718,155
111,322.3,-22.394306,-41.781158,2.718,155
112,325.4,-22.394319,-41.781185,2.85,155
113,328.1,-22.394331,-41.781208,2.83,155
