time,distance,lat,lng,velocity_smooth,heartrate,cadence
0,0,-22.492418,-41.929794,0,87,0
4,0,-22.492418,-41.929794,0,87,0
5,1.7,-22.492407,-41.929806,0.34,87,0
6,3.9,-22.492393,-41.929821,0.65,87,0
7,6.1,-22.49238,-41.929836,0.871,87,0
8,7.9,-22.492367,-41.929848,0.988,87,0
9,9.8,-22.492353,-41.929859,1.96,87,0
10,11.6,-22.492342,-41.929871,1.98,87,0
11,13.3,-22.49233,-41.929882,1.88,87,0
12,14.8,-22.492323,-41.929893,1.74,87,0
13,16.2,-22.492315,-41.929905,1.66,87,0
14,17.4,-22.492313,-41.929916,1.52,87,0
15,18.3,-22.492317,-41.929924,1.34,88,82
16,19.6,-22.492323,-41.929935,1.26,88,82
17,21.1,-22.492334,-41.929943,1.26,88,82
18,22.9,-22.49235,-41.929947,1.34,88,82
19,24.8,-22.492367,-41.929951,1.48,88,82
20,27,-22.492386,-41.929954,1.74,89,79
21,29.1,-22.492405,-41.929958,1.9,89,79
22,31.5,-22.492426,-41.929962,2.08,89,79
23,34,-22.492447,-41.92997,2.22,89,79
24,36.2,-22.492466,-41.929977,2.28,89,79
25,38.5,-22.492485,-41.929985,2.3,89,79
26,40.7,-22.492502000000002,-41.929996,2.32,89,79
27,43,-22.492517,-41.930012,2.3,89,79
28,45.2,-22.492531,-41.930027,2.24,89,79
29,47.2,-22.492542,-41.930042,2.2,89,79
30,49.1,-22.492552,-41.930057,2.12,88,80
31,51,-22.492561,-41.930073,2.06,88,80
32,52.9,-22.492571,-41.930088,1.98,88,80
33,55,-22.492578,-41.930107,1.96,88,80
34,56.8,-22.492586,-41.930122,1.92,88,80
35,58.6,-22.492594,-41.930138,1.9,85,79
36,60.6,-22.492599,-41.930157,1.92,85,79
37,62.4,-22.492607,-41.930172,1.9,85,79
38,64.6,-22.492615,-41.930191,1.92,85,79
39,66.7,-22.492622,-41.93021,1.98,85,79
40,68.5,-22.49263,-41.930225,1.98,84,79
41,70.6,-22.492638,-41.930244,2,84,79
42,72.4,-22.492645,-41.93026,2,84,79
43,74.6,-22.492655,-41.930279,2,84,79
44,76.5,-22.492664,-41.930294,1.96,84,79
45,78.5,-22.492676,-41.930309,2,85,79
46,80.6,-22.492687,-41.930325,2,85,79
47,82.6,-22.492699000000002,-41.93034,2.04,85,79
48,84.3,-22.49271,-41.930351,1.94,85,79
49,86.3,-22.492721,-41.930367,1.96,85,79
