time,distance,velocity_smooth,heartrate,cadence
0,0,0,118,63
5,0,0,118,63
10,0,0,122,66
15,0,0,125,72
20,0,0,130,71
25,0,0,132,72
30,0,0,124,63
35,0,0,115,66
40,72,7.2,109,72
45,72,7.2,104,66
50,72,0,98,69
55,72,0,86,75
60,72,0,82,82
65,72,0,87,88
70,72,0,92,90
75,72,0,98,90
80,72,0,101,89
85,72,0,104,89
90,72,0,105,88
95,72,0,106,88
100,220,0,108,88
105,220,14.8,110,88
110,220,0,113,88
115,220,0,112,88
120,220,0,114,88
125,220,0,114,89
130,220,0,115,89
135,220,0,115,89
140,220,0,115,89
145,220,0,116,89
150,220,0,117,89
155,220,0,118,89
160,354,0,118,89
165,354,13.4,119,89
170,354,0,118,89
175,354,0,119,89
180,354,0,118,88
185,354,0,119,88
190,354,0,119,88
195,354,0,119,88
200,354,0,120,88
205,354,0,120,88
210,354,0,119,88
215,354,0,120,88
220,491,0,119,88
225,491,13.7,121,88
230,491,0,122,88
235,491,0,124,88
240,491,0,124,88
245,491,0,123,88
250,491,0,123,88
255,491,0,122,88
260,491,0,124,88
265,491,0,122,88
270,491,0,123,88
275,491,0,123,88
280,632,0,120,88
285,632,14.1,122,87
290,632,0,123,87
295,632,0,122,87
300,632,0,125,87
305,632,0,124,87
310,632,0,126,87
315,632,0,124,87
320,632,0,125,87
325,632,0,124,88
330,632,0,123,87
335,632,0,123,87
340,771,0,123,85
345,771,13.9,124,86
350,771,0,125,87
355,771,0,125,87
360,771,0,124,87
365,771,0,123,86
370,771,0,125,87
375,771,0,124,87
380,771,0,125,86
385,771,0,125,86
390,771,0,126,87
395,771,0,125,87
400,910,0,125,87
405,910,13.9,124,86
410,910,0,125,87
415,910,0,124,87
420,910,0,124,86
425,910,0,126,87
430,910,0,126,87
435,910,0,126,86
440,910,0,124,87
445,910,0,126,87
450,910,0,126,87
455,910,0,126,86
460,1045,0,126,87
465,1045,13.5,126,87
470,1045,0,127,87
475,1045,0,127,86
480,1045,0,126,87
485,1045,0,127,87
490,1045,0,126,87
495,1045,0,125,87
500,1045,0,126,87
505,1045,0,127,87
510,1045,0,127,87
515,1045,0,126,87
520,1182,0,125,86
525,1182,13.7,126,87
530,1182,0,128,87
535,1182,0,128,87
540,1182,0,129,87
545,1182,0,128,87
550,1182,0,127,87
555,1182,0,126,86
560,1182,0,126,86
565,1182,0,127,86
570,1182,0,127,86
575,1182,0,127,86
580,1317,0,128,87
585,1317,13.5,128,87
590,1317,0,129,87
595,1317,0,129,87
600,1317,0,130,88
605,1317,0,131,88
610,1317,0,131,88
615,1317,0,132,88
620,1317,0,133,87
625,1317,0,134,88
630,1317,0,135,88
635,1317,0,135,87
640,1463,0,135,87
645,1463,14.6,136,87
650,1463,0,136,87
655,1463,0,137,87
660,1463,0,136,86
665,1463,0,136,86
670,1463,0,136,86
675,1463,0,137,86
680,1463,0,136,86
685,1463,0,137,86
690,1463,0,136,86
695,1463,0,137,87
700,1605,0,137,86
705,1605,14.2,138,86
710,1605,0,138,87
715,1605,0,138,87
720,1605,0,137,87
725,1605,0,137,86
730,1605,0,137,87
735,1605,0,138,87
740,1605,0,137,87
745,1605,0,137,87
750,1605,0,137,87
755,1605,0,136,87
760,1749,0,137,87
765,1749,14.4,138,88
770,1749,0,137,88
775,1749,0,138,88
780,1749,0,137,87
785,1749,0,137,87
790,1749,0,137,87
795,1749,0,136,88
800,1749,0,136,88
805,1749,0,136,88
810,1749,0,136,87
815,1749,0,136,87
820,1897,0,137,86
825,1897,14.8,136,87
830,1897,0,136,87
835,1897,0,137,87
840,1897,0,136,86
845,1897,0,136,87
850,1897,0,136,87
855,1897,0,136,87
860,1897,0,137,86
865,1897,0,136,87
870,1897,0,137,87
875,1897,0,138,87
880,2043,0,137,87
885,2043,14.6,137,88
890,2043,0,138,87
895,2043,0,138,87
900,2043,0,138,87
905,2043,0,138,87
910,2043,0,138,87
915,2043,0,137,87
920,2043,0,138,87
925,2043,0,137,87
930,2043,0,137,87
935,2043,0,137,87
940,2188,0,137,88
945,2188,14.5,138,88
950,2188,0,138,87
955,2188,0,138,88
960,2188,0,139,88
965,2188,0,138,88
970,2188,0,139,88
975,2188,0,139,88
980,2188,0,139,88
985,2188,0,138,88
990,2188,0,138,87
995,2188,0,138,88
1000,2334,0,138,88
1005,2334,14.6,137,87
1010,2334,0,139,87
1015,2334,0,138,87
1020,2334,0,138,87
1025,2334,0,138,87
1030,2334,0,139,88
1035,2334,0,140,87
1040,2334,0,140,87
1045,2334,0,141,87
1050,2334,0,139,87
1055,2334,0,138,87
1060,2475,0,138,87
1065,2475,14.1,137,87
1070,2475,0,138,87
1075,2475,0,138,88
1080,2475,0,137,88
1085,2475,0,138,88
1090,2475,0,138,88
1095,2475,0,138,88
1100,2475,0,139,87
1105,2475,0,140,87
1110,2475,0,139,88
1115,2475,0,138,88
1120,2620,0,138,87
1125,2620,14.5,139,87
1130,2620,0,139,87
1135,2620,0,139,87
1140,2620,0,139,87
1145,2620,0,138,87
1150,2620,0,140,87
1155,2620,0,140,87
1160,2620,0,140,87
1165,2620,0,141,87
1170,2620,0,141,87
1175,2620,0,141,88
1180,2762,0,143,88
1185,2762,14.2,144,89
1190,2762,0,144,89
1195,2762,0,143,89
1200,2762,0,143,89
1205,2762,0,143,89
1210,2762,0,144,89
1215,2762,0,144,89
1220,2762,0,143,89
1225,2762,0,143,89
1230,2762,0,143,89
1235,2762,0,143,89
1240,2910,0,143,88
1245,2910,14.8,144,88
1250,2910,0,144,88
1255,2910,0,144,88
1260,2910,0,145,87
1265,2910,0,145,87
1270,2910,0,145,87
1275,2910,0,145,88
1280,2910,0,146,87
1285,2910,0,146,87
1290,2910,0,145,87
1295,2910,0,146,86
1300,3053,0,146,86
1305,3053,14.3,147,87
1310,3053,0,147,87
1315,3053,0,147,87
1320,3053,0,146,86
1325,3053,0,146,87
1330,3053,0,146,87
1335,3053,0,145,87
1340,3053,0,145,87
1345,3053,0,145,88
1350,3053,0,145,87
1355,3053,0,145,87
1360,3197,0,146,87
1365,3197,14.4,146,88
1370,3197,0,146,88
1375,3197,0,146,87
1380,3197,0,146,87
1385,3197,0,147,87
1390,3197,0,146,86
1395,3197,0,147,87
1400,3197,0,147,87
1405,3197,0,147,87
1410,3197,0,148,86
1415,3197,0,147,87
1420,3338,0,147,87
1425,3338,14.1,147,88
1430,3338,0,147,88
1435,3338,0,147,88
1440,3338,0,147,87
1445,3338,0,147,88
1450,3338,0,146,88
1455,3338,0,147,88
1460,3338,0,148,88
1465,3338,0,147,88
1470,3338,0,148,87
1475,3338,0,148,87
1480,3484,0,148,88
1485,3484,14.6,147,88
1490,3484,0,146,88
1495,3484,0,146,88
1500,3484,0,146,88
1505,3484,0,148,88
1510,3484,0,147,89
1515,3484,0,147,89
1520,3484,0,147,89
1525,3484,0,147,89
1530,3484,0,147,89
1535,3484,0,147,88
1540,3630,0,147,88
1545,3630,14.6,147,88
1550,3630,0,147,87
1555,3630,0,147,87
1560,3630,0,148,87
1565,3630,0,147,88
1570,3630,0,147,88
1575,3630,0,148,87
1580,3630,0,147,87
1585,3630,0,148,87
1590,3630,0,148,86
1595,3630,0,147,87
1600,3774,0,146,87
1605,3774,14.4,146,86
1610,3774,0,146,86
1615,3774,0,147,87
1620,3774,0,147,87
1625,3774,0,147,86
1630,3774,0,148,87
1635,3774,0,148,87
1640,3774,0,148,86
1645,3774,0,148,86
1650,3774,0,147,86
1655,3774,0,148,86
1660,3916,0,147,87
1665,3916,14.2,147,86
1670,3916,0,147,85
1675,3916,0,148,86
1680,3916,0,148,87
1685,3916,0,147,87
1690,3916,0,147,86
1695,3916,0,147,87
1700,3916,0,147,87
1705,3916,0,147,87
1710,3916,0,145,87
1715,3916,0,146,87
1720,4061,0,147,87
1725,4061,14.5,147,88
1730,4061,0,148,88
1735,4061,0,147,88
1740,4061,0,147,88
1745,4061,0,148,88
1750,4061,0,148,88
1755,4061,0,148,89
1760,4061,0,147,88
1765,4061,0,148,89
1770,4061,0,148,89
1775,4061,0,148,89
1780,4207,0,148,89
1785,4207,14.6,148,89
1790,4207,0,148,88
1795,4207,0,149,89
1800,4207,0,148,89
1805,4207,0,148,89
1810,4207,0,148,89
1815,4207,0,148,88
1820,4207,0,149,89
1825,4207,0,149,89
1830,4207,0,149,88
1835,4207,0,149,88
1840,4355,0,149,88
1845,4355,14.8,149,88
1850,4355,0,149,88
1855,4355,0,149,87
1860,4355,0,150,87
1865,4355,0,150,87
1870,4355,0,149,87
1875,4355,0,149,87
1880,4355,0,149,86
1885,4355,0,149,86
1890,4355,0,149,86
1895,4355,0,148,85
1900,4490,0,148,85
1905,4490,13.5,148,85
1910,4490,0,148,85
1915,4490,0,148,84
1920,4490,0,148,84
1925,4490,0,149,83
1930,4490,0,149,83
1935,4490,0,149,83
1940,4490,0,149,82
1945,4490,0,149,82
1950,4490,0,150,83
1955,4490,0,150,82
1960,4615,0,150,82
1965,4615,12.5,151,83
1970,4615,0,150,82
1975,4615,0,151,82
1980,4615,0,151,83
1985,4615,0,151,83
